cell,family,symbol,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
Tuex3 HK50,Tuex3,HK50,25,48,52,0.4427167486432566,0.32,8.4,-12.3,3,12,-15.58,False,False
ThuSx2 AUDJPY,ThuSx2,AUDJPY,25,48,52,0.4427167486432566,0.3,13.8,-5.82,8,12,5.9,False,False
Frix3 BTCUSD,Frix3,BTCUSD,25,48,52,0.4427167486432566,0.3,-0.9,-12.76,6,12,-6.68,False,False
Wedx3 CHFJPY,Wedx3,CHFJPY,25,48,52,0.4427167486432566,0.28,13.3,-4.14,6,12,-1.63,False,False
WedSx3 GBPUSD,WedSx3,GBPUSD,25,48,52,0.4427167486432566,0.26,12.1,-5.05,8,12,4.44,False,False
WedS JP225,WedS,JP225,25,48,52,0.4427167486432566,0.26,12.2,-4.11,4,12,-15.25,False,False
Wed XAUUSD,Wed,XAUUSD,25,48,52,0.4427167486432566,0.25,12.0,-3.98,9,12,7.99,False,False
ThuSx2 AUDCAD,ThuSx2,AUDCAD,25,48,52,0.4427167486432566,0.25,12.3,-2.19,8,12,5.44,False,False
MonSx3 AUDUSD,MonSx3,AUDUSD,25,48,52,0.4427167486432566,0.24,10.3,-4.18,1,12,-11.48,False,False
WedSx3 BTCUSD,WedSx3,BTCUSD,25,48,52,0.4427167486432566,0.23,-20.0,-24.27,8,12,33.1,False,False
MonS AUS200,MonS,AUS200,25,48,52,0.4427167486432566,0.23,11.1,-1.87,8,12,8.36,False,False
FriS GER40,FriS,GER40,25,48,52,0.4427167486432566,0.22,9.2,-5.59,6,12,7.92,False,False
Tuex2 AUS200,Tuex2,AUS200,25,48,52,0.4427167486432566,0.22,9.4,-5.86,8,12,9.87,False,False
ThuS US500,ThuS,US500,25,48,52,0.4427167486432566,0.21,9.4,-4.79,5,12,6.69,False,False
TOM GER40,TOM,GER40,25,48,52,0.4427167486432566,0.2,8.6,-5.26,6,11,13.71,False,False
TOMS USDJPY,TOMS,USDJPY,25,48,52,0.4427167486432566,0.19,9.0,-2.67,6,11,3.58,False,False
TueSx3 NZDJPY,TueSx3,NZDJPY,25,48,52,0.4427167486432566,0.19,7.7,-6.7,4,12,1.27,False,False
FriS NZDJPY,FriS,NZDJPY,25,48,52,0.4427167486432566,0.19,9.1,-3.43,7,12,1.18,False,False
Frix2 GER40,Frix2,GER40,25,48,52,0.4427167486432566,0.19,7.5,-7.8,4,12,-0.15,False,False
MonSx2 ETHUSD,MonSx2,ETHUSD,25,48,52,0.4427167486432566,0.19,-13.8,-23.9,7,12,-5.52,False,False
ThuSx3 GBPCHF,ThuSx3,GBPCHF,25,48,52,0.4427167486432566,0.19,9.2,-2.35,6,12,-1.2,False,False
WedS US2000,WedS,US2000,25,48,52,0.4427167486432566,0.18,7.3,-5.98,8,12,2.28,False,False
WedSx3 AUDCAD,WedSx3,AUDCAD,25,48,52,0.4427167486432566,0.16,7.6,-3.14,4,12,3.05,False,False
TOMS CADCHF,TOMS,CADCHF,25,48,52,0.4427167486432566,0.15,7.2,-1.55,5,11,-0.46,False,False
WedS USDJPY,WedS,USDJPY,25,48,52,0.4427167486432566,0.14,6.4,-3.89,6,12,-1.41,False,False
Frix3 USDCAD,Frix3,USDCAD,25,48,52,0.4427167486432566,0.13,6.1,-2.51,6,12,-2.44,False,False
WedSx2 GBPAUD,WedSx2,GBPAUD,25,48,52,0.4427167486432566,0.13,6.1,-3.18,8,12,1.5,False,False
TueS AUDCAD,TueS,AUDCAD,25,48,52,0.4427167486432566,0.13,6.3,-2.08,6,12,-1.92,False,False
MonSx2 AUDCHF,MonSx2,AUDCHF,25,48,52,0.4427167486432566,0.13,5.9,-2.52,3,12,-9.32,False,False
Wedx2 EURUSD,Wedx2,EURUSD,25,48,52,0.4427167486432566,0.12,5.3,-2.77,5,12,-2.95,False,False
ThuSx2 AUDNZD,ThuSx2,AUDNZD,25,48,52,0.4427167486432566,0.12,5.5,-1.79,9,12,2.31,False,False
Thux2 USDCAD,Thux2,USDCAD,25,48,52,0.4427167486432566,0.11,4.9,-2.73,6,12,0.35,False,False
ThuS CHFJPY,ThuS,CHFJPY,25,48,52,0.4427167486432566,0.11,5.1,-2.39,5,12,1.96,False,False
Frix3 GBPCAD,Frix3,GBPCAD,25,48,52,0.4427167486432566,0.11,5.0,-4.53,6,12,0.38,False,False
WedSx2 NZDUSD,WedSx2,NZDUSD,25,48,52,0.4427167486432566,0.1,3.7,-7.05,7,12,3.01,False,False
FriSx3 USDCHF,FriSx3,USDCHF,25,48,52,0.4427167486432566,0.09,3.7,-2.97,5,12,-0.52,False,False
MonS NZDUSD,MonS,NZDUSD,25,48,52,0.4427167486432566,0.09,4.2,-3.06,7,12,-3.4,False,False
Monx2 GBPCHF,Monx2,GBPCHF,25,48,52,0.4427167486432566,0.09,4.2,-1.9,9,12,3.41,False,False
FriSx2 USDCHF,FriSx2,USDCHF,25,48,52,0.4427167486432566,0.08,3.5,-2.51,5,12,-1.25,False,False
Tuex3 USDCAD,Tuex3,USDCAD,25,48,52,0.4427167486432566,0.08,3.4,-4.37,6,12,-2.05,False,False
Fri JP225,Fri,JP225,25,48,52,0.4427167486432566,0.08,3.1,-3.52,8,12,8.93,False,False
ThuSx3 EURGBP,ThuSx3,EURGBP,25,48,52,0.4427167486432566,0.08,3.8,-1.89,9,12,3.23,False,False
Wedx3 EURCAD,Wedx3,EURCAD,25,48,52,0.4427167486432566,0.08,3.4,-5.27,4,12,-4.23,False,False
Thux2 AUS200,Thux2,AUS200,25,48,52,0.4427167486432566,0.08,2.7,-6.41,5,12,-6.28,False,False
Wedx3 FR40,Wedx3,FR40,25,48,52,0.4427167486432566,0.07,0.9,-7.87,6,12,-8.45,False,False
TueSx3 EURGBP,TueSx3,EURGBP,25,48,52,0.4427167486432566,0.07,3.2,-2.95,5,12,-2.57,False,False
FriS USDCHF,FriS,USDCHF,25,48,52,0.4427167486432566,0.06,2.5,-2.1,4,12,-1.7,False,False
Thux3 EURAUD,Thux3,EURAUD,25,48,52,0.4427167486432566,0.05,1.6,-5.96,4,12,-3.47,False,False
TueS GBPCHF,TueS,GBPCHF,25,48,52,0.4427167486432566,0.05,2.2,-1.56,7,12,3.21,False,False
TOM EURUSD,TOM,EURUSD,25,48,52,0.4427167486432566,0.04,1.5,-2.55,4,11,-3.18,False,False
FriSx2 XAUUSD,FriSx2,XAUUSD,25,48,52,0.4427167486432566,0.04,0.1,-6.45,7,12,5.19,False,False
Wedx2 AUDNZD,Wedx2,AUDNZD,25,48,52,0.4427167486432566,0.04,1.8,-2.09,7,12,-0.48,False,False
Wed EURAUD,Wed,EURAUD,25,48,52,0.4427167486432566,0.03,1.2,-2.49,3,12,-3.58,False,False
Wedx2 GBPCAD,Wedx2,GBPCAD,25,48,52,0.4427167486432566,0.03,1.0,-2.22,4,12,-1.71,False,False
Wedx2 EURGBP,Wedx2,EURGBP,25,48,52,0.4427167486432566,0.02,0.7,-2.44,6,12,-0.98,False,False
Wed AUDNZD,Wed,AUDNZD,25,48,52,0.4427167486432566,0.02,0.8,-1.57,5,12,0.79,False,False
FriSx3 AUDNZD,FriSx3,AUDNZD,25,48,52,0.4427167486432566,0.02,0.7,-2.26,3,12,-6.86,False,False
TueSx3 NZDCAD,TueSx3,NZDCAD,25,48,52,0.4427167486432566,0.02,0.1,-5.16,8,12,4.53,False,False
Wedx3 USDJPY,Wedx3,USDJPY,25,48,52,0.4427167486432566,0.01,-1.7,-8.5,9,12,1.77,False,False
Tue FR40,Tue,FR40,25,48,52,0.4427167486432566,0.01,-0.6,-7.28,8,12,8.04,False,False
FriS GBPJPY,FriS,GBPJPY,25,48,52,0.4427167486432566,0.0,-0.5,-2.88,7,12,-0.43,False,False
Tue EURAUD,Tue,EURAUD,25,48,52,0.4427167486432566,-0.0,-0.5,-2.74,5,12,-3.45,False,False
FriSx2 AUDNZD,FriSx2,AUDNZD,25,48,52,0.4427167486432566,0.0,0.0,-1.71,4,12,-1.89,False,False
FriSx3 US2000,FriSx3,US2000,25,48,52,0.4427167486432566,0.0,-3.5,-7.0,4,12,-16.59,False,False
Tuex2 GBPUSD,Tuex2,GBPUSD,25,48,52,0.4427167486432566,-0.01,-0.8,-2.8,5,12,-2.26,False,False
Wed AUDUSD,Wed,AUDUSD,25,48,52,0.4427167486432566,-0.01,-1.1,-2.77,8,12,-0.46,False,False
Tue AUDJPY,Tue,AUDJPY,25,48,52,0.4427167486432566,-0.01,-1.0,-3.77,9,12,5.73,False,False
ThuSx3 AUS200,ThuSx3,AUS200,25,48,52,0.4427167486432566,-0.01,-1.9,-4.21,6,12,6.12,False,False
WedS GBPUSD,WedS,GBPUSD,25,48,52,0.4427167486432566,-0.02,-0.9,-1.83,8,12,0.67,False,False
WedSx2 GBPUSD,WedSx2,GBPUSD,25,48,52,0.4427167486432566,-0.02,-1.4,-3.41,8,12,2.94,False,False
TueSx2 AUDJPY,TueSx2,AUDJPY,25,48,52,0.4427167486432566,-0.02,-2.1,-5.0,2,12,-9.09,False,False
Tuex2 US30,Tuex2,US30,25,48,52,0.4427167486432566,-0.02,-2.5,-4.61,6,12,5.98,False,False
Wedx2 EURAUD,Wedx2,EURAUD,25,48,52,0.4427167486432566,-0.03,-1.9,-4.01,7,12,-1.51,False,False
Thux3 EURCAD,Thux3,EURCAD,25,48,52,0.4427167486432566,-0.03,-2.1,-4.84,8,12,-0.45,False,False
Thu USDCAD,Thu,USDCAD,25,48,52,0.4427167486432566,-0.04,-2.0,-2.36,6,12,-0.07,False,False
FriS CADJPY,FriS,CADJPY,25,48,52,0.4427167486432566,-0.04,-2.3,-3.51,6,12,-2.07,False,False
TueSx3 US30,TueSx3,US30,25,48,52,0.4427167486432566,-0.04,-4.3,-5.17,7,12,-3.44,False,False
TOMS XAGUSD,TOMS,XAGUSD,25,48,52,0.4427167486432566,-0.04,-6.8,-11.43,4,11,-16.37,False,False
Tue USDCHF,Tue,USDCHF,25,48,52,0.4427167486432566,-0.06,-3.1,-2.31,6,12,-2.1,False,False
Tue GBPUSD,Tue,GBPUSD,25,48,52,0.4427167486432566,-0.07,-3.4,-3.09,5,12,-1.99,False,False
Tuex3 AUDUSD,Tuex3,AUDUSD,25,48,52,0.4427167486432566,-0.07,-4.5,-5.74,5,12,2.6,False,False
Wed USDCAD,Wed,USDCAD,25,48,52,0.4427167486432566,-0.08,-3.9,-2.42,4,12,-0.22,False,False
Wed GBPAUD,Wed,GBPAUD,25,48,52,0.4427167486432566,-0.08,-4.0,-2.8,4,12,-1.68,False,False
TOM NZDJPY,TOM,NZDJPY,25,48,52,0.4427167486432566,-0.09,-4.6,-4.08,3,11,-6.37,False,False
ThuSx2 EURAUD,ThuSx2,EURAUD,25,48,52,0.4427167486432566,-0.09,-4.9,-5.55,6,12,-1.63,False,False
Tue US30,Tue,US30,25,48,52,0.4427167486432566,-0.09,-4.7,-4.38,7,12,5.28,False,False
Thux2 EURCAD,Thux2,EURCAD,25,48,52,0.4427167486432566,-0.1,-4.9,-5.28,5,12,-2.64,False,False
Thux2 EURJPY,Thux2,EURJPY,25,48,52,0.4427167486432566,-0.11,-5.8,-4.36,5,12,-3.63,False,False
Frix2 GBPCHF,Frix2,GBPCHF,25,48,52,0.4427167486432566,-0.11,-5.3,-2.31,10,12,5.32,False,False
ThuSx3 NZDJPY,ThuSx3,NZDJPY,25,48,52,0.4427167486432566,-0.12,-6.7,-5.3,7,12,-1.42,False,False
Tuex2 AUDUSD,Tuex2,AUDUSD,25,48,52,0.4427167486432566,-0.14,-7.2,-4.49,8,12,4.73,False,False
Thux3 AUDCAD,Thux3,AUDCAD,25,48,52,0.4427167486432566,-0.15,-7.5,-3.89,7,12,1.82,False,False
MonS US2000,MonS,US2000,25,48,52,0.4427167486432566,-0.15,-7.9,-6.25,5,11,-2.68,False,False
MonSx2 GBPUSD,MonSx2,GBPUSD,25,48,52,0.4427167486432566,-0.16,-7.6,-3.04,6,12,-4.54,False,False
TOM USDCHF,TOM,USDCHF,25,48,52,0.4427167486432566,-0.16,-7.5,-3.55,7,11,2.29,False,False
Thu FR40,Thu,FR40,25,48,52,0.4427167486432566,-0.16,-8.3,-6.75,5,12,-3.99,False,False
TueSx2 US2000,TueSx2,US2000,25,48,52,0.4427167486432566,-0.17,-11.1,-7.85,4,12,-12.99,False,False
Frix3 EUSTX50,Frix3,EUSTX50,25,48,52,0.4427167486432566,-0.17,-9.8,-6.04,6,12,-1.19,False,False
TOM CADJPY,TOM,CADJPY,25,48,52,0.4427167486432566,-0.18,-8.7,-4.91,2,11,-5.49,False,False
Wedx2 GBPJPY,Wedx2,GBPJPY,25,48,52,0.4427167486432566,-0.2,-10.2,-6.12,4,12,-3.42,False,False
Fri AUDJPY,Fri,AUDJPY,25,48,52,0.4427167486432566,-0.21,-10.1,-4.48,5,12,-0.04,False,False
Tuex3 CADJPY,Tuex3,CADJPY,25,48,52,0.4427167486432566,-0.23,-11.5,-7.17,6,12,1.75,False,False
Thux2 GER40,Thux2,GER40,25,48,52,0.4427167486432566,-0.27,-15.2,-12.69,6,12,-7.19,False,False
Fri NAS100,Fri,NAS100,25,48,52,0.4427167486432566,-0.34,-16.8,-7.88,7,12,4.84,False,False
Thux3 HK50,Thux3,HK50,25,48,52,0.4427167486432566,-0.37,-23.4,-17.36,4,12,-10.85,False,False
Thux2 FR40,Thux2,FR40,25,48,52,0.4427167486432566,-0.44,-21.7,-11.51,4,12,-14.67,False,False
MonSx2 US2000,MonSx2,US2000,25,48,52,0.4427167486432566,-0.73,-31.3,-8.56,4,11,-16.86,False,False
WedS ETHUSD,WedS,ETHUSD,25,48,52,0.4427167486432566,-1.32,-55.8,-21.69,5,12,-14.47,False,False
ThuSx3 NATGAS,ThuSx3,NATGAS,24,48,50,0.5572832513567434,1.67,10.1,-33.59,7,12,-5.39,False,False
Wed BTCUSD,Wed,BTCUSD,24,48,50,0.5572832513567434,1.09,49.3,-12.03,4,12,-2.88,False,False
Wedx3 ETHUSD,Wedx3,ETHUSD,24,48,50,0.5572832513567434,1.01,-10.7,-32.38,4,12,-51.26,False,False
Fri WTI,Fri,WTI,24,48,50,0.5572832513567434,0.93,44.6,-13.89,5,12,42.39,False,False
Thux2 JP225,Thux2,JP225,24,48,50,0.5572832513567434,0.61,30.0,-5.94,6,12,8.8,False,False
Monx3 HK50,Monx3,HK50,24,48,50,0.5572832513567434,0.48,18.7,-13.12,7,12,14.75,False,False
Wed GER40,Wed,GER40,24,48,50,0.5572832513567434,0.44,21.9,-4.74,4,12,-5.88,False,False
Tuex3 JP225,Tuex3,JP225,24,48,50,0.5572832513567434,0.44,17.3,-9.13,7,12,6.56,False,False
FriS FR40,FriS,FR40,24,48,50,0.5572832513567434,0.44,22.1,-3.44,8,12,11.52,False,False
FriSx2 FR40,FriSx2,FR40,24,48,50,0.5572832513567434,0.38,17.9,-4.83,8,12,9.13,False,False
MonSx2 WTI,MonSx2,WTI,24,48,50,0.5572832513567434,0.38,12.0,-9.87,5,11,30.67,False,False
MonSx2 AUDUSD,MonSx2,AUDUSD,24,48,50,0.5572832513567434,0.36,17.3,-2.7,4,12,-10.61,False,False
Wed FR40,Wed,FR40,24,48,50,0.5572832513567434,0.36,17.4,-4.56,6,12,3.86,False,False
ThuSx3 AUDCHF,ThuSx3,AUDCHF,24,48,50,0.5572832513567434,0.35,17.4,-2.59,7,12,-1.12,False,False
WedSx3 US2000,WedSx3,US2000,24,48,50,0.5572832513567434,0.33,11.4,-7.53,7,12,0.79,False,False
MonSx3 JP225,MonSx3,JP225,24,48,50,0.5572832513567434,0.32,14.2,-6.31,3,12,-17.46,False,False
WedSx2 USDJPY,WedSx2,USDJPY,24,48,50,0.5572832513567434,0.29,13.4,-4.65,5,12,1.07,False,False
Thux2 XAGUSD,Thux2,XAGUSD,24,48,50,0.5572832513567434,0.29,6.6,-14.2,6,12,-38.24,False,False
WedSx3 AUDJPY,WedSx3,AUDJPY,24,48,50,0.5572832513567434,0.25,10.7,-8.08,5,12,2.44,False,False
ThuS UK100,ThuS,UK100,24,48,50,0.5572832513567434,0.21,9.6,-4.01,5,12,7.44,False,False
Monx3 AUS200,Monx3,AUS200,24,48,50,0.5572832513567434,0.18,7.7,-4.35,4,12,-2.21,False,False
FriS EUSTX50,FriS,EUSTX50,24,48,50,0.5572832513567434,0.18,8.1,-3.43,5,12,8.05,False,False
ThuSx2 GBPJPY,ThuSx2,GBPJPY,24,48,50,0.5572832513567434,0.17,7.8,-5.22,8,12,4.46,False,False
WedSx3 CADJPY,WedSx3,CADJPY,24,48,50,0.5572832513567434,0.17,6.6,-5.77,5,12,0.43,False,False
Frix3 NATGAS,Frix3,NATGAS,24,48,50,0.5572832513567434,0.17,-37.4,-38.95,6,12,26.41,False,False
WedSx2 BTCUSD,WedSx2,BTCUSD,24,48,50,0.5572832513567434,0.16,-9.4,-22.69,8,12,30.26,False,False
ThuSx3 GBPUSD,ThuSx3,GBPUSD,24,48,50,0.5572832513567434,0.15,6.8,-5.24,5,12,-1.1,False,False
FriSx2 BTCUSD,FriSx2,BTCUSD,24,48,50,0.5572832513567434,0.15,-4.6,-18.54,8,12,10.06,False,False
ThuS US2000,ThuS,US2000,24,48,50,0.5572832513567434,0.15,5.5,-6.32,6,12,1.58,False,False
WedSx2 AUDJPY,WedSx2,AUDJPY,24,48,50,0.5572832513567434,0.14,5.7,-6.0,6,12,2.62,False,False
Monx3 AUDNZD,Monx3,AUDNZD,24,48,50,0.5572832513567434,0.14,6.6,-4.06,8,12,8.78,False,False
WedS AUS200,WedS,AUS200,24,48,50,0.5572832513567434,0.14,6.1,-4.67,6,12,-5.71,False,False
MonSx2 USDCHF,MonSx2,USDCHF,24,48,50,0.5572832513567434,0.13,6.1,-2.35,6,12,2.13,False,False
ThuSx2 CADJPY,ThuSx2,CADJPY,24,48,50,0.5572832513567434,0.13,5.1,-5.16,7,12,1.7,False,False
WedS NZDUSD,WedS,NZDUSD,24,48,50,0.5572832513567434,0.12,5.3,-2.8,6,12,2.19,False,False
FriSx2 EURCHF,FriSx2,EURCHF,24,48,50,0.5572832513567434,0.12,5.9,-2.05,6,12,0.21,False,False
ThuSx2 USDCHF,ThuSx2,USDCHF,24,48,50,0.5572832513567434,0.1,4.3,-3.45,5,12,-0.18,False,False
ThuSx3 USDCHF,ThuSx3,USDCHF,24,48,50,0.5572832513567434,0.1,4.2,-2.78,7,12,0.49,False,False
MonSx3 GBPCHF,MonSx3,GBPCHF,24,48,50,0.5572832513567434,0.1,4.4,-1.9,4,12,-5.2,False,False
FriSx3 GBPCHF,FriSx3,GBPCHF,24,48,50,0.5572832513567434,0.1,4.5,-2.27,4,12,-2.95,False,False
Monx3 AUDCAD,Monx3,AUDCAD,24,48,50,0.5572832513567434,0.1,4.2,-2.78,9,12,11.11,False,False
Wedx2 CHFJPY,Wedx2,CHFJPY,24,48,50,0.5572832513567434,0.09,3.5,-3.53,5,12,-2.02,False,False
Monx2 UK100,Monx2,UK100,24,48,50,0.5572832513567434,0.09,3.9,-2.55,8,12,5.87,False,False
Thux3 UK100,Thux3,UK100,24,48,50,0.5572832513567434,0.09,3.1,-6.05,6,12,-5.47,False,False
FriSx3 GBPUSD,FriSx3,GBPUSD,24,48,50,0.5572832513567434,0.08,2.7,-5.4,5,12,-1.96,False,False
TueSx2 NZDCAD,TueSx2,NZDCAD,24,48,50,0.5572832513567434,0.08,3.2,-4.29,8,12,4.44,False,False
WedS US30,WedS,US30,24,48,50,0.5572832513567434,0.08,3.2,-4.96,5,12,0.34,False,False
Thux2 USDJPY,Thux2,USDJPY,24,48,50,0.5572832513567434,0.07,2.3,-4.63,6,12,0.07,False,False
Monx2 EUSTX50,Monx2,EUSTX50,24,48,50,0.5572832513567434,0.07,1.5,-5.75,7,12,9.97,False,False
Frix2 UK100,Frix2,UK100,24,48,50,0.5572832513567434,0.06,1.6,-6.58,5,12,-1.56,False,False
MonS FR40,MonS,FR40,24,48,50,0.5572832513567434,0.06,1.6,-7.18,9,12,2.09,False,False
ThuS AUDNZD,ThuS,AUDNZD,24,48,50,0.5572832513567434,0.05,2.4,-1.27,8,12,2.52,False,False
Wedx3 US30,Wedx3,US30,24,48,50,0.5572832513567434,0.05,0.0,-6.64,7,12,1.01,False,False
TueS HK50,TueS,HK50,24,48,50,0.5572832513567434,0.05,-0.5,-7.91,8,12,7.54,False,False
WedSx2 AUS200,WedSx2,AUS200,24,48,50,0.5572832513567434,0.05,0.7,-6.33,6,12,-3.48,False,False
TOM EURGBP,TOM,EURGBP,24,48,50,0.5572832513567434,0.04,1.6,-2.63,4,11,-1.59,False,False
Tuex2 GBPAUD,Tuex2,GBPAUD,24,48,50,0.5572832513567434,0.04,1.6,-2.87,2,12,-7.99,False,False
Frix3 AUS200,Frix3,AUS200,24,48,50,0.5572832513567434,0.04,0.6,-4.08,4,12,-7.97,False,False
MonSx2 EURAUD,MonSx2,EURAUD,24,48,50,0.5572832513567434,0.03,0.9,-3.85,9,12,8.46,False,False
ThuS HK50,ThuS,HK50,24,48,50,0.5572832513567434,0.03,-2.0,-7.66,7,12,17.1,False,False
TOM EUSTX50,TOM,EUSTX50,24,48,50,0.5572832513567434,0.03,0.1,-5.15,7,11,10.16,False,False
TOMS GBPUSD,TOMS,GBPUSD,24,48,50,0.5572832513567434,0.02,0.4,-4.79,6,11,1.74,False,False
TOMS USDCAD,TOMS,USDCAD,24,48,50,0.5572832513567434,0.02,1.0,-1.79,5,11,-1.66,False,False
Tue XAUUSD,Tue,XAUUSD,24,48,50,0.5572832513567434,0.02,-0.0,-4.24,6,12,12.32,False,False
Wedx2 BTCUSD,Wedx2,BTCUSD,24,48,50,0.5572832513567434,0.02,-15.2,-17.11,4,12,-29.98,False,False
FriSx2 EURCAD,FriSx2,EURCAD,24,48,50,0.5572832513567434,0.02,0.9,-2.33,7,12,1.3,False,False
WedSx3 GBPAUD,WedSx3,GBPAUD,24,48,50,0.5572832513567434,0.02,0.1,-4.43,6,12,0.33,False,False
Thux3 AUDNZD,Thux3,AUDNZD,24,48,50,0.5572832513567434,0.02,1.0,-2.26,6,12,0.07,False,False
ThuS AUS200,ThuS,AUS200,24,48,50,0.5572832513567434,0.02,0.2,-4.81,6,12,3.99,False,False
Tuex2 EURUSD,Tuex2,EURUSD,24,48,50,0.5572832513567434,0.01,-0.1,-3.37,6,12,-0.53,False,False
MonSx3 USDCAD,MonSx3,USDCAD,24,48,50,0.5572832513567434,0.01,0.3,-2.89,7,12,2.36,False,False
FriS XAUUSD,FriS,XAUUSD,24,48,50,0.5572832513567434,0.01,-0.2,-3.94,9,12,5.8,False,False
Wed GBPCAD,Wed,GBPCAD,24,48,50,0.5572832513567434,0.01,0.2,-1.87,4,12,-0.35,False,False
Wed AUDCAD,Wed,AUDCAD,24,48,50,0.5572832513567434,0.01,0.2,-1.89,6,12,0.41,False,False
Tuex3 EURUSD,Tuex3,EURUSD,24,48,50,0.5572832513567434,0.0,-0.6,-3.05,6,12,-0.72,False,False
Monx2 USDCAD,Monx2,USDCAD,24,48,50,0.5572832513567434,-0.0,-0.3,-2.75,5,12,-2.79,False,False
MonSx2 USDCAD,MonSx2,USDCAD,24,48,50,0.5572832513567434,-0.0,-0.3,-2.9,7,12,2.8,False,False
TOM GBPAUD,TOM,GBPAUD,24,48,50,0.5572832513567434,0.0,-0.1,-2.58,3,11,-4.06,False,False
TOMS GBPAUD,TOMS,GBPAUD,24,48,50,0.5572832513567434,-0.0,-0.5,-4.64,8,11,4.19,False,False
TueSx2 EURUSD,TueSx2,EURUSD,24,48,50,0.5572832513567434,-0.01,-1.0,-3.01,6,12,0.41,False,False
TueSx3 EURUSD,TueSx3,EURUSD,24,48,50,0.5572832513567434,-0.01,-1.1,-4.44,6,12,0.53,False,False
TueS XAUUSD,TueS,XAUUSD,24,48,50,0.5572832513567434,-0.01,-1.5,-5.67,6,12,-12.88,False,False
Frix2 GBPCAD,Frix2,GBPCAD,24,48,50,0.5572832513567434,-0.01,-0.9,-3.18,5,12,4.16,False,False
WedS AUDCAD,WedS,AUDCAD,24,48,50,0.5572832513567434,-0.01,-0.6,-1.9,6,12,-0.47,False,False
FriS US30,FriS,US30,24,48,50,0.5572832513567434,-0.01,-1.1,-3.22,6,12,-1.3,False,False
Thu HK50,Thu,HK50,24,48,50,0.5572832513567434,-0.01,-3.7,-10.02,5,12,-15.07,False,False
TOM GBPUSD,TOM,GBPUSD,24,48,50,0.5572832513567434,-0.02,-1.2,-3.45,5,11,-1.79,False,False
Monx3 USDCAD,Monx3,USDCAD,24,48,50,0.5572832513567434,-0.02,-1.1,-2.08,5,12,-2.41,False,False
TOM USDCAD,TOM,USDCAD,24,48,50,0.5572832513567434,-0.02,-1.3,-1.6,6,11,1.65,False,False
TueS US500,TueS,US500,24,48,50,0.5572832513567434,-0.02,-1.5,-3.12,3,12,-9.81,False,False
Fri XAUUSD,Fri,XAUUSD,24,48,50,0.5572832513567434,-0.02,-1.9,-4.17,3,12,-8.37,False,False
Thu AUS200,Thu,AUS200,24,48,50,0.5572832513567434,-0.02,-1.5,-4.25,6,12,-4.06,False,False
Monx2 EURAUD,Monx2,EURAUD,24,48,50,0.5572832513567434,-0.03,-1.8,-3.66,3,12,-7.91,False,False
Frix2 EURCAD,Frix2,EURCAD,24,48,50,0.5572832513567434,-0.03,-1.5,-2.18,5,12,-1.34,False,False
ThuSx3 AUDNZD,ThuSx3,AUDNZD,24,48,50,0.5572832513567434,-0.03,-1.4,-1.89,6,12,-0.16,False,False
Wedx2 AUS200,Wedx2,AUS200,24,48,50,0.5572832513567434,-0.03,-3.2,-6.85,6,12,3.08,False,False
TOMS EUSTX50,TOMS,EUSTX50,24,48,50,0.5572832513567434,-0.03,-2.5,-4.08,4,11,-9.93,False,False
TOMS EURGBP,TOMS,EURGBP,24,48,50,0.5572832513567434,-0.04,-1.9,-2.16,7,11,1.6,False,False
TueSx2 GBPAUD,TueSx2,GBPAUD,24,48,50,0.5572832513567434,-0.04,-2.4,-2.99,10,12,8.53,False,False
MonSx2 AUDNZD,MonSx2,AUDNZD,24,48,50,0.5572832513567434,-0.04,-2.3,-1.72,1,12,-6.27,False,False
Tue HK50,Tue,HK50,24,48,50,0.5572832513567434,-0.04,-4.7,-11.18,4,12,-7.5,False,False
Thu AUDNZD,Thu,AUDNZD,24,48,50,0.5572832513567434,-0.05,-2.5,-1.3,4,12,-2.48,False,False
Wedx2 USDCAD,Wedx2,USDCAD,24,48,50,0.5572832513567434,-0.06,-3.0,-4.27,6,12,0.58,False,False
Tuex2 NZDCAD,Tuex2,NZDCAD,24,48,50,0.5572832513567434,-0.07,-4.0,-3.53,4,12,-4.41,False,False
FriSx3 AUS200,FriSx3,AUS200,24,48,50,0.5572832513567434,-0.07,-4.4,-4.92,8,12,7.96,False,False
Frix3 GBPUSD,Frix3,GBPUSD,24,48,50,0.5572832513567434,-0.08,-4.5,-5.1,7,12,1.82,False,False
FriSx2 UK100,FriSx2,UK100,24,48,50,0.5572832513567434,-0.09,-5.1,-4.74,7,12,1.29,False,False
MonSx3 AUDCAD,MonSx3,AUDCAD,24,48,50,0.5572832513567434,-0.09,-4.9,-2.97,3,12,-10.18,False,False
WedSx3 US30,WedSx3,US30,24,48,50,0.5572832513567434,-0.09,-6.6,-6.34,5,12,-1.68,False,False
Fri UK100,Fri,UK100,24,48,50,0.5572832513567434,-0.1,-5.3,-4.38,6,12,-2.33,False,False
Monx3 GBPCHF,Monx3,GBPCHF,24,48,50,0.5572832513567434,-0.1,-5.1,-2.8,8,12,5.35,False,False
Thux3 USDCHF,Thux3,USDCHF,24,48,50,0.5572832513567434,-0.11,-6.0,-5.71,5,12,-0.75,False,False
