cell,family,symbol,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
WedS EURCAD,WedS,EURCAD,20,48,42,0.9032936735690313,-0.12,-5.7,-1.58,7,12,2.38,False,False
FriSx2 EURAUD,FriSx2,EURAUD,20,48,42,0.9032936735690313,-0.13,-6.6,-3.32,9,12,6.54,False,False
TOMS AUS200,TOMS,AUS200,20,48,42,0.9032936735690313,-0.13,-6.7,-5.0,7,11,-0.39,False,False
MonSx3 EURUSD,MonSx3,EURUSD,20,48,42,0.9032936735690313,-0.14,-7.3,-4.0,4,12,-1.99,False,False
Monx3 NZDUSD,Monx3,NZDUSD,20,48,42,0.9032936735690313,-0.14,-7.5,-5.19,7,12,2.34,False,False
WedSx2 EURCAD,WedSx2,EURCAD,20,48,42,0.9032936735690313,-0.14,-6.9,-2.75,4,12,1.55,False,False
TueSx3 GBPCAD,TueSx3,GBPCAD,20,48,42,0.9032936735690313,-0.14,-6.9,-3.14,7,12,5.71,False,False
Fri AUDNZD,Fri,AUDNZD,20,48,42,0.9032936735690313,-0.14,-6.7,-1.26,6,12,-0.24,False,False
TOM AUDNZD,TOM,AUDNZD,20,48,42,0.9032936735690313,-0.14,-6.5,-1.79,7,11,4.91,False,False
FriS CHFJPY,FriS,CHFJPY,20,48,42,0.9032936735690313,-0.16,-7.6,-2.67,7,12,-0.39,False,False
Wedx3 HK50,Wedx3,HK50,20,48,42,0.9032936735690313,-0.17,-13.0,-10.64,3,12,-19.5,False,False
TueSx2 EURJPY,TueSx2,EURJPY,20,48,42,0.9032936735690313,-0.18,-9.1,-4.36,3,12,-3.73,False,False
Tuex2 NZDUSD,Tuex2,NZDUSD,20,48,42,0.9032936735690313,-0.2,-10.1,-5.34,6,12,-2.68,False,False
Fri EURCHF,Fri,EURCHF,20,48,42,0.9032936735690313,-0.21,-9.9,-2.58,5,12,-2.4,False,False
Thu GBPCHF,Thu,GBPCHF,20,48,42,0.9032936735690313,-0.21,-9.8,-3.75,3,12,-4.25,False,False
Tuex2 EURCHF,Tuex2,EURCHF,20,48,42,0.9032936735690313,-0.22,-10.4,-2.89,8,12,0.25,False,False
TueS AUS200,TueS,AUS200,20,48,42,0.9032936735690313,-0.22,-10.7,-4.65,4,12,-2.09,False,False
TueSx3 NAS100,TueSx3,NAS100,20,48,42,0.9032936735690313,-0.23,-15.6,-12.89,5,12,-4.39,False,False
ThuSx3 AUDJPY,ThuSx3,AUDJPY,20,48,42,0.9032936735690313,-0.24,-12.3,-5.75,5,12,-2.34,False,False
Frix3 AUDCAD,Frix3,AUDCAD,20,48,42,0.9032936735690313,-0.24,-11.3,-4.14,8,12,6.92,False,False
Wed GBPCHF,Wed,GBPCHF,20,48,42,0.9032936735690313,-0.25,-11.6,-2.13,8,12,1.27,False,False
Thu NZDJPY,Thu,NZDJPY,20,48,42,0.9032936735690313,-0.26,-12.1,-2.78,5,12,-4.61,False,False
TueSx3 US500,TueSx3,US500,20,48,42,0.9032936735690313,-0.26,-14.5,-8.27,5,12,-3.8,False,False
FriSx2 NZDJPY,FriSx2,NZDJPY,20,48,42,0.9032936735690313,-0.27,-12.8,-3.73,5,12,-4.59,False,False
MonSx2 XAUUSD,MonSx2,XAUUSD,20,48,42,0.9032936735690313,-0.27,-13.3,-6.49,4,11,-12.48,False,False
Fri GBPCHF,Fri,GBPCHF,20,48,42,0.9032936735690313,-0.27,-12.6,-3.25,6,12,-0.95,False,False
FriSx3 US30,FriSx3,US30,20,48,42,0.9032936735690313,-0.29,-14.7,-5.11,4,12,-12.89,False,False
Thux2 NZDCAD,Thux2,NZDCAD,20,48,42,0.9032936735690313,-0.3,-13.8,-3.37,4,12,-3.83,False,False
Wedx2 NZDJPY,Wedx2,NZDJPY,20,48,42,0.9032936735690313,-0.31,-14.8,-7.24,6,12,-3.25,False,False
Wedx3 NZDCAD,Wedx3,NZDCAD,20,48,42,0.9032936735690313,-0.32,-14.7,-4.86,4,12,-3.68,False,False
FriSx2 AUDJPY,FriSx2,AUDJPY,20,48,42,0.9032936735690313,-0.33,-15.5,-4.11,5,12,-7.33,False,False
Thux2 NZDJPY,Thux2,NZDJPY,20,48,42,0.9032936735690313,-0.34,-16.1,-4.26,6,12,-4.94,False,False
Frix2 AUS200,Frix2,AUS200,20,48,42,0.9032936735690313,-0.34,-16.1,-6.18,3,12,-9.72,False,False
WedSx2 GER40,WedSx2,GER40,20,48,42,0.9032936735690313,-0.35,-17.2,-6.58,7,12,6.3,False,False
MonS NZDJPY,MonS,NZDJPY,20,48,42,0.9032936735690313,-0.36,-16.2,-3.4,4,12,-3.43,False,False
Tuex2 AUDCHF,Tuex2,AUDCHF,20,48,42,0.9032936735690313,-0.36,-16.6,-4.56,9,12,5.62,False,False
Fri HK50,Fri,HK50,20,48,42,0.9032936735690313,-0.37,-18.6,-9.73,6,12,-10.13,False,False
FriSx3 NZDJPY,FriSx3,NZDJPY,20,48,42,0.9032936735690313,-0.39,-18.1,-4.37,5,12,-5.98,False,False
Frix2 NZDUSD,Frix2,NZDUSD,20,48,42,0.9032936735690313,-0.4,-18.4,-3.92,5,12,-0.08,False,False
MonSx3 NZDJPY,MonSx3,NZDJPY,20,48,42,0.9032936735690313,-0.4,-18.4,-6.05,5,12,-6.49,False,False
MonSx3 USDJPY,MonSx3,USDJPY,20,48,42,0.9032936735690313,-0.43,-19.3,-4.41,5,12,-3.05,False,False
Thux3 NZDUSD,Thux3,NZDUSD,20,48,42,0.9032936735690313,-0.43,-19.6,-6.27,5,12,-0.21,False,False
FriSx2 ETHUSD,FriSx2,ETHUSD,20,48,42,0.9032936735690313,-0.43,-29.3,-16.08,7,12,11.02,False,False
Frix3 AUDUSD,Frix3,AUDUSD,20,48,42,0.9032936735690313,-0.44,-20.1,-4.76,9,12,8.43,False,False
WedSx3 EUSTX50,WedSx3,EUSTX50,20,48,42,0.9032936735690313,-0.47,-22.4,-7.12,3,12,-1.37,False,False
FriSx2 CADJPY,FriSx2,CADJPY,20,48,42,0.9032936735690313,-0.48,-21.3,-5.04,5,12,-2.59,False,False
ThuS WTI,ThuS,WTI,20,48,42,0.9032936735690313,-0.48,-22.9,-8.02,5,12,-30.2,False,False
WedSx3 WTI,WedSx3,WTI,20,48,42,0.9032936735690313,-0.55,-32.6,-19.07,3,12,-64.34,False,False
FriSx2 USDJPY,FriSx2,USDJPY,20,48,42,0.9032936735690313,-0.56,-24.6,-5.52,4,12,-3.36,False,False
ThuSx3 US30,ThuSx3,US30,20,48,42,0.9032936735690313,-0.56,-25.5,-8.86,5,12,-0.64,False,False
MonSx3 XAUUSD,MonSx3,XAUUSD,20,48,42,0.9032936735690313,-0.6,-26.4,-6.1,3,11,-19.94,False,False
Fri ETHUSD,Fri,ETHUSD,20,48,42,0.9032936735690313,-0.7,-35.6,-15.43,5,12,-16.97,False,False
Fri NATGAS,Fri,NATGAS,20,48,42,0.9032936735690313,-0.85,-46.2,-16.1,6,12,20.88,False,False
ThuSx3 XAUUSD,ThuSx3,XAUUSD,20,48,42,0.9032936735690313,-0.87,-36.1,-8.9,5,12,3.6,False,False
Thu ETHUSD,Thu,ETHUSD,20,48,42,0.9032936735690313,-0.99,-47.8,-14.23,2,12,-53.38,False,False
MonSx3 GER40,MonSx3,GER40,20,48,42,0.9032936735690313,-1.17,-46.2,-17.46,5,12,-9.15,False,False
ThuSx3 WTI,ThuSx3,WTI,20,48,42,0.9032936735690313,-1.55,-56.6,-14.09,3,12,-39.71,False,False
Thu NATGAS,Thu,NATGAS,20,48,42,0.9032936735690313,-2.47,-74.4,-20.98,4,12,-20.8,False,False
TueSx3 USDJPY,TueSx3,USDJPY,19,48,40,0.9442985544694906,0.07,1.9,-4.9,4,12,-1.01,False,False
MonS HK50,MonS,HK50,19,48,40,0.9442985544694906,0.01,-1.3,-5.78,3,12,-13.73,False,False
TueS BTCUSD,TueS,BTCUSD,19,48,40,0.9442985544694906,-0.0,-8.7,-11.94,7,12,27.58,False,False
TueSx3 EURJPY,TueSx3,EURJPY,19,48,40,0.9442985544694906,-0.04,-2.9,-4.1,6,12,-1.07,False,False
FriS USDCAD,FriS,USDCAD,19,48,40,0.9442985544694906,-0.07,-3.4,-2.4,6,12,0.08,False,False
WedSx2 AUDCAD,WedSx2,AUDCAD,19,48,40,0.9442985544694906,-0.08,-4.2,-2.42,6,12,0.95,False,False
Thu EURGBP,Thu,EURGBP,19,48,40,0.9442985544694906,-0.1,-4.7,-1.78,7,12,1.29,False,False
Tue AUDNZD,Tue,AUDNZD,19,48,40,0.9442985544694906,-0.1,-4.7,-1.48,8,12,4.43,False,False
TOM EURCHF,TOM,EURCHF,19,48,40,0.9442985544694906,-0.11,-5.2,-2.38,7,11,-0.79,False,False
Thux2 AUDUSD,Thux2,AUDUSD,19,48,40,0.9442985544694906,-0.12,-7.2,-5.27,4,12,-6.59,False,False
TueSx2 GBPJPY,TueSx2,GBPJPY,19,48,40,0.9442985544694906,-0.14,-7.0,-3.18,6,12,-2.19,False,False
TueS CHFJPY,TueS,CHFJPY,19,48,40,0.9442985544694906,-0.14,-6.7,-2.22,4,12,-1.75,False,False
TOM EURJPY,TOM,EURJPY,19,48,40,0.9442985544694906,-0.16,-7.8,-5.13,3,11,-6.57,False,False
TOM GBPCHF,TOM,GBPCHF,19,48,40,0.9442985544694906,-0.16,-7.7,-4.09,6,11,0.66,False,False
Monx2 NZDUSD,Monx2,NZDUSD,19,48,40,0.9442985544694906,-0.17,-8.5,-6.12,5,12,3.43,False,False
TueS GBPJPY,TueS,GBPJPY,19,48,40,0.9442985544694906,-0.17,-8.3,-1.98,7,12,0.3,False,False
TOM AUDCHF,TOM,AUDCHF,19,48,40,0.9442985544694906,-0.18,-8.7,-4.1,9,11,4.47,False,False
Tue EURGBP,Tue,EURGBP,19,48,40,0.9442985544694906,-0.2,-9.2,-1.63,7,12,2.29,False,False
FriSx3 EURAUD,FriSx3,EURAUD,19,48,40,0.9442985544694906,-0.2,-9.8,-4.54,11,12,9.6,False,False
TOMS US30,TOMS,US30,19,48,40,0.9442985544694906,-0.22,-10.6,-4.75,3,11,-12.07,False,False
ThuSx3 GER40,ThuSx3,GER40,19,48,40,0.9442985544694906,-0.23,-13.1,-7.94,5,12,-4.11,False,False
Tue AUDCHF,Tue,AUDCHF,19,48,40,0.9442985544694906,-0.26,-11.9,-3.48,8,12,2.41,False,False
Wedx2 EURCHF,Wedx2,EURCHF,19,48,40,0.9442985544694906,-0.27,-12.3,-3.61,4,12,-2.33,False,False
Frix3 NZDCAD,Frix3,NZDCAD,19,48,40,0.9442985544694906,-0.28,-13.4,-4.73,4,12,-1.27,False,False
Fri GBPUSD,Fri,GBPUSD,19,48,40,0.9442985544694906,-0.3,-13.8,-4.34,4,12,-3.31,False,False
Wedx2 AUDCHF,Wedx2,AUDCHF,19,48,40,0.9442985544694906,-0.32,-14.9,-4.48,3,12,-2.21,False,False
ThuSx3 EURJPY,ThuSx3,EURJPY,19,48,40,0.9442985544694906,-0.33,-15.3,-4.73,5,12,0.29,False,False
FriSx3 GER40,FriSx3,GER40,19,48,40,0.9442985544694906,-0.34,-17.1,-7.26,5,12,-6.59,False,False
MonS CHFJPY,MonS,CHFJPY,19,48,40,0.9442985544694906,-0.36,-15.9,-2.59,5,12,0.9,False,False
Monx3 USDCHF,Monx3,USDCHF,19,48,40,0.9442985544694906,-0.38,-17.3,-3.04,7,12,-0.29,False,False
Wedx3 EURCHF,Wedx3,EURCHF,19,48,40,0.9442985544694906,-0.38,-17.0,-3.94,3,12,-3.52,False,False
Fri US2000,Fri,US2000,19,48,40,0.9442985544694906,-0.38,-17.5,-5.23,6,12,-2.99,False,False
Tuex3 AUDCHF,Tuex3,AUDCHF,19,48,40,0.9442985544694906,-0.42,-19.3,-5.75,6,12,2.1,False,False
Wedx2 USDCHF,Wedx2,USDCHF,19,48,40,0.9442985544694906,-0.45,-20.2,-6.13,6,12,-0.36,False,False
Wedx3 NZDUSD,Wedx3,NZDUSD,19,48,40,0.9442985544694906,-0.45,-20.6,-6.62,5,12,-6.03,False,False
Thux2 NZDUSD,Thux2,NZDUSD,19,48,40,0.9442985544694906,-0.46,-20.7,-5.43,4,12,-5.4,False,False
MonS US500,MonS,US500,19,48,40,0.9442985544694906,-0.49,-21.4,-6.05,6,11,-1.33,False,False
FriSx3 NAS100,FriSx3,NAS100,19,48,40,0.9442985544694906,-0.5,-24.7,-9.51,3,12,-24.11,False,False
Thux2 AUDCHF,Thux2,AUDCHF,19,48,40,0.9442985544694906,-0.52,-22.8,-7.41,5,12,-6.1,False,False
MonS NATGAS,MonS,NATGAS,19,48,40,0.9442985544694906,-0.55,-34.1,-16.16,7,11,56.07,False,False
FriSx2 NAS100,FriSx2,NAS100,19,48,40,0.9442985544694906,-0.57,-25.6,-7.33,5,12,-11.14,False,False
WedSx3 ETHUSD,WedSx3,ETHUSD,19,48,40,0.9442985544694906,-0.6,-59.9,-39.06,8,12,58.92,False,False
TOMS XAUUSD,TOMS,XAUUSD,19,48,40,0.9442985544694906,-0.65,-27.8,-5.58,4,11,-6.21,False,False
Tue WTI,Tue,WTI,19,48,40,0.9442985544694906,-0.69,-31.4,-14.0,5,12,-10.45,False,False
FriSx3 JP225,FriSx3,JP225,19,48,40,0.9442985544694906,-0.76,-32.5,-6.17,5,12,-26.13,False,False
TueSx3 EUSTX50,TueSx3,EUSTX50,19,48,40,0.9442985544694906,-0.77,-33.3,-6.29,6,12,-11.41,False,False
TOM WTI,TOM,WTI,19,48,40,0.9442985544694906,-0.99,-43.3,-12.24,7,11,33.56,False,False
ThuSx3 JP225,ThuSx3,JP225,19,48,40,0.9442985544694906,-1.08,-42.9,-9.61,3,12,-29.16,False,False
MonSx2 BTCUSD,MonSx2,BTCUSD,19,48,40,0.9442985544694906,-1.53,-59.3,-24.87,6,12,7.23,False,False
TueSx3 XAGUSD,TueSx3,XAGUSD,19,48,40,0.9442985544694906,-2.14,-67.2,-14.47,5,12,-44.96,False,False
FriSx2 HK50,FriSx2,HK50,18,48,38,0.9702683123731148,0.17,2.9,-7.16,5,12,-8.12,False,False
WedSx3 NAS100,WedSx3,NAS100,18,48,38,0.9702683123731148,-0.02,-7.9,-11.37,7,12,6.75,False,False
TOMS NAS100,TOMS,NAS100,18,48,38,0.9702683123731148,-0.03,-3.5,-5.96,4,11,-8.37,False,False
Thu EURCAD,Thu,EURCAD,18,48,38,0.9702683123731148,-0.05,-2.4,-1.81,5,12,0.45,False,False
TueS GER40,TueS,GER40,18,48,38,0.9702683123731148,-0.09,-5.4,-6.14,4,12,-10.72,False,False
TueSx2 EURCAD,TueSx2,EURCAD,18,48,38,0.9702683123731148,-0.12,-6.0,-2.15,9,12,2.69,False,False
Monx3 EURCHF,Monx3,EURCHF,18,48,38,0.9702683123731148,-0.15,-7.3,-2.66,7,12,2.73,False,False
TueSx3 EURCAD,TueSx3,EURCAD,18,48,38,0.9702683123731148,-0.16,-7.8,-2.52,9,12,1.91,False,False
Tue EURUSD,Tue,EURUSD,18,48,38,0.9702683123731148,-0.18,-8.6,-2.93,5,12,1.33,False,False
Frix3 EURUSD,Frix3,EURUSD,18,48,38,0.9702683123731148,-0.18,-8.8,-3.69,5,12,-0.22,False,False
TOM GBPJPY,TOM,GBPJPY,18,48,38,0.9702683123731148,-0.19,-9.2,-5.76,5,11,-5.28,False,False
Thu AUDCHF,Thu,AUDCHF,18,48,38,0.9702683123731148,-0.19,-9.0,-3.18,4,12,-5.7,False,False
Thu EURCHF,Thu,EURCHF,18,48,38,0.9702683123731148,-0.22,-9.9,-2.49,2,12,-2.19,False,False
Tue NZDUSD,Tue,NZDUSD,18,48,38,0.9702683123731148,-0.23,-10.9,-5.22,4,12,-1.65,False,False
Tuex2 GBPCHF,Tuex2,GBPCHF,18,48,38,0.9702683123731148,-0.23,-10.9,-3.01,5,12,-1.34,False,False
WedSx3 US500,WedSx3,US500,18,48,38,0.9702683123731148,-0.25,-14.2,-8.51,6,12,2.41,False,False
TueSx2 UK100,TueSx2,UK100,18,48,38,0.9702683123731148,-0.32,-15.3,-5.67,3,12,-13.01,False,False
Thux2 EURCHF,Thux2,EURCHF,18,48,38,0.9702683123731148,-0.32,-14.7,-4.29,3,12,-3.29,False,False
Frix2 AUDUSD,Frix2,AUDUSD,18,48,38,0.9702683123731148,-0.33,-15.3,-4.24,8,12,3.01,False,False
WedS NAS100,WedS,NAS100,18,48,38,0.9702683123731148,-0.34,-17.3,-8.99,6,12,3.97,False,False
MonS CADJPY,MonS,CADJPY,18,48,38,0.9702683123731148,-0.36,-16.1,-2.89,5,12,1.67,False,False
Tuex3 GBPCHF,Tuex3,GBPCHF,18,48,38,0.9702683123731148,-0.36,-16.2,-4.03,4,12,-4.5,False,False
FriSx2 US30,FriSx2,US30,18,48,38,0.9702683123731148,-0.38,-17.8,-5.67,4,12,-3.63,False,False
FriSx3 US500,FriSx3,US500,18,48,38,0.9702683123731148,-0.4,-19.4,-6.69,3,12,-17.44,False,False
TueSx2 XAUUSD,TueSx2,XAUUSD,18,48,38,0.9702683123731148,-0.43,-19.8,-4.59,3,12,-21.77,False,False
MonS AUDJPY,MonS,AUDJPY,18,48,38,0.9702683123731148,-0.45,-19.7,-2.55,3,12,-5.56,False,False
Frix3 NZDUSD,Frix3,NZDUSD,18,48,38,0.9702683123731148,-0.47,-21.7,-6.68,6,12,-0.06,False,False
MonSx2 US30,MonSx2,US30,18,48,38,0.9702683123731148,-0.47,-21.0,-5.88,2,11,-12.41,False,False
MonSx2 NZDJPY,MonSx2,NZDJPY,18,48,38,0.9702683123731148,-0.48,-21.0,-4.27,5,12,-4.86,False,False
MonSx3 AUDJPY,MonSx3,AUDJPY,18,48,38,0.9702683123731148,-0.55,-24.1,-5.96,2,12,-14.96,False,False
FriSx2 JP225,FriSx2,JP225,18,48,38,0.9702683123731148,-0.56,-25.2,-4.59,2,12,-26.86,False,False
TueSx3 FR40,TueSx3,FR40,18,48,38,0.9702683123731148,-0.6,-27.3,-6.73,5,12,-10.3,False,False
Wed WTI,Wed,WTI,18,48,38,0.9702683123731148,-1.12,-43.9,-9.93,8,12,11.24,False,False
Wedx2 NATGAS,Wedx2,NATGAS,18,48,38,0.9702683123731148,-1.13,-59.8,-25.0,5,12,-21.33,False,False
WedSx2 XAGUSD,WedSx2,XAGUSD,18,48,38,0.9702683123731148,-1.13,-45.0,-11.0,4,12,-1.43,False,False
MonSx2 NATGAS,MonSx2,NATGAS,18,48,38,0.9702683123731148,-1.21,-54.9,-19.77,5,11,34.47,False,False
MonSx3 XAGUSD,MonSx3,XAGUSD,18,48,38,0.9702683123731148,-1.45,-53.7,-11.08,2,11,-51.97,False,False
MonSx3 NATGAS,MonSx3,NATGAS,18,48,38,0.9702683123731148,-1.89,-73.2,-33.23,7,11,73.84,False,False
Monx3 EURGBP,Monx3,EURGBP,17,48,35,0.9853475266397353,-0.15,-7.2,-2.28,4,12,-3.64,False,False
Fri AUDUSD,Fri,AUDUSD,17,48,35,0.9853475266397353,-0.16,-8.7,-4.35,6,12,-3.99,False,False
MonSx2 GBPAUD,MonSx2,GBPAUD,17,48,35,0.9853475266397353,-0.16,-7.8,-2.49,9,12,7.58,False,False
Frix3 EURGBP,Frix3,EURGBP,17,48,35,0.9853475266397353,-0.17,-8.2,-2.41,3,12,-2.97,False,False
Fri EURUSD,Fri,EURUSD,17,48,35,0.9853475266397353,-0.2,-9.5,-3.28,2,12,-4.78,False,False
Wed AUDCHF,Wed,AUDCHF,17,48,35,0.9853475266397353,-0.27,-12.3,-2.43,7,12,1.39,False,False
Fri AUDCAD,Fri,AUDCAD,17,48,35,0.9853475266397353,-0.32,-14.4,-3.91,6,12,-3.2,False,False
Wed USDCHF,Wed,USDCHF,17,48,35,0.9853475266397353,-0.35,-15.6,-2.6,7,12,0.84,False,False
ThuSx3 GBPJPY,ThuSx3,GBPJPY,17,48,35,0.9853475266397353,-0.38,-17.2,-4.63,5,12,-2.06,False,False
MonSx3 CADJPY,MonSx3,CADJPY,17,48,35,0.9853475266397353,-0.38,-17.2,-3.98,4,12,-4.73,False,False
Thux2 GBPCHF,Thux2,GBPCHF,17,48,35,0.9853475266397353,-0.39,-17.5,-4.57,4,12,-4.23,False,False
FriSx3 AUDJPY,FriSx3,AUDJPY,17,48,35,0.9853475266397353,-0.41,-19.1,-3.98,2,12,-13.29,False,False
Tuex2 CADCHF,Tuex2,CADCHF,17,48,35,0.9853475266397353,-0.43,-19.3,-2.93,6,12,1.35,False,False
ThuSx3 CHFJPY,ThuSx3,CHFJPY,17,48,35,0.9853475266397353,-0.49,-21.5,-5.47,4,12,-0.07,False,False
Frix3 AUDCHF,Frix3,AUDCHF,17,48,35,0.9853475266397353,-0.49,-21.6,-6.6,9,12,9.58,False,False
FriSx2 EURJPY,FriSx2,EURJPY,17,48,35,0.9853475266397353,-0.5,-21.9,-4.26,5,12,-1.94,False,False
MonSx2 USDJPY,MonSx2,USDJPY,17,48,35,0.9853475266397353,-0.53,-22.8,-4.45,6,12,-0.43,False,False
FriSx3 CADJPY,FriSx3,CADJPY,17,48,35,0.9853475266397353,-0.57,-24.9,-5.98,4,12,-6.23,False,False
FriSx2 CHFJPY,FriSx2,CHFJPY,17,48,35,0.9853475266397353,-0.57,-24.4,-4.49,5,12,-1.35,False,False
MonSx3 US30,MonSx3,US30,17,48,35,0.9853475266397353,-0.64,-28.1,-6.92,4,11,-12.32,False,False
MonSx3 EUSTX50,MonSx3,EUSTX50,17,48,35,0.9853475266397353,-0.66,-29.2,-13.29,5,12,-15.17,False,False
FriSx3 USDJPY,FriSx3,USDJPY,17,48,35,0.9853475266397353,-0.76,-31.9,-6.5,5,12,-4.95,False,False
FriSx3 CHFJPY,FriSx3,CHFJPY,17,48,35,0.9853475266397353,-0.78,-31.9,-4.07,5,12,-3.55,False,False
MonS NAS100,MonS,NAS100,17,48,35,0.9853475266397353,-0.88,-35.6,-7.77,6,11,-0.16,False,False
ThuSx2 XAUUSD,ThuSx2,XAUUSD,17,48,35,0.9853475266397353,-0.94,-37.7,-7.65,6,12,6.48,False,False
MonSx2 NAS100,MonSx2,NAS100,17,48,35,0.9853475266397353,-1.14,-43.6,-9.73,4,11,-16.86,False,False
Thu BTCUSD,Thu,BTCUSD,17,48,35,0.9853475266397353,-1.46,-53.9,-13.55,3,12,-31.42,False,False
TueSx2 XAGUSD,TueSx2,XAGUSD,17,48,35,0.9853475266397353,-1.5,-53.8,-8.95,6,12,-38.45,False,False
ThuSx2 WTI,ThuSx2,WTI,17,48,35,0.9853475266397353,-1.94,-63.7,-13.87,5,12,-56.61,False,False
MonSx3 BTCUSD,MonSx3,BTCUSD,17,48,35,0.9853475266397353,-2.9,-82.9,-28.96,7,12,4.74,False,False
Thux3 EURCHF,Thux3,EURCHF,16,48,33,0.9933583592188775,-0.22,-10.4,-3.67,6,12,-1.24,False,False
Monx2 EURGBP,Monx2,EURGBP,16,48,33,0.9933583592188775,-0.28,-12.7,-2.61,6,12,-1.91,False,False
MonS USDJPY,MonS,USDJPY,16,48,33,0.9933583592188775,-0.32,-14.6,-2.82,5,12,1.15,False,False
Fri NZDCAD,Fri,NZDCAD,16,48,33,0.9933583592188775,-0.33,-15.0,-3.4,6,12,-3.78,False,False
Thux2 CADCHF,Thux2,CADCHF,16,48,33,0.9933583592188775,-0.34,-15.3,-4.52,4,12,-1.7,False,False
Frix2 AUDCHF,Frix2,AUDCHF,16,48,33,0.9933583592188775,-0.35,-15.9,-4.8,7,12,5.1,False,False
MonS EURJPY,MonS,EURJPY,16,48,33,0.9933583592188775,-0.38,-16.8,-2.68,4,12,-1.37,False,False
FriSx2 US500,FriSx2,US500,16,48,33,0.9933583592188775,-0.4,-18.4,-5.48,4,12,-7.37,False,False
MonSx2 CADJPY,MonSx2,CADJPY,16,48,33,0.9933583592188775,-0.45,-19.9,-3.33,4,12,-2.06,False,False
Wedx2 CADCHF,Wedx2,CADCHF,16,48,33,0.9933583592188775,-0.5,-21.7,-4.76,5,12,-2.19,False,False
Fri AUDCHF,Fri,AUDCHF,16,48,33,0.9933583592188775,-0.5,-21.7,-5.77,6,12,-1.73,False,False
MonSx2 CHFJPY,MonSx2,CHFJPY,16,48,33,0.9933583592188775,-0.57,-24.2,-3.3,5,12,-1.36,False,False
TueSx2 EUSTX50,TueSx2,EUSTX50,16,48,33,0.9933583592188775,-0.7,-30.2,-10.92,5,12,-12.39,False,False
MonSx2 US500,MonSx2,US500,16,48,33,0.9933583592188775,-0.72,-30.1,-5.78,3,11,-13.09,False,False
ThuS XAUUSD,ThuS,XAUUSD,16,48,33,0.9933583592188775,-0.83,-33.5,-4.88,7,12,0.68,False,False
TueSx2 ETHUSD,TueSx2,ETHUSD,16,48,33,0.9933583592188775,-1.17,-56.4,-20.91,6,12,8.85,False,False
WedSx2 XAUUSD,WedSx2,XAUUSD,16,48,33,0.9933583592188775,-1.25,-46.2,-8.65,4,12,-7.91,False,False
WedSx3 XAUUSD,WedSx3,XAUUSD,16,48,33,0.9933583592188775,-1.36,-49.5,-10.36,4,12,-4.02,False,False
TOMS US500,TOMS,US500,15,48,31,0.9972423992572494,-0.16,-8.4,-5.4,4,11,-8.41,False,False
Tue CADCHF,Tue,CADCHF,15,48,31,0.9972423992572494,-0.21,-9.5,-1.68,6,12,-0.25,False,False
Tuex3 EURCHF,Tuex3,EURCHF,15,48,31,0.9972423992572494,-0.34,-15.4,-3.53,4,12,-1.07,False,False
MonS GBPJPY,MonS,GBPJPY,15,48,31,0.9972423992572494,-0.5,-21.4,-2.77,2,12,-5.44,False,False
TueSx3 GER40,TueSx3,GER40,15,48,31,0.9972423992572494,-0.63,-28.8,-8.37,6,12,-5.36,False,False
MonSx2 GBPJPY,MonSx2,GBPJPY,15,48,31,0.9972423992572494,-0.71,-29.2,-3.21,3,12,-5.61,False,False
FriSx3 GBPJPY,FriSx3,GBPJPY,15,48,31,0.9972423992572494,-0.76,-31.4,-5.08,3,12,-7.3,False,False
MonSx3 US500,MonSx3,US500,15,48,31,0.9972423992572494,-1.17,-44.8,-9.91,4,11,-11.53,False,False
Wed CADCHF,Wed,CADCHF,14,48,29,0.9989559463330018,-0.37,-16.3,-2.55,6,12,-0.2,False,False
Fri NZDUSD,Fri,NZDUSD,14,48,29,0.9989559463330018,-0.45,-20.0,-3.83,5,12,-4.87,False,False
MonSx2 AUDJPY,MonSx2,AUDJPY,14,48,29,0.9989559463330018,-0.53,-22.7,-4.17,3,12,-11.64,False,False
Wedx3 CADCHF,Wedx3,CADCHF,14,48,29,0.9989559463330018,-0.56,-24.3,-5.98,7,12,-0.66,False,False
MonSx3 EURJPY,MonSx3,EURJPY,14,48,29,0.9989559463330018,-0.62,-26.4,-7.13,2,12,-5.57,False,False
MonSx3 CHFJPY,MonSx3,CHFJPY,14,48,29,0.9989559463330018,-0.73,-29.9,-4.87,5,12,-2.09,False,False
TueSx3 XAUUSD,TueSx3,XAUUSD,14,48,29,0.9989559463330018,-1.4,-49.9,-7.1,4,12,-20.57,False,False
Wedx3 GBPCHF,Wedx3,GBPCHF,13,48,27,0.9996413651633027,-0.55,-23.9,-4.4,7,12,-1.58,False,False
Tuex3 CADCHF,Tuex3,CADCHF,13,48,27,0.9996413651633027,-0.58,-24.9,-4.38,7,12,-0.53,False,False
FriSx3 EURJPY,FriSx3,EURJPY,13,48,27,0.9996413651633027,-0.66,-27.9,-4.28,3,12,-5.37,False,False
MonSx3 GBPJPY,MonSx3,GBPJPY,13,48,27,0.9996413651633027,-0.67,-27.9,-3.87,3,12,-7.96,False,False
