cell,family,symbol,h0,span,known,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
MonS AUDJPY 00-08UTC,MonS,AUDJPY,0,8,False,24,47,51,0.5,-0.01,-0.5,-1.43,5,11,-1.56,False,False
MonS GBPJPY 20-00UTC,MonS,GBPJPY,20,4,False,24,47,51,0.5,-0.01,-0.6,-1.44,7,11,0.61,False,False
Mon USDJPY 00-08UTC,Mon,USDJPY,0,8,False,24,47,51,0.5,-0.02,-1.2,-2.67,6,11,-2.61,False,False
Fri GBPJPY 16-20UTC,Fri,GBPJPY,16,4,False,24,47,51,0.5,-0.03,-1.6,-1.18,8,11,0.72,False,False
MonS GBPUSD 20-00UTC,MonS,GBPUSD,20,4,False,24,47,51,0.5,-0.03,-1.2,-1.17,9,11,1.56,False,False
Fri USDJPY 08-16UTC,Fri,USDJPY,8,8,False,24,47,51,0.5,-0.05,-2.8,-2.7,6,11,-1.68,False,False
Mon AUDUSD 00-08UTC,Mon,AUDUSD,0,8,False,24,47,51,0.5,-0.07,-3.3,-1.69,8,11,3.09,False,False
Fri GER40 08-12UTC,Fri,GER40,8,4,False,24,47,51,0.5,-0.19,-9.0,-3.33,5,11,-5.2,False,False
MonS US500 16-00UTC,MonS,US500,16,8,False,24,47,51,0.5,-0.2,-9.4,-5.11,6,11,-0.75,False,False
Wed GER40 08-16UTC,Wed,GER40,8,8,False,24,48,50,0.5572832513567434,0.22,10.5,-3.1,5,11,-1.57,False,False
WedS US500 20-00UTC,WedS,US500,20,4,False,24,48,50,0.5572832513567434,0.11,5.1,-1.48,8,11,2.42,False,False
ThuS GBPUSD 12-16UTC,ThuS,GBPUSD,12,4,False,24,48,50,0.5572832513567434,0.08,3.5,-1.96,7,11,1.07,False,False
WedS US500 00-08UTC,WedS,US500,0,8,False,24,48,50,0.5572832513567434,0.07,3.3,-1.62,2,11,-1.93,False,False
Tue GER40 08-12UTC,Tue,GER40,8,4,False,24,48,50,0.5572832513567434,0.05,2.0,-1.96,5,11,-3.61,False,False
ThuS US500 00-04UTC,ThuS,US500,0,4,False,24,48,50,0.5572832513567434,0.05,2.5,-1.09,6,11,1.57,False,False
Wed GBPUSD 16-20UTC,Wed,GBPUSD,16,4,False,24,48,50,0.5572832513567434,0.04,1.9,-0.89,2,11,-2.86,False,False
Thu AUDUSD 00-04UTC,Thu,AUDUSD,0,4,False,24,48,50,0.5572832513567434,0.03,1.2,-1.48,5,11,-1.26,False,False
TueS EURUSD 16-00UTC,TueS,EURUSD,16,8,False,24,48,50,0.5572832513567434,0.02,1.1,-0.71,6,11,-0.77,False,False
WedS EURUSD 20-00UTC,WedS,EURUSD,20,4,False,24,48,50,0.5572832513567434,0.02,0.8,-0.59,6,11,0.23,False,False
Wed EURUSD 08-16UTC,Wed,EURUSD,8,8,False,24,48,50,0.5572832513567434,0.02,1.0,-1.49,3,11,-2.78,False,False
TueS US500 20-00UTC,TueS,US500,20,4,False,24,48,50,0.5572832513567434,0.02,0.7,-1.68,5,11,-2.32,False,False
ThuS EURJPY 16-20UTC,ThuS,EURJPY,16,4,False,24,48,50,0.5572832513567434,0.01,0.5,-1.01,4,11,-1.06,False,False
Thu EURUSD 16-00UTC,Thu,EURUSD,16,8,False,24,48,50,0.5572832513567434,0.01,0.5,-1.01,6,11,0.05,False,False
Tue GBPJPY 20-00UTC,Tue,GBPJPY,20,4,False,24,48,50,0.5572832513567434,0.0,0.2,-0.53,4,11,-0.37,False,False
TueS GBPJPY 20-00UTC,TueS,GBPJPY,20,4,False,24,48,50,0.5572832513567434,-0.0,-0.2,-0.67,7,11,0.37,False,False
Thu EURJPY 16-20UTC,Thu,EURJPY,16,4,False,24,48,50,0.5572832513567434,-0.01,-0.6,-1.59,7,11,1.07,False,False
ThuS EURUSD 16-00UTC,ThuS,EURUSD,16,8,False,24,48,50,0.5572832513567434,-0.01,-0.5,-1.19,5,11,-0.06,False,False
Tue EURUSD 16-00UTC,Tue,EURUSD,16,8,False,24,48,50,0.5572832513567434,-0.02,-1.1,-0.84,5,11,0.75,False,False
Wed EURUSD 20-00UTC,Wed,EURUSD,20,4,False,24,48,50,0.5572832513567434,-0.02,-0.9,-0.63,5,11,-0.24,False,False
WedS EURUSD 08-16UTC,WedS,EURUSD,8,8,False,24,48,50,0.5572832513567434,-0.02,-1.3,-1.48,8,11,2.84,False,False
Tue US500 20-00UTC,Tue,US500,20,4,False,24,48,50,0.5572832513567434,-0.02,-0.9,-1.53,6,11,2.3,False,False
WedS GBPUSD 16-20UTC,WedS,GBPUSD,16,4,False,24,48,50,0.5572832513567434,-0.04,-2.0,-0.99,9,11,2.92,False,False
WedS GER40 12-16UTC,WedS,GER40,12,4,False,24,48,50,0.5572832513567434,-0.04,-2.3,-3.8,8,11,2.65,False,False
TueS GER40 08-12UTC,TueS,GER40,8,4,False,24,48,50,0.5572832513567434,-0.05,-2.7,-4.77,6,11,3.63,False,False
Thu US500 00-04UTC,Thu,US500,0,4,False,24,48,50,0.5572832513567434,-0.05,-2.7,-2.71,5,11,-1.59,False,False
WedS EURJPY 12-16UTC,WedS,EURJPY,12,4,False,24,48,50,0.5572832513567434,-0.07,-3.2,-1.51,6,11,-0.39,False,False
Wed US500 00-08UTC,Wed,US500,0,8,False,24,48,50,0.5572832513567434,-0.07,-3.4,-2.35,9,11,1.94,False,False
Thu GBPUSD 12-16UTC,Thu,GBPUSD,12,4,False,24,48,50,0.5572832513567434,-0.08,-3.8,-1.52,4,11,-1.1,False,False
Wed US500 20-00UTC,Wed,US500,20,4,False,24,48,50,0.5572832513567434,-0.11,-5.3,-1.93,3,11,-2.41,False,False
Tue US500 08-16UTC,Tue,US500,8,8,False,24,48,50,0.5572832513567434,-0.19,-9.3,-6.05,4,11,-3.35,False,False
Mon US500 16-00UTC,Mon,US500,16,8,False,23,47,49,0.6145665027134868,0.21,9.7,-1.74,4,11,0.7,False,False
FriS GER40 08-12UTC,FriS,GER40,8,4,False,23,47,49,0.6145665027134868,0.19,9.0,-1.86,6,11,5.34,False,False
MonS AUDUSD 00-08UTC,MonS,AUDUSD,0,8,False,23,47,49,0.6145665027134868,0.07,3.1,-1.22,3,11,-3.03,False,False
FriS USDJPY 08-16UTC,FriS,USDJPY,8,8,False,23,47,49,0.6145665027134868,0.06,2.3,-3.31,5,11,1.67,False,False
MonS GER40 04-08UTC,MonS,GER40,4,4,False,23,47,49,0.6145665027134868,0.05,2.0,-2.2,3,11,-2.74,False,False
Fri US500 16-20UTC,Fri,US500,16,4,False,23,47,49,0.6145665027134868,0.05,2.1,-3.1,4,11,-3.52,False,False
FriS GBPJPY 16-20UTC,FriS,GBPJPY,16,4,False,23,47,49,0.6145665027134868,0.03,1.5,-0.89,3,11,-0.74,False,False
Mon GBPUSD 20-00UTC,Mon,GBPUSD,20,4,False,23,47,49,0.6145665027134868,0.03,1.2,-0.32,2,11,-1.53,False,False
MonS EURJPY 20-00UTC,MonS,EURJPY,20,4,False,23,47,49,0.6145665027134868,0.02,1.0,-1.29,7,11,0.19,False,False
MonS USDJPY 00-08UTC,MonS,USDJPY,0,8,False,23,47,49,0.6145665027134868,0.02,1.0,-1.45,5,11,2.65,False,False
Mon GBPJPY 20-00UTC,Mon,GBPJPY,20,4,False,23,47,49,0.6145665027134868,0.01,0.5,-0.63,4,11,-0.61,False,False
Mon AUDJPY 00-08UTC,Mon,AUDJPY,0,8,False,23,47,49,0.6145665027134868,0.0,0.1,-2.92,6,11,1.53,False,False
Mon USDCHF 12-16UTC,Mon,USDCHF,12,4,False,23,47,49,0.6145665027134868,0.0,-0.0,-1.13,4,11,-1.57,False,False
Mon EURJPY 20-00UTC,Mon,EURJPY,20,4,False,23,47,49,0.6145665027134868,-0.02,-1.0,-0.53,4,11,-0.19,False,False
Mon GBPUSD 08-16UTC,Mon,GBPUSD,8,8,True,23,47,49,0.6145665027134868,-0.02,-0.8,-1.64,9,11,4.86,False,False
FriS USDJPY 04-08UTC,FriS,USDJPY,4,4,False,23,47,49,0.6145665027134868,-0.02,-0.8,-1.43,7,11,-0.55,False,False
MonS USDJPY 04-08UTC,MonS,USDJPY,4,4,False,23,47,49,0.6145665027134868,-0.04,-2.0,-1.54,4,11,0.42,False,False
Mon GBPUSD 00-08UTC,Mon,GBPUSD,0,8,False,23,47,49,0.6145665027134868,-0.05,-2.5,-1.03,5,11,1.62,False,False
Mon GER40 04-08UTC,Mon,GER40,4,4,True,23,47,49,0.6145665027134868,-0.05,-2.3,-2.44,8,11,2.76,False,False
FriS US500 16-20UTC,FriS,US500,16,4,False,23,47,49,0.6145665027134868,-0.05,-2.8,-2.77,6,11,3.54,False,False
Mon AUDUSD 08-12UTC,Mon,AUDUSD,8,4,True,23,47,49,0.6145665027134868,-0.06,-2.8,-0.97,5,11,0.97,False,False
MonS GBPJPY 16-20UTC,MonS,GBPJPY,16,4,False,23,47,49,0.6145665027134868,-0.06,-2.9,-0.89,2,11,-1.34,False,False
Mon AUDUSD 04-08UTC,Mon,AUDUSD,4,4,True,23,47,49,0.6145665027134868,-0.07,-3.2,-1.1,6,11,-0.22,False,False
Mon GER40 16-20UTC,Mon,GER40,16,4,False,23,47,49,0.6145665027134868,-0.07,-3.5,-3.29,6,11,1.46,False,False
MonS US500 16-20UTC,MonS,US500,16,4,False,23,47,49,0.6145665027134868,-0.08,-3.8,-2.68,4,11,-2.02,False,False
MonS EURJPY 08-12UTC,MonS,EURJPY,8,4,False,23,47,49,0.6145665027134868,-0.09,-4.3,-1.57,6,11,0.57,False,False
Fri GBPJPY 12-16UTC,Fri,GBPJPY,12,4,False,23,47,49,0.6145665027134868,-0.09,-4.3,-1.59,6,11,-0.29,False,False
Fri AUDJPY 00-04UTC,Fri,AUDJPY,0,4,False,23,47,49,0.6145665027134868,-0.11,-5.3,-2.75,4,11,-0.99,False,False
Fri US500 08-16UTC,Fri,US500,8,8,False,23,47,49,0.6145665027134868,-0.22,-10.4,-4.12,5,11,-1.17,False,False
TueS US500 08-16UTC,TueS,US500,8,8,False,23,48,48,0.6672670939616907,0.19,8.9,-3.1,7,11,3.35,False,False
ThuS US500 04-08UTC,ThuS,US500,4,4,False,23,48,48,0.6672670939616907,0.16,7.8,-1.24,6,11,-0.34,False,False
WedS AUDUSD 16-00UTC,WedS,AUDUSD,16,8,False,23,48,48,0.6672670939616907,0.08,4.0,-1.21,7,11,3.81,False,False
TueS EURJPY 08-12UTC,TueS,EURJPY,8,4,False,23,48,48,0.6672670939616907,0.08,3.7,-1.34,5,11,-0.01,False,False
WedS GBPJPY 04-08UTC,WedS,GBPJPY,4,4,False,23,48,48,0.6672670939616907,0.08,3.6,-1.05,7,11,1.75,False,False
ThuS AUDJPY 16-20UTC,ThuS,AUDJPY,16,4,False,23,48,48,0.6672670939616907,0.06,2.9,-1.43,6,11,0.64,False,False
Wed EURJPY 12-16UTC,Wed,EURJPY,12,4,False,23,48,48,0.6672670939616907,0.06,3.1,-1.02,5,11,0.38,False,False
Tue EURJPY 16-20UTC,Tue,EURJPY,16,4,False,23,48,48,0.6672670939616907,0.05,2.4,-0.65,6,11,0.56,False,False
Wed GER40 12-16UTC,Wed,GER40,12,4,False,23,48,48,0.6672670939616907,0.04,1.9,-1.96,3,11,-2.67,False,False
Thu AUDJPY 00-08UTC,Thu,AUDJPY,0,8,False,23,48,48,0.6672670939616907,0.03,1.0,-2.73,8,11,1.75,False,False
Thu EURJPY 16-00UTC,Thu,EURJPY,16,8,False,23,48,48,0.6672670939616907,0.02,1.0,-1.85,7,11,1.59,False,False
Wed AUDUSD 12-16UTC,Wed,AUDUSD,12,4,False,23,48,48,0.6672670939616907,0.01,0.4,-1.66,4,11,-0.46,False,False
Tue EURJPY 20-00UTC,Tue,EURJPY,20,4,False,23,48,48,0.6672670939616907,0.01,0.7,-0.46,5,11,-0.17,False,False
ThuS GBPJPY 16-20UTC,ThuS,GBPJPY,16,4,False,23,48,48,0.6672670939616907,0.01,0.5,-1.04,6,11,0.36,False,False
Thu NZDUSD 00-04UTC,Thu,NZDUSD,0,4,False,23,48,48,0.6672670939616907,0.01,0.4,-1.68,5,11,-0.76,False,False
Tue US500 08-12UTC,Tue,US500,8,4,False,23,48,48,0.6672670939616907,0.01,0.2,-1.59,4,11,-1.53,False,False
Wed EURUSD 16-20UTC,Wed,EURUSD,16,4,False,23,48,48,0.6672670939616907,-0.01,-0.4,-1.5,2,11,-3.17,False,False
TueS GBPJPY 12-16UTC,TueS,GBPJPY,12,4,False,23,48,48,0.6672670939616907,-0.01,-0.7,-1.97,6,11,0.05,False,False
WedS GBPJPY 12-16UTC,WedS,GBPJPY,12,4,False,23,48,48,0.6672670939616907,-0.01,-0.7,-1.72,4,11,-2.46,False,False
Thu NZDUSD 00-08UTC,Thu,NZDUSD,0,8,False,23,48,48,0.6672670939616907,-0.01,-0.6,-1.58,4,11,-1.73,False,False
Wed US500 16-00UTC,Wed,US500,16,8,False,23,48,48,0.6672670939616907,-0.02,-1.7,-3.67,5,11,-2.3,False,False
TueS AUDJPY 16-20UTC,TueS,AUDJPY,16,4,False,23,48,48,0.6672670939616907,-0.03,-1.5,-1.54,5,11,-1.66,False,False
Thu AUDJPY 04-08UTC,Thu,AUDJPY,4,4,False,23,48,48,0.6672670939616907,-0.03,-1.5,-2.28,7,11,0.85,False,False
ThuS AUDUSD 00-04UTC,ThuS,AUDUSD,0,4,False,23,48,48,0.6672670939616907,-0.03,-1.3,-1.75,6,11,1.24,False,False
Tue USDJPY 12-16UTC,Tue,USDJPY,12,4,False,23,48,48,0.6672670939616907,-0.03,-1.5,-2.26,4,11,-0.61,False,False
Tue GBPJPY 04-08UTC,Tue,GBPJPY,4,4,False,23,48,48,0.6672670939616907,-0.04,-2.0,-0.95,6,11,-2.05,False,False
Tue GER40 16-20UTC,Tue,GER40,16,4,False,23,48,48,0.6672670939616907,-0.04,-1.9,-2.62,6,11,2.67,False,False
WedS EURUSD 16-00UTC,WedS,EURUSD,16,8,False,23,48,48,0.6672670939616907,-0.05,-2.6,-1.17,8,11,2.64,False,False
WedS GER40 08-12UTC,WedS,GER40,8,4,False,23,48,48,0.6672670939616907,-0.05,-2.5,-2.96,5,11,0.18,False,False
Wed NZDUSD 16-20UTC,Wed,NZDUSD,16,4,False,23,48,48,0.6672670939616907,-0.05,-2.6,-1.27,3,11,-3.34,False,False
Thu EURUSD 00-04UTC,Thu,EURUSD,0,4,False,23,48,48,0.6672670939616907,-0.06,-2.7,-0.87,4,11,-1.35,False,False
WedS GER40 16-00UTC,WedS,GER40,16,8,False,23,48,48,0.6672670939616907,-0.06,-3.1,-7.15,4,11,1.1,False,False
Thu USDCHF 08-12UTC,Thu,USDCHF,8,4,False,23,48,48,0.6672670939616907,-0.06,-2.9,-2.39,6,11,-0.7,False,False
Tue USDJPY 00-08UTC,Tue,USDJPY,0,8,False,23,48,48,0.6672670939616907,-0.06,-2.7,-2.98,6,11,-0.29,False,False
WedS EURUSD 12-16UTC,WedS,EURUSD,12,4,False,23,48,48,0.6672670939616907,-0.07,-3.5,-1.52,6,11,1.48,False,False
Tue AUDUSD 16-20UTC,Tue,AUDUSD,16,4,False,23,48,48,0.6672670939616907,-0.09,-4.1,-1.62,4,11,0.32,False,False
Tue GBPUSD 08-16UTC,Tue,GBPUSD,8,8,False,23,48,48,0.6672670939616907,-0.09,-4.5,-3.05,3,11,-1.67,False,False
Tue GBPUSD 16-20UTC,Tue,GBPUSD,16,4,False,23,48,48,0.6672670939616907,-0.1,-4.8,-1.2,5,11,-0.19,False,False
Tue NZDUSD 16-20UTC,Tue,NZDUSD,16,4,False,23,48,48,0.6672670939616907,-0.1,-4.6,-1.55,3,11,-1.16,False,False
Thu GER40 04-08UTC,Thu,GER40,4,4,False,23,48,48,0.6672670939616907,-0.13,-6.4,-5.14,8,11,3.2,False,False
Wed GBPJPY 16-00UTC,Wed,GBPJPY,16,8,False,23,48,48,0.6672670939616907,-0.14,-6.5,-2.01,4,11,-1.32,False,False
Thu GER40 08-16UTC,Thu,GER40,8,8,False,23,48,48,0.6672670939616907,-0.14,-7.1,-7.29,6,11,-0.41,False,False
Tue AUDJPY 00-08UTC,Tue,AUDJPY,0,8,False,23,48,48,0.6672670939616907,-0.17,-7.9,-2.81,3,11,-3.21,False,False
WedS GER40 08-16UTC,WedS,GER40,8,8,False,23,48,48,0.6672670939616907,-0.22,-10.5,-3.83,6,11,1.36,False,False
MonS EURUSD 00-08UTC,MonS,EURUSD,0,8,False,22,47,47,0.7199676852098946,0.07,3.2,-1.46,3,11,-1.77,False,False
FriS EURJPY 00-08UTC,FriS,EURJPY,0,8,False,22,47,47,0.7199676852098946,0.06,2.6,-1.28,5,11,-0.43,False,False
MonS USDCHF 08-16UTC,MonS,USDCHF,8,8,False,22,47,47,0.7199676852098946,0.06,2.7,-1.21,5,11,0.26,False,False
FriS EURJPY 04-08UTC,FriS,EURJPY,4,4,False,22,47,47,0.7199676852098946,0.04,1.8,-1.17,6,11,-0.39,False,False
Fri EURUSD 12-16UTC,Fri,EURUSD,12,4,False,22,47,47,0.7199676852098946,0.03,1.2,-1.64,7,11,0.31,False,False
FriS EURJPY 12-16UTC,FriS,EURJPY,12,4,False,22,47,47,0.7199676852098946,0.02,0.8,-1.74,8,11,1.52,False,False
Mon EURJPY 16-20UTC,Mon,EURJPY,16,4,False,22,47,47,0.7199676852098946,0.01,0.3,-0.65,8,11,0.68,False,False
Fri USDJPY 08-12UTC,Fri,USDJPY,8,4,False,22,47,47,0.7199676852098946,0.01,0.6,-1.21,4,11,0.42,False,False
Mon AUDJPY 16-20UTC,Mon,AUDJPY,16,4,False,22,47,47,0.7199676852098946,-0.03,-1.3,-0.96,8,11,1.32,False,False
Mon EURUSD 16-00UTC,Mon,EURUSD,16,8,False,22,47,47,0.7199676852098946,-0.03,-1.5,-0.72,3,11,-0.09,False,False
MonS EURJPY 04-08UTC,MonS,EURJPY,4,4,False,22,47,47,0.7199676852098946,-0.04,-2.2,-1.3,4,11,-0.29,False,False
Mon GBPUSD 16-20UTC,Mon,GBPUSD,16,4,False,22,47,47,0.7199676852098946,-0.04,-2.1,-0.88,5,11,0.95,False,False
Fri GBPUSD 12-16UTC,Fri,GBPUSD,12,4,False,22,47,47,0.7199676852098946,-0.04,-1.9,-1.94,8,11,1.59,False,False
MonS AUDJPY 08-12UTC,MonS,AUDJPY,8,4,False,22,47,47,0.7199676852098946,-0.05,-2.6,-1.32,4,11,-0.64,False,False
MonS GBPUSD 08-12UTC,MonS,GBPUSD,8,4,False,22,47,47,0.7199676852098946,-0.05,-2.3,-1.18,3,11,-2.67,False,False
MonS GBPUSD 16-00UTC,MonS,GBPUSD,16,8,False,22,47,47,0.7199676852098946,-0.05,-2.3,-1.28,6,11,-0.12,False,False
Mon NZDUSD 00-08UTC,Mon,NZDUSD,0,8,False,22,47,47,0.7199676852098946,-0.05,-2.3,-1.78,6,11,1.71,False,False
Fri GBPJPY 08-12UTC,Fri,GBPJPY,8,4,False,22,47,47,0.7199676852098946,-0.06,-2.8,-2.21,6,11,-0.55,False,False
MonS GER40 16-00UTC,MonS,GER40,16,8,False,22,47,47,0.7199676852098946,-0.06,-3.2,-2.77,6,11,-0.41,False,False
Fri AUDJPY 04-08UTC,Fri,AUDJPY,4,4,False,22,47,47,0.7199676852098946,-0.07,-3.2,-1.33,5,11,-1.17,False,False
Mon AUDUSD 08-16UTC,Mon,AUDUSD,8,8,True,22,47,47,0.7199676852098946,-0.07,-3.4,-2.31,7,11,2.35,False,False
Fri EURJPY 00-04UTC,Fri,EURJPY,0,4,False,22,47,47,0.7199676852098946,-0.07,-3.5,-1.7,5,11,-0.48,False,False
MonS GBPJPY 16-00UTC,MonS,GBPJPY,16,8,False,22,47,47,0.7199676852098946,-0.12,-5.6,-1.38,5,11,-1.19,False,False
Fri GBPUSD 08-16UTC,Fri,GBPUSD,8,8,False,22,47,47,0.7199676852098946,-0.12,-5.7,-2.6,7,11,0.44,False,False
Fri US500 00-04UTC,Fri,US500,0,4,False,22,47,47,0.7199676852098946,-0.12,-5.6,-1.99,5,11,-1.68,False,False
Mon GER40 00-08UTC,Mon,GER40,0,8,False,22,47,47,0.7199676852098946,-0.14,-6.7,-1.92,7,11,2.08,False,False
Fri USDCHF 12-16UTC,Fri,USDCHF,12,4,False,22,47,47,0.7199676852098946,-0.15,-7.0,-2.52,3,11,-3.29,False,False
Fri GER40 08-16UTC,Fri,GER40,8,8,False,22,47,47,0.7199676852098946,-0.18,-8.8,-4.13,5,11,-7.77,False,False
Wed GBPJPY 00-04UTC,Wed,GBPJPY,0,4,False,22,48,46,0.7645604931891441,0.08,3.7,-1.01,4,11,-0.42,False,False
TueS NZDUSD 16-00UTC,TueS,NZDUSD,16,8,False,22,48,46,0.7645604931891441,0.08,3.7,-0.92,7,11,-0.06,False,False
WedS GBPUSD 08-16UTC,WedS,GBPUSD,8,8,False,22,48,46,0.7645604931891441,0.05,2.2,-1.12,5,11,-0.96,False,False
TueS USDJPY 00-04UTC,TueS,USDJPY,0,4,False,22,48,46,0.7645604931891441,0.04,1.8,-0.82,6,11,1.06,False,False
Tue GBPJPY 08-16UTC,Tue,GBPJPY,8,8,False,22,48,46,0.7645604931891441,0.03,1.2,-2.04,5,11,-0.78,False,False
TueS GBPUSD 12-16UTC,TueS,GBPUSD,12,4,False,22,48,46,0.7645604931891441,0.03,1.5,-2.93,6,11,0.29,False,False
TueS EURJPY 00-08UTC,TueS,EURJPY,0,8,False,22,48,46,0.7645604931891441,0.01,0.2,-1.74,8,11,1.29,False,False
TueS GBPJPY 00-04UTC,TueS,GBPJPY,0,4,False,22,48,46,0.7645604931891441,0.01,0.6,-0.83,7,11,1.28,False,False
TueS GBPJPY 00-08UTC,TueS,GBPJPY,0,8,False,22,48,46,0.7645604931891441,0.01,0.2,-1.52,9,11,2.89,False,False
Wed AUDJPY 16-20UTC,Wed,AUDJPY,16,4,False,22,48,46,0.7645604931891441,0.0,-0.1,-1.17,7,11,0.18,False,False
TueS GBPJPY 16-20UTC,TueS,GBPJPY,16,4,False,22,48,46,0.7645604931891441,-0.0,-0.1,-1.48,4,11,-0.95,False,False
Thu EURJPY 20-00UTC,Thu,EURJPY,20,4,False,22,48,46,0.7645604931891441,-0.02,-1.1,-0.51,5,11,0.02,False,False
Tue GER40 20-00UTC,Tue,GER40,20,4,False,22,48,46,0.7645604931891441,-0.02,-0.9,-0.94,4,11,3.28,False,False
TueS USDJPY 16-20UTC,TueS,USDJPY,16,4,False,22,48,46,0.7645604931891441,-0.02,-0.9,-0.81,7,11,-0.25,False,False
Tue USDJPY 20-00UTC,Tue,USDJPY,20,4,False,22,48,46,0.7645604931891441,-0.02,-0.8,-0.64,4,11,-1.52,False,False
Wed US500 12-16UTC,Wed,US500,12,4,False,22,48,46,0.7645604931891441,-0.03,-1.9,-2.66,6,11,-0.8,False,False
Thu AUDJPY 00-04UTC,Thu,AUDJPY,0,4,False,22,48,46,0.7645604931891441,-0.04,-1.9,-1.58,5,11,-0.02,False,False
Tue GBPUSD 04-08UTC,Tue,GBPUSD,4,4,False,22,48,46,0.7645604931891441,-0.04,-2.1,-0.86,4,11,-3.06,False,False
Thu USDJPY 16-20UTC,Thu,USDJPY,16,4,False,22,48,46,0.7645604931891441,-0.04,-2.1,-1.74,7,11,0.66,False,False
Thu EURUSD 16-20UTC,Thu,EURUSD,16,4,False,22,48,46,0.7645604931891441,-0.05,-2.5,-0.93,5,11,-0.42,False,False
TueS GBPJPY 16-00UTC,TueS,GBPJPY,16,8,False,22,48,46,0.7645604931891441,-0.05,-2.6,-2.12,5,11,-1.03,False,False
WedS GBPJPY 00-08UTC,WedS,GBPJPY,0,8,False,22,48,46,0.7645604931891441,-0.05,-2.3,-2.17,7,11,1.62,False,False
ThuS AUDUSD 00-08UTC,ThuS,AUDUSD,0,8,False,22,48,46,0.7645604931891441,-0.06,-3.2,-2.39,6,11,1.34,False,False
WedS GBPUSD 16-00UTC,WedS,GBPUSD,16,8,False,22,48,46,0.7645604931891441,-0.06,-3.1,-0.94,9,11,3.12,False,False
TueS USDJPY 16-00UTC,TueS,USDJPY,16,8,False,22,48,46,0.7645604931891441,-0.06,-3.0,-1.39,6,11,0.66,False,False
Thu USDJPY 12-16UTC,Thu,USDJPY,12,4,False,22,48,46,0.7645604931891441,-0.07,-3.3,-2.95,3,11,-1.53,False,False
TueS GER40 16-00UTC,TueS,GER40,16,8,False,22,48,46,0.7645604931891441,-0.08,-3.8,-2.78,5,11,-7.27,False,False
Thu US500 08-12UTC,Thu,US500,8,4,False,22,48,46,0.7645604931891441,-0.08,-4.0,-1.62,2,11,-2.29,False,False
Tue USDJPY 04-08UTC,Tue,USDJPY,4,4,False,22,48,46,0.7645604931891441,-0.08,-3.7,-1.25,5,11,0.17,False,False
Tue AUDJPY 00-04UTC,Tue,AUDJPY,0,4,False,22,48,46,0.7645604931891441,-0.09,-4.5,-2.73,2,11,-3.45,False,False
Tue GBPUSD 16-00UTC,Tue,GBPUSD,16,8,False,22,48,46,0.7645604931891441,-0.09,-4.1,-1.58,5,11,0.88,False,False
Wed NZDUSD 08-16UTC,Wed,NZDUSD,8,8,False,22,48,46,0.7645604931891441,-0.09,-4.3,-1.45,3,11,-2.57,False,False
Tue US500 16-20UTC,Tue,US500,16,4,False,22,48,46,0.7645604931891441,-0.09,-4.3,-4.17,7,11,5.92,False,False
WedS GBPJPY 16-20UTC,WedS,GBPJPY,16,4,False,22,48,46,0.7645604931891441,-0.1,-4.7,-2.59,3,11,-0.53,False,False
Wed USDJPY 08-16UTC,Wed,USDJPY,8,8,False,22,48,46,0.7645604931891441,-0.1,-4.9,-1.54,8,11,3.25,False,False
Thu GER40 12-16UTC,Thu,GER40,12,4,False,22,48,46,0.7645604931891441,-0.11,-5.3,-2.44,6,11,0.06,False,False
Wed AUDUSD 00-08UTC,Wed,AUDUSD,0,8,False,22,48,46,0.7645604931891441,-0.12,-6.0,-2.1,6,11,1.25,False,False
Wed NZDUSD 16-00UTC,Wed,NZDUSD,16,8,False,22,48,46,0.7645604931891441,-0.12,-5.8,-1.91,3,11,-4.42,False,False
Thu NZDUSD 12-16UTC,Thu,NZDUSD,12,4,False,22,48,46,0.7645604931891441,-0.12,-6.0,-2.61,4,11,-2.14,False,False
Thu US500 20-00UTC,Thu,US500,20,4,False,22,48,46,0.7645604931891441,-0.13,-6.3,-1.98,7,11,0.69,False,False
Wed EURJPY 16-00UTC,Wed,EURJPY,16,8,False,22,48,46,0.7645604931891441,-0.14,-6.7,-2.04,6,11,-0.71,False,False
Thu GBPJPY 08-16UTC,Thu,GBPJPY,8,8,False,22,48,46,0.7645604931891441,-0.19,-8.9,-2.38,3,11,-5.19,False,False
FriS GER40 16-20UTC,FriS,GER40,16,4,False,21,46,46,0.7693044089316174,0.02,0.6,-1.6,3,8,-0.28,False,False
FriS AUDJPY 00-08UTC,FriS,AUDJPY,0,8,False,21,47,45,0.8091533011683936,0.09,3.9,-1.99,7,11,1.25,False,False
FriS USDJPY 16-20UTC,FriS,USDJPY,16,4,False,21,47,45,0.8091533011683936,0.05,2.5,-0.9,3,11,-0.48,False,False
FriS USDJPY 00-08UTC,FriS,USDJPY,0,8,False,21,47,45,0.8091533011683936,0.01,0.5,-1.6,5,11,-1.09,False,False
Mon GBPJPY 00-08UTC,Mon,GBPJPY,0,8,False,21,47,45,0.8091533011683936,0.0,0.1,-2.45,6,11,-0.15,False,False
Mon EURJPY 00-08UTC,Mon,EURJPY,0,8,False,21,47,45,0.8091533011683936,-0.01,-0.6,-2.16,5,11,0.08,False,False
