cell,family,symbol,h0,span,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,worst_m_in_pct,plus_pre,n_pre,p_pre,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005,pre_sig
MonS EURGBP 20-00UTC,MonS,EURGBP,20,4,37,39,95,1.420630724169314e-09,0.14,-0.04,56,69,8.418816715061086e-08,9,12,1.01,True,True,True
TueS EURGBP 20-00UTC,TueS,EURGBP,20,4,37,39,95,1.420630724169314e-09,0.09,-0.21,54,69,1.306424001795009e-06,11,12,1.26,True,True,True
MonS EURGBP 16-00UTC,MonS,EURGBP,16,8,34,39,87,1.2149539543315768e-06,0.18,-0.34,45,69,0.0077161487268506326,8,12,1.45,True,True,True
MonS EURGBP 16-20UTC,MonS,EURGBP,16,4,33,39,85,7.14963061909657e-06,0.15,-0.58,46,69,0.0038102609275128484,9,12,1.67,True,True,True
ThuS EURGBP 20-00UTC,ThuS,EURGBP,20,4,33,39,85,7.14963061909657e-06,0.1,-0.1,55,69,3.460958460029819e-07,6,12,-0.28,True,True,True
WedS CADJPY 20-00UTC,WedS,CADJPY,20,4,32,39,82,3.5127392038702965e-05,0.3,-0.53,50,69,0.00012219850828878748,11,12,4.4,True,True,True
TueS EURGBP 00-04UTC,TueS,EURGBP,0,4,32,39,82,3.5127392038702965e-05,0.13,-0.11,47,69,0.0017724064235105262,11,12,1.16,True,True,True
ThuS GBPAUD 00-08UTC,ThuS,GBPAUD,0,8,30,39,77,0.00053250981727615,0.34,-0.68,40,69,0.11420011267664848,5,12,-1.38,False,True,False
FriS EURGBP 16-20UTC,FriS,EURGBP,16,4,30,39,77,0.00053250981727615,0.14,-0.3,46,69,0.0038102609275128484,10,12,3.46,False,True,True
WedS EURGBP 00-04UTC,WedS,EURGBP,0,4,30,39,77,0.00053250981727615,0.1,-0.5,46,69,0.0038102609275128484,7,12,0.02,False,True,True
MonS EURGBP 00-04UTC,MonS,EURGBP,0,4,30,39,77,0.00053250981727615,0.0,-2.44,47,69,0.0017724064235105262,8,12,1.06,False,True,True
TueS EURGBP 12-16UTC,TueS,EURGBP,12,4,29,39,74,0.0016889239559532143,0.27,-0.68,45,69,0.0077161487268506326,7,12,1.09,False,True,True
ThuS GBPAUD 00-04UTC,ThuS,GBPAUD,0,4,29,39,74,0.0016889239559532143,0.22,-0.68,38,69,0.2351842659290722,4,12,-0.23,False,True,False
WedS CHFJPY 20-00UTC,WedS,CHFJPY,20,4,29,39,74,0.0016889239559532143,0.19,-0.3,44,69,0.014746746765658644,9,12,3.44,False,True,True
TueS GBPAUD 16-00UTC,TueS,GBPAUD,16,8,29,39,74,0.0016889239559532143,0.19,-0.77,35,69,0.5,7,12,1.09,False,True,False
TueS GBPAUD 16-20UTC,TueS,GBPAUD,16,4,29,39,74,0.0016889239559532143,0.18,-0.23,38,69,0.2351842659290722,7,12,-0.59,False,True,False
TueS XAUUSD 20-00UTC,TueS,XAUUSD,20,4,29,39,74,0.0016889239559532143,0.1,-0.42,6,9,,7,12,1.09,False,True,False
ThuS EURGBP 00-04UTC,ThuS,EURGBP,0,4,29,39,74,0.0016889239559532143,0.08,-0.38,46,69,0.0038102609275128484,9,12,1.17,False,True,True
WedS EURGBP 20-00UTC,WedS,EURGBP,20,4,29,39,74,0.0016889239559532143,0.06,-0.13,46,69,0.0038102609275128484,10,12,0.92,False,True,True
MonS XAUUSD 00-08UTC,MonS,XAUUSD,0,8,28,39,72,0.004737652139738202,0.46,-1.6,3,9,,4,12,-8.79,False,True,False
ThuS NZDJPY 08-16UTC,ThuS,NZDJPY,8,8,28,39,72,0.004737652139738202,0.35,-2.29,43,69,0.026644681908256817,7,12,0.68,False,True,True
ThuS EURAUD 00-08UTC,ThuS,EURAUD,0,8,28,39,72,0.004737652139738202,0.35,-1.05,37,69,0.315228245893399,4,12,-2.12,False,True,False
MonS XAUUSD 04-08UTC,MonS,XAUUSD,4,4,28,39,72,0.004737652139738202,0.34,-1.12,4,9,,5,12,-2.39,False,True,False
WedS CADJPY 16-00UTC,WedS,CADJPY,16,8,28,39,72,0.004737652139738202,0.31,-1.36,36,69,0.40497452645946236,6,12,0.05,False,True,False
WedS NZDJPY 20-00UTC,WedS,NZDJPY,20,4,28,39,72,0.004737652139738202,0.28,-0.42,40,69,0.11420011267664848,10,12,4.19,False,True,False
ThuS EURAUD 04-08UTC,ThuS,EURAUD,4,4,28,39,72,0.004737652139738202,0.19,-0.31,40,69,0.11420011267664848,6,12,-1.31,False,True,False
MonS CADJPY 20-00UTC,MonS,CADJPY,20,4,28,39,72,0.004737652139738202,0.09,-1.46,50,69,0.00012219850828878748,9,12,1.89,False,True,True
ThuS CHFJPY 04-08UTC,ThuS,CHFJPY,4,4,28,39,72,0.004737652139738202,0.07,-1.45,37,69,0.315228245893399,3,12,-2.39,False,True,False
FriS EURGBP 00-04UTC,FriS,EURGBP,0,4,28,39,72,0.004737652139738202,0.07,-0.64,44,69,0.014746746765658644,11,12,0.71,False,True,True
MonS XAUUSD 12-16UTC,MonS,XAUUSD,12,4,27,39,69,0.011851351235236507,0.45,-1.51,3,9,,6,12,2.53,False,True,False
MonS EURGBP 04-08UTC,MonS,EURGBP,4,4,27,39,69,0.011851351235236507,0.15,-0.34,40,69,0.11420011267664848,8,12,2.7,False,True,False
Fri EURAUD 08-16UTC,Fri,EURAUD,8,8,27,39,69,0.011851351235236507,0.13,-1.97,30,69,0.8857998873233515,8,12,3.73,False,True,False
ThuS CADJPY 20-00UTC,ThuS,CADJPY,20,4,27,39,69,0.011851351235236507,0.11,-0.63,43,69,0.026644681908256817,9,12,3.21,False,True,True
FriS EURGBP 04-08UTC,FriS,EURGBP,4,4,27,39,69,0.011851351235236507,0.1,-0.51,37,69,0.315228245893399,3,12,-1.81,False,True,False
WedS EURAUD 04-08UTC,WedS,EURAUD,4,4,27,39,69,0.011851351235236507,0.1,-1.02,43,69,0.026644681908256817,9,12,2.46,False,True,True
ThuS CHFJPY 00-08UTC,ThuS,CHFJPY,0,8,27,39,69,0.011851351235236507,0.08,-2.1,35,69,0.5,4,12,-0.82,False,True,False
MonS XAUUSD 08-16UTC,MonS,XAUUSD,8,8,26,39,67,0.026625957048963755,0.47,-1.72,3,9,,4,12,-3.56,False,True,False
WedS NZDJPY 16-00UTC,WedS,NZDJPY,16,8,26,39,67,0.026625957048963755,0.35,-1.12,33,69,0.684771754106601,9,12,1.19,False,True,False
Mon CADJPY 08-16UTC,Mon,CADJPY,8,8,26,39,67,0.026625957048963755,0.31,-2.18,29,69,0.9259839096536209,4,12,-0.37,False,True,False
TueS EURGBP 08-16UTC,TueS,EURGBP,8,8,26,39,67,0.026625957048963755,0.31,-1.56,42,69,0.04559324528350576,6,12,0.94,False,True,True
MonS XAUUSD 00-04UTC,MonS,XAUUSD,0,4,26,39,67,0.026625957048963755,0.25,-1.49,3,9,,6,12,-5.04,False,True,False
ThuS CHFJPY 08-16UTC,ThuS,CHFJPY,8,8,26,39,67,0.026625957048963755,0.24,-1.09,34,69,0.5950254735405377,6,12,-0.47,False,True,False
ThuS EURAUD 00-04UTC,ThuS,EURAUD,0,4,26,39,67,0.026625957048963755,0.22,-0.78,29,69,0.9259839096536209,5,12,-0.26,False,True,False
WedS NZDJPY 08-12UTC,WedS,NZDJPY,8,4,26,39,67,0.026625957048963755,0.18,-0.85,35,69,0.5,8,12,2.51,False,True,False
ThuS EURGBP 08-16UTC,ThuS,EURGBP,8,8,26,39,67,0.026625957048963755,0.17,-1.54,42,69,0.04559324528350576,8,12,1.63,False,True,True
Wed CHFJPY 12-16UTC,Wed,CHFJPY,12,4,26,39,67,0.026625957048963755,0.15,-0.97,37,69,0.315228245893399,5,12,0.12,False,True,False
MonS EURGBP 08-12UTC,MonS,EURGBP,8,4,26,39,67,0.026625957048963755,0.14,-0.77,38,69,0.2351842659290722,10,12,2.25,False,True,False
WedS GBPAUD 04-08UTC,WedS,GBPAUD,4,4,26,39,67,0.026625957048963755,0.13,-1.38,43,69,0.026644681908256817,6,12,3.05,False,True,True
FriS EURGBP 08-12UTC,FriS,EURGBP,8,4,26,39,67,0.026625957048963755,0.11,-1.09,36,69,0.40497452645946236,7,12,1.08,False,True,False
TueS EURAUD 16-20UTC,TueS,EURAUD,16,4,26,39,67,0.026625957048963755,0.11,-0.56,37,69,0.315228245893399,6,12,-0.14,False,True,False
FriS EURAUD 04-08UTC,FriS,EURAUD,4,4,26,39,67,0.026625957048963755,0.11,-0.77,41,69,0.07401609034637918,3,12,-2.2,False,True,False
WedS EURGBP 08-12UTC,WedS,EURGBP,8,4,26,39,67,0.026625957048963755,0.1,-1.04,52,69,1.4652160872728328e-05,6,12,1.09,False,True,True
ThuS EURGBP 00-08UTC,ThuS,EURGBP,0,8,26,39,67,0.026625957048963755,0.1,-0.57,33,69,0.684771754106601,7,12,0.31,False,True,False
MonS XAUUSD 16-20UTC,MonS,XAUUSD,16,4,26,39,67,0.026625957048963755,0.1,-1.67,7,9,,5,12,-0.89,False,True,False
WedS CHFJPY 08-12UTC,WedS,CHFJPY,8,4,26,39,67,0.026625957048963755,0.09,-1.31,43,69,0.026644681908256817,6,12,1.35,False,True,True
MonS NZDJPY 16-20UTC,MonS,NZDJPY,16,4,26,39,67,0.026625957048963755,0.09,-0.68,44,69,0.014746746765658644,5,12,-0.77,False,True,True
WedS EURGBP 16-20UTC,WedS,EURGBP,16,4,26,39,67,0.026625957048963755,0.09,-0.31,36,69,0.40497452645946236,11,12,3.6,False,True,False
WedS XAUUSD 04-08UTC,WedS,XAUUSD,4,4,26,39,67,0.026625957048963755,0.09,-1.05,6,9,,3,12,-5.4,False,True,False
Wed GBPAUD 16-20UTC,Wed,GBPAUD,16,4,26,39,67,0.026625957048963755,0.08,-0.68,24,69,0.9961897390724872,3,12,-3.08,False,True,False
TueS CADJPY 20-00UTC,TueS,CADJPY,20,4,26,39,67,0.026625957048963755,0.07,-0.52,47,69,0.0017724064235105262,5,12,-1.21,False,True,True
ThuS NZDJPY 08-12UTC,ThuS,NZDJPY,8,4,25,39,64,0.054064510703028645,0.29,-0.86,41,69,0.07401609034637918,8,12,1.43,False,False,False
ThuS CADJPY 08-12UTC,ThuS,CADJPY,8,4,25,39,64,0.054064510703028645,0.25,-0.86,38,69,0.2351842659290722,7,12,2.45,False,False,False
Mon CHFJPY 08-16UTC,Mon,CHFJPY,8,8,25,39,64,0.054064510703028645,0.23,-1.79,33,69,0.684771754106601,7,12,0.82,False,False,False
MonS CADJPY 00-04UTC,MonS,CADJPY,0,4,25,39,64,0.054064510703028645,0.16,-1.1,40,69,0.11420011267664848,10,12,4.0,False,False,False
ThuS NZDJPY 12-16UTC,ThuS,NZDJPY,12,4,25,39,64,0.054064510703028645,0.15,-1.53,43,69,0.026644681908256817,7,12,0.42,False,False,True
WedS XAUUSD 00-04UTC,WedS,XAUUSD,0,4,25,39,64,0.054064510703028645,0.13,-0.79,4,9,,7,12,-0.99,False,False,False
MonS EURGBP 08-16UTC,MonS,EURGBP,8,8,25,39,64,0.054064510703028645,0.11,-1.07,42,69,0.04559324528350576,10,12,2.89,False,False,True
ThuS EURGBP 12-16UTC,ThuS,EURGBP,12,4,25,39,64,0.054064510703028645,0.11,-1.07,35,69,0.5,8,12,1.07,False,False,False
MonS EURAUD 04-08UTC,MonS,EURAUD,4,4,25,39,64,0.054064510703028645,0.09,-1.08,40,69,0.11420011267664848,7,12,2.78,False,False,False
WedS XAUUSD 00-08UTC,WedS,XAUUSD,0,8,25,39,64,0.054064510703028645,0.09,-1.61,3,9,,5,12,-7.82,False,False,False
ThuS EURGBP 16-20UTC,ThuS,EURGBP,16,4,25,39,64,0.054064510703028645,0.08,-0.53,41,69,0.07401609034637918,8,12,0.88,False,False,False
MonS EURGBP 12-16UTC,MonS,EURGBP,12,4,25,39,64,0.054064510703028645,0.07,-0.71,34,69,0.5950254735405377,9,12,1.86,False,False,False
MonS EURGBP 00-08UTC,MonS,EURGBP,0,8,25,39,64,0.054064510703028645,0.06,-1.43,42,69,0.04559324528350576,8,12,2.54,False,False,True
WedS EURGBP 16-00UTC,WedS,EURGBP,16,8,25,39,64,0.054064510703028645,0.05,-0.49,35,69,0.5,10,12,3.19,False,False,False
TueS EURAUD 20-00UTC,TueS,EURAUD,20,4,25,39,64,0.054064510703028645,0.05,-0.59,39,69,0.16777880911700757,10,12,2.27,False,False,False
ThuS GBPAUD 16-20UTC,ThuS,GBPAUD,16,4,25,39,64,0.054064510703028645,0.05,-0.69,41,69,0.07401609034637918,6,12,0.2,False,False,False
MonS EURAUD 16-20UTC,MonS,EURAUD,16,4,25,39,64,0.054064510703028645,0.04,-0.69,38,69,0.2351842659290722,9,12,1.37,False,False,False
Mon NZDJPY 04-08UTC,Mon,NZDJPY,4,4,25,39,64,0.054064510703028645,0.03,-2.5,36,69,0.40497452645946236,6,12,1.11,False,False,False
MonS GBPAUD 16-20UTC,MonS,GBPAUD,16,4,25,39,64,0.054064510703028645,-0.01,-0.84,35,69,0.5,7,12,0.86,False,False,False
ThuS CHFJPY 08-12UTC,ThuS,CHFJPY,8,4,24,39,62,0.09979543345980346,0.21,-0.76,39,69,0.16777880911700757,8,12,-0.04,False,False,False
FriS NZDJPY 12-16UTC,FriS,NZDJPY,12,4,24,39,62,0.09979543345980346,0.17,-2.17,46,69,0.0038102609275128484,7,12,2.8,False,False,True
TueS XAUUSD 08-12UTC,TueS,XAUUSD,8,4,24,39,62,0.09979543345980346,0.17,-1.25,5,9,,6,12,-0.91,False,False,False
ThuS EURGBP 08-12UTC,ThuS,EURGBP,8,4,24,39,62,0.09979543345980346,0.16,-0.44,44,69,0.014746746765658644,8,12,1.76,False,False,True
Wed EURAUD 16-00UTC,Wed,EURAUD,16,8,24,39,62,0.09979543345980346,0.14,-0.53,33,69,0.684771754106601,2,12,-4.31,False,False,False
FriS GBPAUD 00-08UTC,FriS,GBPAUD,0,8,24,39,62,0.09979543345980346,0.13,-1.36,46,69,0.0038102609275128484,8,12,0.66,False,False,True
Fri GBPAUD 08-16UTC,Fri,GBPAUD,8,8,24,39,62,0.09979543345980346,0.13,-1.48,26,69,0.9852532532343413,5,12,1.79,False,False,False
TueS NZDJPY 08-16UTC,TueS,NZDJPY,8,8,24,39,62,0.09979543345980346,0.12,-1.59,41,69,0.07401609034637918,8,12,-0.51,False,False,False
Mon CHFJPY 08-12UTC,Mon,CHFJPY,8,4,24,39,62,0.09979543345980346,0.11,-0.69,31,69,0.8322211908829924,6,12,-0.54,False,False,False
FriS NZDJPY 04-08UTC,FriS,NZDJPY,4,4,24,39,62,0.09979543345980346,0.11,-0.81,41,69,0.07401609034637918,5,12,1.19,False,False,False
TueS EURAUD 16-00UTC,TueS,EURAUD,16,8,24,39,62,0.09979543345980346,0.11,-0.93,37,69,0.315228245893399,8,12,1.51,False,False,False
FriS GBPAUD 04-08UTC,FriS,GBPAUD,4,4,24,39,62,0.09979543345980346,0.11,-0.67,48,69,0.0007751584747434322,7,12,0.72,False,False,True
WedS CADJPY 04-08UTC,WedS,CADJPY,4,4,24,39,62,0.09979543345980346,0.1,-0.69,40,69,0.11420011267664848,6,12,-0.01,False,False,False
ThuS NZDJPY 20-00UTC,ThuS,NZDJPY,20,4,24,39,62,0.09979543345980346,0.1,-0.72,45,69,0.0077161487268506326,9,12,2.1,False,False,True
TueS EURGBP 00-08UTC,TueS,EURGBP,0,8,24,39,62,0.09979543345980346,0.08,-0.57,36,69,0.40497452645946236,7,12,0.22,False,False,False
ThuS EURGBP 16-00UTC,ThuS,EURGBP,16,8,24,39,62,0.09979543345980346,0.08,-0.72,40,69,0.11420011267664848,5,12,-0.59,False,False,False
FriS EURGBP 00-08UTC,FriS,EURGBP,0,8,24,39,62,0.09979543345980346,0.07,-0.6,36,69,0.40497452645946236,4,12,-2.3,False,False,False
WedS EURGBP 04-08UTC,WedS,EURGBP,4,4,24,39,62,0.09979543345980346,0.06,-0.73,44,69,0.014746746765658644,7,12,0.51,False,False,True
WedS EURAUD 00-08UTC,WedS,EURAUD,0,8,24,39,62,0.09979543345980346,0.06,-1.5,38,69,0.2351842659290722,7,12,2.96,False,False,False
Wed CHFJPY 16-20UTC,Wed,CHFJPY,16,4,24,39,62,0.09979543345980346,0.04,-0.82,31,69,0.8322211908829924,4,12,-1.39,False,False,False
WedS CADJPY 08-16UTC,WedS,CADJPY,8,8,24,39,62,0.09979543345980346,0.03,-1.95,30,69,0.8857998873233515,7,12,2.44,False,False,False
MonS CHFJPY 20-00UTC,MonS,CHFJPY,20,4,24,39,62,0.09979543345980346,0.03,-0.79,54,69,1.306424001795009e-06,9,12,1.92,False,False,True
TueS EURGBP 16-20UTC,TueS,EURGBP,16,4,24,39,62,0.09979543345980346,0.03,-0.95,51,69,4.3843312314230094e-05,10,12,1.6,False,False,True
TueS EURGBP 16-00UTC,TueS,EURGBP,16,8,24,39,62,0.09979543345980346,0.02,-1.17,47,69,0.0017724064235105262,10,12,1.63,False,False,True
FriS NZDJPY 16-20UTC,FriS,NZDJPY,16,4,23,39,59,0.1683918175949657,0.18,-1.01,46,69,0.0038102609275128484,6,12,-0.14,False,False,True
ThuS GBPAUD 04-08UTC,ThuS,GBPAUD,4,4,23,39,59,0.1683918175949657,0.16,-0.31,41,69,0.07401609034637918,6,12,-0.63,False,False,False
TueS NZDJPY 12-16UTC,TueS,NZDJPY,12,4,23,39,59,0.1683918175949657,0.14,-1.47,41,69,0.07401609034637918,6,12,-0.3,False,False,False
Mon NZDJPY 08-16UTC,Mon,NZDJPY,8,8,23,39,59,0.1683918175949657,0.11,-2.81,33,69,0.684771754106601,6,12,0.7,False,False,False
ThuS EURGBP 04-08UTC,ThuS,EURGBP,4,4,23,39,59,0.1683918175949657,0.11,-0.51,37,69,0.315228245893399,8,12,0.41,False,False,False
MonS GBPAUD 00-04UTC,MonS,GBPAUD,0,4,23,39,59,0.1683918175949657,0.11,-0.82,45,69,0.0077161487268506326,8,12,1.02,False,False,True
ThuS CADJPY 00-04UTC,ThuS,CADJPY,0,4,23,39,59,0.1683918175949657,0.1,-1.27,51,69,4.3843312314230094e-05,10,12,3.8,False,False,True
ThuS CADJPY 16-00UTC,ThuS,CADJPY,16,8,23,39,59,0.1683918175949657,0.1,-0.9,40,69,0.11420011267664848,9,12,3.35,False,False,False
Fri EURAUD 12-16UTC,Fri,EURAUD,12,4,23,39,59,0.1683918175949657,0.1,-1.95,37,69,0.315228245893399,7,12,1.35,False,False,False
WedS CADJPY 08-12UTC,WedS,CADJPY,8,4,23,39,59,0.1683918175949657,0.09,-1.04,35,69,0.5,8,12,1.62,False,False,False
ThuS CHFJPY 12-16UTC,ThuS,CHFJPY,12,4,23,39,59,0.1683918175949657,0.09,-1.1,36,69,0.40497452645946236,5,12,0.15,False,False,False
WedS GBPAUD 12-16UTC,WedS,GBPAUD,12,4,23,39,59,0.1683918175949657,0.08,-0.85,31,69,0.8322211908829924,6,12,-0.73,False,False,False
WedS XAUUSD 08-12UTC,WedS,XAUUSD,8,4,23,39,59,0.1683918175949657,0.08,-1.42,7,9,,8,12,3.69,False,False,False
TueS GBPAUD 20-00UTC,TueS,GBPAUD,20,4,23,39,59,0.1683918175949657,0.07,-0.51,42,69,0.04559324528350576,9,12,2.21,False,False,True
MonS CHFJPY 00-04UTC,MonS,CHFJPY,0,4,23,39,59,0.1683918175949657,0.05,-0.99,51,69,4.3843312314230094e-05,8,12,2.33,False,False,True
Tue NZDJPY 16-00UTC,Tue,NZDJPY,16,8,23,39,59,0.1683918175949657,0.05,-1.01,31,69,0.8322211908829924,9,12,1.61,False,False,False
ThuS NZDJPY 04-08UTC,ThuS,NZDJPY,4,4,23,39,59,0.1683918175949657,0.05,-1.42,40,69,0.11420011267664848,7,12,1.78,False,False,False
Mon CADJPY 04-08UTC,Mon,CADJPY,4,4,23,39,59,0.1683918175949657,0.04,-2.32,31,69,0.8322211908829924,5,12,0.55,False,False,False
TueS CHFJPY 12-16UTC,TueS,CHFJPY,12,4,23,39,59,0.1683918175949657,0.04,-1.08,38,69,0.2351842659290722,4,12,-1.16,False,False,False
ThuS XAUUSD 16-20UTC,ThuS,XAUUSD,16,4,23,39,59,0.1683918175949657,0.04,-1.69,6,9,,3,12,-2.56,False,False,False
TueS CHFJPY 20-00UTC,TueS,CHFJPY,20,4,23,39,59,0.1683918175949657,0.03,-0.51,45,69,0.0077161487268506326,5,12,-0.27,False,False,True
WedS GBPAUD 20-00UTC,WedS,GBPAUD,20,4,23,39,59,0.1683918175949657,0.03,-0.47,35,69,0.5,7,12,-0.29,False,False,False
WedS NZDJPY 08-16UTC,WedS,NZDJPY,8,8,23,39,59,0.1683918175949657,0.02,-2.02,31,69,0.8322211908829924,8,12,3.06,False,False,False
MonS GBPAUD 04-08UTC,MonS,GBPAUD,4,4,23,39,59,0.1683918175949657,0.02,-2.09,37,69,0.315228245893399,8,12,1.21,False,False,False
MonS NZDJPY 20-00UTC,MonS,NZDJPY,20,4,23,39,59,0.1683918175949657,0.01,-1.7,42,69,0.04559324528350576,8,12,1.88,False,False,True
ThuS GBPAUD 16-00UTC,ThuS,GBPAUD,16,8,23,39,59,0.1683918175949657,0.01,-0.57,39,69,0.16777880911700757,5,12,0.1,False,False,False
Tue CHFJPY 00-08UTC,Tue,CHFJPY,0,8,23,39,59,0.1683918175949657,-0.03,-2.75,36,69,0.40497452645946236,6,12,-1.04,False,False,False
Fri EURAUD 16-20UTC,Fri,EURAUD,16,4,23,39,59,0.1683918175949657,-0.03,-1.01,28,69,0.9544067547164943,4,12,-2.67,False,False,False
WedS XAUUSD 08-16UTC,WedS,XAUUSD,8,8,23,39,59,0.1683918175949657,-0.03,-3.1,3,9,,5,12,2.55,False,False,False
TueS NAS100 00-04UTC,TueS,NAS100,0,4,22,31,71,0.014724686741828918,0.26,-0.9,34,42,3.438555745560734e-05,4,9,0.97,False,True,True
ThuS CADJPY 08-16UTC,ThuS,CADJPY,8,8,22,39,56,0.26119869024842046,0.25,-2.24,39,69,0.16777880911700757,6,12,0.13,False,False,False
WedS NZDJPY 16-20UTC,WedS,NZDJPY,16,4,22,39,56,0.26119869024842046,0.17,-1.02,32,69,0.7648157340709277,7,12,-1.77,False,False,False
TueS NZDJPY 00-08UTC,TueS,NZDJPY,0,8,22,39,56,0.26119869024842046,0.16,-2.04,38,69,0.2351842659290722,8,12,3.11,False,False,False
TueS EURAUD 12-16UTC,TueS,EURAUD,12,4,22,39,56,0.26119869024842046,0.15,-1.08,41,69,0.07401609034637918,5,12,-0.52,False,False,False
FriS NZDJPY 00-08UTC,FriS,NZDJPY,0,8,22,39,56,0.26119869024842046,0.14,-2.15,39,69,0.16777880911700757,7,12,1.36,False,False,False
TueS EURGBP 08-12UTC,TueS,EURGBP,8,4,22,39,56,0.26119869024842046,0.14,-0.79,45,69,0.0077161487268506326,5,12,1.07,False,False,True
FriS XAUUSD 08-16UTC,FriS,XAUUSD,8,8,22,39,56,0.26119869024842046,0.14,-3.14,7,9,,8,12,-2.28,False,False,False
FriS NZDJPY 00-04UTC,FriS,NZDJPY,0,4,22,39,56,0.26119869024842046,0.13,-1.24,44,69,0.014746746765658644,7,12,1.38,False,False,True
TueS EURAUD 08-16UTC,TueS,EURAUD,8,8,22,39,56,0.26119869024842046,0.13,-1.75,42,69,0.04559324528350576,6,12,0.52,False,False,True
ThuS XAUUSD 00-04UTC,ThuS,XAUUSD,0,4,22,39,56,0.26119869024842046,0.13,-1.15,5,9,,7,12,2.92,False,False,False
Wed CHFJPY 08-16UTC,Wed,CHFJPY,8,8,22,39,56,0.26119869024842046,0.12,-2.18,32,69,0.7648157340709277,5,12,-0.66,False,False,False
MonS NZDJPY 00-04UTC,MonS,NZDJPY,0,4,22,39,56,0.26119869024842046,0.12,-1.57,33,69,0.684771754106601,7,12,2.08,False,False,False
FriS EURAUD 00-08UTC,FriS,EURAUD,0,8,22,39,56,0.26119869024842046,0.11,-1.23,36,69,0.40497452645946236,4,12,-2.73,False,False,False
WedS CADJPY 16-20UTC,WedS,CADJPY,16,4,22,39,56,0.26119869024842046,0.1,-0.78,29,69,0.9259839096536209,3,12,-3.16,False,False,False
Thu XAUUSD 16-00UTC,Thu,XAUUSD,16,8,22,39,56,0.26119869024842046,0.1,-1.37,3,9,,10,12,8.32,False,False,False
ThuS CADJPY 12-16UTC,ThuS,CADJPY,12,4,22,39,56,0.26119869024842046,0.09,-1.31,41,69,0.07401609034637918,5,12,-1.34,False,False,False
TueS CHFJPY 08-12UTC,TueS,CHFJPY,8,4,22,39,56,0.26119869024842046,0.09,-0.74,38,69,0.2351842659290722,7,12,0.64,False,False,False
Wed CHFJPY 00-04UTC,Wed,CHFJPY,0,4,22,39,56,0.26119869024842046,0.09,-0.97,24,69,0.9961897390724872,7,12,-0.01,False,False,False
WedS EURGBP 12-16UTC,WedS,EURGBP,12,4,22,39,56,0.26119869024842046,0.09,-0.79,44,69,0.014746746765658644,7,12,0.15,False,False,True
FriS EURGBP 08-16UTC,FriS,EURGBP,8,8,22,39,56,0.26119869024842046,0.09,-1.75,35,69,0.5,7,12,-0.79,False,False,False
WedS GBPAUD 00-08UTC,WedS,GBPAUD,0,8,22,39,56,0.26119869024842046,0.09,-1.72,36,69,0.40497452645946236,9,12,4.77,False,False,False
Wed GBPAUD 16-00UTC,Wed,GBPAUD,16,8,22,39,56,0.26119869024842046,0.09,-0.67,31,69,0.8322211908829924,5,12,-2.31,False,False,False
FriS XAUUSD 12-16UTC,FriS,XAUUSD,12,4,22,39,56,0.26119869024842046,0.09,-2.51,6,9,,5,12,-3.71,False,False,False
FriS EURGBP 12-16UTC,FriS,EURGBP,12,4,22,39,56,0.26119869024842046,0.08,-1.21,38,69,0.2351842659290722,6,12,-0.66,False,False,False
ThuS CADJPY 16-20UTC,ThuS,CADJPY,16,4,22,39,56,0.26119869024842046,0.07,-0.96,42,69,0.04559324528350576,8,12,1.08,False,False,True
TueS CHFJPY 08-16UTC,TueS,CHFJPY,8,8,22,39,56,0.26119869024842046,0.07,-1.12,39,69,0.16777880911700757,5,12,-1.1,False,False,False
FriS CHFJPY 00-04UTC,FriS,CHFJPY,0,4,22,39,56,0.26119869024842046,0.07,-0.65,39,69,0.16777880911700757,5,12,-0.6,False,False,False
WedS EURGBP 08-16UTC,WedS,EURGBP,8,8,22,39,56,0.26119869024842046,0.07,-1.44,47,69,0.0017724064235105262,6,12,0.02,False,False,True
MonS EURAUD 08-16UTC,MonS,EURAUD,8,8,22,39,56,0.26119869024842046,0.07,-2.2,37,69,0.315228245893399,7,12,0.35,False,False,False
Wed XAUUSD 20-00UTC,Wed,XAUUSD,20,4,22,39,56,0.26119869024842046,0.07,-0.64,2,9,,9,12,2.02,False,False,False
Mon CHFJPY 12-16UTC,Mon,CHFJPY,12,4,22,39,56,0.26119869024842046,0.06,-1.19,36,69,0.40497452645946236,7,12,0.78,False,False,False
Wed NZDJPY 00-08UTC,Wed,NZDJPY,0,8,22,39,56,0.26119869024842046,0.06,-3.27,37,69,0.315228245893399,7,12,0.11,False,False,False
Tue GBPAUD 04-08UTC,Tue,GBPAUD,4,4,22,39,56,0.26119869024842046,0.06,-1.52,33,69,0.684771754106601,4,12,-1.0,False,False,False
Tue CADJPY 16-20UTC,Tue,CADJPY,16,4,22,39,56,0.26119869024842046,0.05,-0.66,29,69,0.9259839096536209,6,12,0.47,False,False,False
FriS XAUUSD 04-08UTC,FriS,XAUUSD,4,4,22,39,56,0.26119869024842046,0.05,-1.29,4,9,,8,12,1.94,False,False,False
Mon CHFJPY 04-08UTC,Mon,CHFJPY,4,4,22,39,56,0.26119869024842046,0.04,-1.9,34,69,0.5950254735405377,6,12,-0.13,False,False,False
