family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
暗号資産格子,ETHUSD,Wed 04-08UTC,18,39,0.462,-13.93,169,0.7388013097515795,14,20,17.02,45,0.489,False
暗号資産格子,ETHUSD,FriS 08-16UTC,18,39,0.462,1.63,170,0.7388013097515795,9,20,-2.34,45,0.311,False
暗号資産格子,ETHUSD,Sun 04-08UTC,18,39,0.462,2.64,169,0.7388013097515795,7,20,-14.17,13,0.615,False
暗号資産格子,ETHUSD,SunS 20-00UTC,18,39,0.462,-10.18,168,0.7388013097515795,10,20,-3.58,13,0.077,False
暗号資産格子,ETHUSD,ThuS 08-16UTC,18,39,0.462,-11.0,169,0.7388013097515795,14,20,56.09,45,0.422,False
暗号資産格子,ETHUSD,Tue 16-20UTC,18,39,0.462,-17.81,169,0.7388013097515795,7,20,-5.61,45,0.422,False
暗号資産格子,ETHUSD,Sun 16-20UTC,18,39,0.462,-4.96,169,0.7388013097515795,9,20,-14.25,13,0.615,False
暗号資産格子,ETHUSD,Sat 16-00UTC,18,39,0.462,-0.07,168,0.7388013097515795,9,20,-4.12,13,0.462,False
暗号資産格子,ETHUSD,MonS 16-20UTC,18,39,0.462,-8.52,168,0.7388013097515795,7,20,-1.51,45,0.489,False
暗号資産格子,ETHUSD,Tue 00-08UTC,18,39,0.462,-10.51,170,0.7388013097515795,4,20,-57.6,45,0.356,False
暗号資産格子,ETHUSD,Fri 20-00UTC,17,39,0.436,-19.47,169,0.8316081824050343,5,20,-24.85,13,0.462,False
暗号資産格子,ETHUSD,Sun 00-08UTC,17,39,0.436,-8.44,169,0.8316081824050343,9,20,-2.81,13,0.538,False
暗号資産格子,ETHUSD,Fri 16-00UTC,17,39,0.436,-14.67,169,0.8316081824050343,9,20,-14.57,13,0.615,False
暗号資産格子,ETHUSD,FriS 04-08UTC,17,39,0.436,-4.89,170,0.8316081824050343,11,20,-2.45,45,0.511,False
暗号資産格子,ETHUSD,Thu 16-00UTC,17,39,0.436,-17.73,169,0.8316081824050343,7,20,-32.02,45,0.267,False
暗号資産格子,ETHUSD,Fri 12-16UTC,17,39,0.436,-19.99,170,0.8316081824050343,7,20,-23.98,45,0.489,False
暗号資産格子,ETHUSD,Sat 04-08UTC,17,39,0.436,-10.78,168,0.8316081824050343,4,20,-24.3,13,0.462,False
暗号資産格子,ETHUSD,TueS 00-08UTC,17,39,0.436,-9.49,170,0.8316081824050343,12,20,37.6,45,0.511,False
暗号資産格子,ETHUSD,TueS 00-04UTC,17,39,0.436,-5.94,170,0.8316081824050343,12,20,16.89,45,0.622,False
暗号資産格子,ETHUSD,Wed 20-00UTC,17,39,0.436,-5.27,169,0.8316081824050343,12,20,8.39,45,0.578,False
暗号資産格子,ETHUSD,WedS 00-04UTC,17,39,0.436,-15.42,169,0.8316081824050343,8,20,-11.07,45,0.533,False
暗号資産格子,BTCUSD,Tue 12-16UTC,17,39,0.436,-13.59,169,0.8316081824050343,8,20,-11.91,45,0.467,False
暗号資産格子,ETHUSD,Mon 16-20UTC,17,39,0.436,-11.48,168,0.8316081824050343,11,20,-18.49,45,0.378,False
暗号資産格子,ETHUSD,Tue 00-04UTC,17,39,0.436,-14.06,170,0.8316081824050343,6,20,-36.89,45,0.333,False
暗号資産格子,ETHUSD,MonS 00-08UTC,17,39,0.436,3.17,168,0.8316081824050343,7,20,-0.66,45,0.467,False
暗号資産格子,ETHUSD,Fri 08-12UTC,17,39,0.436,-10.62,170,0.8316081824050343,10,20,-3.75,45,0.556,False
暗号資産格子,ETHUSD,SunS 08-16UTC,17,39,0.436,-9.11,168,0.8316081824050343,8,20,-14.65,13,0.538,False
暗号資産格子,BTCUSD,FriS 04-08UTC,17,39,0.436,-5.35,170,0.8316081824050343,9,20,-5.05,45,0.467,False
暗号資産格子,BTCUSD,ThuS 16-00UTC,17,39,0.436,6.23,169,0.8316081824050343,9,20,2.49,45,0.556,False
暗号資産格子,BTCUSD,Wed 16-00UTC,17,39,0.436,-8.23,169,0.8316081824050343,9,20,3.5,45,0.511,False
暗号資産格子,BTCUSD,Tue 08-16UTC,17,39,0.436,-10.44,169,0.8316081824050343,8,20,-6.1,45,0.444,False
暗号資産格子,BTCUSD,WedS 12-16UTC,17,39,0.436,-19.43,169,0.8316081824050343,8,20,-14.43,45,0.422,False
暗号資産格子,BTCUSD,TueS 16-00UTC,17,39,0.436,-12.44,168,0.8316081824050343,8,20,-22.15,45,0.444,False
暗号資産格子,BTCUSD,Sun 04-08UTC,17,39,0.436,-2.87,169,0.8316081824050343,5,20,-11.15,13,0.538,False
暗号資産格子,BTCUSD,Sat 00-08UTC,17,39,0.436,-10.42,169,0.8316081824050343,3,20,-25.73,13,0.538,False
暗号資産格子,BTCUSD,SunS 12-16UTC,17,39,0.436,-6.2,168,0.8316081824050343,7,20,-8.25,13,0.462,False
暗号資産格子,BTCUSD,Fri 16-20UTC,17,39,0.436,-4.69,169,0.8316081824050343,8,20,-10.09,43,0.512,False
暗号資産格子,BTCUSD,ThuS 04-08UTC,17,39,0.436,-11.95,169,0.8316081824050343,7,20,-9.2,45,0.467,False
暗号資産格子,BTCUSD,FriS 00-08UTC,16,39,0.41,-6.86,170,0.9002045665401965,11,20,-6.78,46,0.565,False
暗号資産格子,BTCUSD,WedS 04-08UTC,16,39,0.41,-9.17,168,0.9002045665401965,3,20,-27.85,45,0.356,False
暗号資産格子,BTCUSD,WedS 00-04UTC,16,39,0.41,-8.45,168,0.9002045665401965,11,20,-6.08,45,0.444,False
暗号資産格子,BTCUSD,WedS 00-08UTC,16,39,0.41,-7.57,168,0.9002045665401965,3,20,-23.74,45,0.444,False
暗号資産格子,BTCUSD,Wed 00-08UTC,16,39,0.41,-12.43,168,0.9002045665401965,9,20,3.74,45,0.444,False
暗号資産格子,BTCUSD,Fri 12-16UTC,16,39,0.41,-17.54,170,0.9002045665401965,6,20,-14.71,45,0.444,False
暗号資産格子,BTCUSD,Sat 04-08UTC,16,39,0.41,-15.39,168,0.9002045665401965,3,20,-28.54,13,0.308,False
暗号資産格子,BTCUSD,Sat 20-00UTC,16,39,0.41,-3.05,168,0.9002045665401965,6,20,-7.62,13,0.385,False
暗号資産格子,BTCUSD,Thu 00-08UTC,16,39,0.41,-12.04,169,0.9002045665401965,7,20,-13.27,45,0.356,False
暗号資産格子,BTCUSD,FriS 16-20UTC,16,39,0.41,-15.31,169,0.9002045665401965,10,20,-9.91,43,0.349,False
暗号資産格子,BTCUSD,Sun 00-08UTC,16,39,0.41,-8.36,169,0.9002045665401965,10,20,-2.24,13,0.462,False
暗号資産格子,BTCUSD,Mon 08-16UTC,16,39,0.41,1.38,168,0.9002045665401965,13,20,0.85,45,0.489,False
暗号資産格子,BTCUSD,Tue 04-08UTC,16,39,0.41,-7.96,170,0.9002045665401965,7,20,-26.92,45,0.4,False
暗号資産格子,BTCUSD,MonS 16-20UTC,16,39,0.41,-8.95,168,0.9002045665401965,5,20,-8.54,45,0.422,False
暗号資産格子,BTCUSD,MonS 12-16UTC,16,39,0.41,-27.63,168,0.9002045665401965,4,20,-18.41,45,0.422,False
暗号資産格子,ETHUSD,SatS 16-20UTC,16,39,0.41,-9.25,168,0.9002045665401965,7,20,-14.42,13,0.462,False
暗号資産格子,ETHUSD,Sun 08-12UTC,16,39,0.41,-1.69,169,0.9002045665401965,9,20,-13.9,13,0.308,False
暗号資産格子,ETHUSD,TueS 08-12UTC,16,39,0.41,-14.98,170,0.9002045665401965,6,20,-27.93,45,0.511,False
暗号資産格子,ETHUSD,Fri 08-16UTC,16,39,0.41,-21.63,170,0.9002045665401965,9,20,-17.66,45,0.6,False
暗号資産格子,ETHUSD,SunS 00-04UTC,16,39,0.41,0.94,169,0.9002045665401965,5,20,-21.43,13,0.462,False
暗号資産格子,ETHUSD,FriS 20-00UTC,16,39,0.41,-0.53,169,0.9002045665401965,11,20,4.85,13,0.154,False
暗号資産格子,ETHUSD,Mon 08-16UTC,16,39,0.41,-2.54,168,0.9002045665401965,11,20,10.12,45,0.467,False
暗号資産格子,ETHUSD,Mon 12-16UTC,16,39,0.41,4.49,168,0.9002045665401965,10,20,0.45,45,0.489,False
暗号資産格子,ETHUSD,TueS 16-00UTC,16,39,0.41,-6.19,169,0.9002045665401965,9,20,-32.84,45,0.444,False
暗号資産格子,ETHUSD,WedS 16-20UTC,16,39,0.41,-12.67,169,0.9002045665401965,6,20,-35.1,45,0.378,False
暗号資産格子,ETHUSD,FriS 16-20UTC,16,39,0.41,-14.69,169,0.9002045665401965,8,20,-20.13,43,0.442,False
暗号資産格子,ETHUSD,Sat 16-20UTC,16,39,0.41,-10.75,168,0.9002045665401965,9,20,-5.58,13,0.385,False
暗号資産格子,BTCUSD,Fri 08-16UTC,16,39,0.41,-8.61,170,0.9002045665401965,9,20,-6.44,45,0.6,False
暗号資産格子,BTCUSD,ThuS 00-08UTC,16,39,0.41,-7.96,169,0.9002045665401965,11,20,-6.73,45,0.578,False
暗号資産格子,BTCUSD,Fri 08-12UTC,16,39,0.41,-0.6,170,0.9002045665401965,11,20,-2.08,45,0.511,False
暗号資産格子,ETHUSD,TueS 08-16UTC,16,39,0.41,1.06,169,0.9002045665401965,8,20,-26.72,45,0.533,False
暗号資産格子,BTCUSD,Thu 20-00UTC,16,39,0.41,-17.0,169,0.9002045665401965,12,20,6.4,45,0.356,False
暗号資産格子,ETHUSD,TueS 16-20UTC,15,39,0.385,-2.19,169,0.9459354892969714,7,20,-14.39,45,0.511,False
暗号資産格子,ETHUSD,Wed 12-16UTC,15,39,0.385,-12.65,169,0.9459354892969714,10,20,-9.05,45,0.489,False
暗号資産格子,ETHUSD,WedS 04-08UTC,15,39,0.385,-6.07,169,0.9459354892969714,3,20,-37.02,45,0.422,False
