legs,w,maxcorr,roll,cagr,cum,dd,wm,wd,pos,sh,yrs,calmar
Mon AUDJPY + Mon CHFJPY + Roll CADJPY,0.16 / 0.20 / 0.64,0.59,True,2.6,13.5,-1.3,-0.4,-0.48,40/58,1.89,2022:+1.7 2023:+5.4 2024:+1.8 2025:+2.1 2026:+1.0,2.0
Mon AUDJPY + Mon CHFJPY + Roll EURJPY,0.14 / 0.18 / 0.67,0.59,True,2.5,13.0,-0.9,-0.3,-0.43,38/59,2.01,2022:+1.7 2023:+4.8 2024:+1.9 2025:+2.2 2026:+1.0,2.78
Mon AUDJPY + Mon CHFJPY + Roll GBPJPY,0.15 / 0.19 / 0.66,0.59,True,3.1,15.9,-0.8,-0.3,-0.46,44/59,2.29,2022:+2.2 2023:+5.5 2024:+2.3 2025:+2.6 2026:+1.4,3.88
Mon AUDJPY + Mon CHFJPY + Roll USDJPY,0.18 / 0.23 / 0.59,0.59,True,3.2,16.9,-1.2,-0.4,-0.54,45/59,2.05,2022:+1.8 2023:+6.2 2024:+2.1 2025:+3.3 2026:+1.3,2.67
Mon AUDJPY + Mon CHFJPY + TSMOM XAUUSD,0.39 / 0.51 / 0.10,0.59,False,5.2,28.4,-3.2,-1.1,-1.25,36/58,1.5,2022:+3.8 2023:+7.1 2024:+3.4 2025:+6.0 2026:+3.2,1.62
Mon AUDJPY + Mon CHFJPY + v4 AUDUSD,0.30 / 0.39 / 0.31,0.59,False,4.0,21.4,-2.4,-0.9,-1.04,36/58,1.52,2022:+3.4 2023:+9.1 2024:+0.2 2025:+2.5 2026:+2.2,1.67
Mon AUDJPY + Mon EURJPY + Mon GBPJPY,0.29 / 0.36 / 0.35,0.81,False,5.4,29.5,-2.3,-0.9,-1.47,40/58,1.57,2022:+6.8 2023:+7.9 2024:+1.5 2025:+3.4 2026:+4.3,2.35
Mon AUDJPY + Mon EURJPY + Mon GBPUSD,0.28 / 0.35 / 0.37,0.67,False,4.1,21.6,-2.2,-0.9,-1.24,42/58,1.44,2022:+3.2 2023:+6.4 2024:+0.3 2025:+4.2 2026:+4.3,1.86
Mon AUDJPY + Mon EURJPY + Mon GER40,0.36 / 0.45 / 0.20,0.67,False,5.0,27.0,-2.4,-1.2,-1.31,35/58,1.43,2022:+5.1 2023:+5.7 2024:+1.5 2025:+4.4 2026:+5.4,2.08
Mon AUDJPY + Mon EURJPY + Mon NAS100,0.37 / 0.46 / 0.17,0.67,False,5.6,30.7,-2.9,-1.1,-1.24,40/58,1.54,2022:+7.4 2023:+8.9 2024:+1.4 2025:+3.8 2026:+3.4,1.93
Mon AUDJPY + Mon EURJPY + Mon NZDJPY,0.30 / 0.38 / 0.32,0.9,False,4.8,25.9,-2.4,-1.3,-1.36,39/58,1.34,2022:+5.3 2023:+8.4 2024:+0.2 2025:+3.0 2026:+4.1,2.0
Mon AUDJPY + Mon EURJPY + Mon US500,0.34 / 0.42 / 0.24,0.67,False,5.0,26.9,-2.6,-1.0,-1.48,41/58,1.45,2022:+5.4 2023:+8.5 2024:+0.9 2025:+3.8 2026:+3.5,1.92
Mon AUDJPY + Mon EURJPY + Mon USDJPY,0.29 / 0.36 / 0.35,0.67,False,4.3,22.9,-2.0,-0.9,-1.23,41/58,1.34,2022:+7.5 2023:+6.4 2024:+1.4 2025:+1.1 2026:+2.3,2.15
Mon AUDJPY + Mon EURJPY + Roll AUDJPY,0.19 / 0.24 / 0.57,0.67,True,3.0,15.8,-1.0,-0.4,-0.65,39/59,1.79,2022:+3.0 2023:+5.1 2024:+1.0 2025:+2.7 2026:+1.9,3.0
Mon AUDJPY + Mon EURJPY + Roll CADJPY,0.16 / 0.20 / 0.64,0.67,True,2.7,14.2,-1.2,-0.4,-0.54,39/58,1.93,2022:+2.1 2023:+5.2 2024:+1.6 2025:+2.3 2026:+1.3,2.25
Mon AUDJPY + Mon EURJPY + Roll EURJPY,0.14 / 0.18 / 0.68,0.67,True,2.6,13.6,-0.8,-0.3,-0.49,39/59,2.05,2022:+2.1 2023:+4.6 2024:+1.7 2025:+2.3 2026:+1.3,3.25
Mon AUDJPY + Mon EURJPY + Roll GBPJPY,0.15 / 0.19 / 0.66,0.67,True,3.2,16.6,-0.8,-0.3,-0.52,43/59,2.32,2022:+2.7 2023:+5.3 2024:+2.2 2025:+2.8 2026:+1.8,4.0
Mon AUDJPY + Mon EURJPY + Roll USDJPY,0.18 / 0.22 / 0.60,0.67,True,3.4,17.7,-1.0,-0.5,-0.61,43/59,2.09,2022:+2.3 2023:+6.0 2024:+1.9 2025:+3.5 2026:+1.7,3.4
Mon AUDJPY + Mon EURJPY + TSMOM XAUUSD,0.40 / 0.50 / 0.10,0.67,False,5.6,30.5,-3.0,-1.0,-1.56,38/58,1.55,2022:+4.9 2023:+6.6 2024:+3.0 2025:+6.5 2026:+4.2,1.87
Mon AUDJPY + Mon EURJPY + v4 AUDUSD,0.30 / 0.38 / 0.32,0.67,False,4.3,22.8,-2.4,-0.7,-1.04,40/58,1.57,2022:+4.2 2023:+8.8 2024:-0.2 2025:+2.9 2026:+2.9,1.79
Mon AUDJPY + Mon GBPJPY + Mon GBPUSD,0.29 / 0.34 / 0.37,0.72,False,4.8,25.8,-2.6,-1.1,-1.37,42/58,1.58,2022:+3.1 2023:+6.6 2024:+1.3 2025:+5.3 2026:+5.5,1.85
Mon AUDJPY + Mon GBPJPY + Mon GER40,0.36 / 0.44 / 0.20,0.72,False,5.9,32.7,-2.7,-1.1,-1.29,38/58,1.64,2022:+5.0 2023:+5.9 2024:+2.8 2025:+5.7 2026:+7.0,2.19
Mon AUDJPY + Mon GBPJPY + Mon NAS100,0.38 / 0.45 / 0.18,0.72,False,6.6,36.9,-3.0,-1.0,-1.4,46/58,1.75,2022:+7.3 2023:+9.3 2024:+2.8 2025:+5.2 2026:+5.0,2.2
Mon AUDJPY + Mon GBPJPY + Mon NZDJPY,0.31 / 0.37 / 0.32,0.9,False,5.6,30.7,-2.5,-1.3,-1.49,39/58,1.51,2022:+5.3 2023:+8.6 2024:+1.3 2025:+4.1 2026:+5.4,2.24
Mon AUDJPY + Mon GBPJPY + Mon US500,0.34 / 0.41 / 0.24,0.72,False,5.9,32.3,-2.7,-1.0,-1.63,44/58,1.65,2022:+5.3 2023:+8.8 2024:+2.2 2025:+5.0 2026:+4.9,2.19
Mon AUDJPY + Mon GBPJPY + Mon USDJPY,0.29 / 0.35 / 0.36,0.72,False,5.0,27.3,-2.1,-0.9,-1.16,41/58,1.54,2022:+7.5 2023:+6.6 2024:+2.4 2025:+2.0 2026:+3.5,2.38
Mon AUDJPY + Mon GBPJPY + Roll AUDJPY,0.19 / 0.23 / 0.58,0.72,True,3.5,18.4,-1.1,-0.5,-0.64,40/59,2.01,2022:+3.0 2023:+5.2 2024:+1.7 2025:+3.4 2026:+2.7,3.18
Mon AUDJPY + Mon GBPJPY + Roll CADJPY,0.16 / 0.19 / 0.65,0.72,True,3.1,16.3,-1.3,-0.4,-0.53,42/58,2.15,2022:+2.1 2023:+5.3 2024:+2.2 2025:+2.8 2026:+2.0,2.38
Mon AUDJPY + Mon GBPJPY + Roll EURJPY,0.14 / 0.17 / 0.68,0.72,True,3.0,15.5,-0.8,-0.4,-0.48,43/59,2.27,2022:+2.1 2023:+4.7 2024:+2.2 2025:+2.8 2026:+1.9,3.75
Mon AUDJPY + Mon GBPJPY + Roll GBPJPY,0.15 / 0.18 / 0.66,0.72,True,3.5,18.6,-0.9,-0.3,-0.51,46/59,2.54,2022:+2.6 2023:+5.4 2024:+2.7 2025:+3.3 2026:+2.4,3.89
Mon AUDJPY + Mon GBPJPY + Roll USDJPY,0.18 / 0.22 / 0.60,0.72,True,3.8,20.2,-1.1,-0.4,-0.6,45/59,2.31,2022:+2.3 2023:+6.1 2024:+2.6 2025:+4.1 2026:+2.4,3.45
Mon AUDJPY + Mon GBPJPY + TSMOM XAUUSD,0.41 / 0.49 / 0.10,0.72,False,6.6,37.2,-3.3,-1.2,-1.47,38/58,1.77,2022:+4.8 2023:+6.9 2024:+4.5 2025:+8.1 2026:+5.9,2.0
Mon AUDJPY + Mon GBPJPY + v4 AUDUSD,0.31 / 0.37 / 0.32,0.72,False,5.1,27.4,-2.6,-0.6,-1.03,44/58,1.8,2022:+4.2 2023:+9.0 2024:+0.9 2025:+4.0 2026:+4.2,1.96
Mon AUDJPY + Mon GBPUSD + Mon GER40,0.35 / 0.46 / 0.19,0.29,False,4.2,22.5,-3.9,-0.9,-1.1,35/58,1.34,2022:+0.7 2023:+4.1 2024:+1.2 2025:+6.6 2026:+6.9,1.08
Mon AUDJPY + Mon GBPUSD + Mon NAS100,0.36 / 0.47 / 0.17,0.29,False,4.8,26.0,-3.0,-1.3,-1.22,39/58,1.48,2022:+2.7 2023:+7.2 2024:+1.1 2025:+6.2 2026:+5.0,1.6
Mon AUDJPY + Mon GBPUSD + Mon NZDJPY,0.30 / 0.39 / 0.31,0.9,False,4.2,22.2,-2.9,-1.2,-1.34,39/58,1.32,2022:+1.6 2023:+6.9 2024:-0.1 2025:+4.9 2026:+5.4,1.45
Mon AUDJPY + Mon GBPUSD + Mon US500,0.33 / 0.43 / 0.24,0.35,False,4.2,22.6,-3.3,-1.3,-1.45,39/58,1.37,2022:+1.2 2023:+6.9 2024:+0.6 2025:+5.9 2026:+4.9,1.27
Mon AUDJPY + Mon GBPUSD + Mon USDJPY,0.28 / 0.37 / 0.35,0.48,False,3.7,19.5,-1.7,-0.8,-1.0,41/58,1.57,2022:+3.8 2023:+5.1 2024:+1.1 2025:+2.9 2026:+3.5,2.18
Mon AUDJPY + Mon GBPUSD + Roll AUDJPY,0.19 / 0.24 / 0.57,0.29,True,2.7,13.7,-1.4,-0.6,-0.56,41/59,1.74,2022:+0.7 2023:+4.3 2024:+0.8 2025:+3.9 2026:+2.7,1.93
Mon AUDJPY + Mon GBPUSD + Roll CADJPY,0.16 / 0.20 / 0.64,0.29,True,2.4,12.4,-1.3,-0.5,-0.47,44/58,1.9,2022:+0.2 2023:+4.4 2024:+1.4 2025:+3.3 2026:+2.0,1.85
Mon AUDJPY + Mon GBPUSD + Roll EURJPY,0.14 / 0.19 / 0.67,0.29,True,2.3,12.1,-1.0,-0.4,-0.42,41/59,2.03,2022:+0.4 2023:+4.0 2024:+1.6 2025:+3.2 2026:+1.9,2.3
Mon AUDJPY + Mon GBPUSD + Roll GBPJPY,0.15 / 0.20 / 0.65,0.29,True,2.9,14.9,-1.1,-0.4,-0.45,45/59,2.33,2022:+0.8 2023:+4.6 2024:+2.0 2025:+3.7 2026:+2.4,2.64
Mon AUDJPY + Mon GBPUSD + Roll USDJPY,0.18 / 0.23 / 0.59,0.29,True,3.0,15.6,-1.4,-0.5,-0.53,43/59,2.07,2022:+0.2 2023:+5.2 2024:+1.8 2025:+4.6 2026:+2.5,2.14
Mon AUDJPY + Mon GBPUSD + TSMOM XAUUSD,0.39 / 0.51 / 0.10,0.29,False,4.7,25.3,-4.3,-1.0,-1.13,39/58,1.45,2022:+0.0 2023:+4.8 2024:+2.6 2025:+9.1 2026:+5.9,1.09
Mon AUDJPY + Mon GBPUSD + v4 AUDUSD,0.30 / 0.39 / 0.31,0.29,False,3.6,19.2,-2.4,-1.0,-0.89,42/58,1.52,2022:+0.5 2023:+7.3 2024:-0.4 2025:+4.8 2026:+4.2,1.5
Mon AUDJPY + Mon GER40 + Mon NAS100,0.49 / 0.27 / 0.23,0.39,False,6.4,35.4,-3.8,-1.4,-1.56,39/58,1.36,2022:+5.1 2023:+6.5 2024:+3.1 2025:+7.1 2026:+6.7,1.68
Mon AUDJPY + Mon GER40 + Mon NZDJPY,0.38 / 0.21 / 0.40,0.9,False,5.2,28.2,-3.4,-1.6,-1.31,35/58,1.32,2022:+3.1 2023:+6.4 2024:+1.2 2025:+5.3 2026:+6.8,1.53
Mon AUDJPY + Mon GER40 + Mon US500,0.44 / 0.24 / 0.31,0.45,False,5.4,29.7,-4.4,-1.1,-1.43,38/58,1.27,2022:+2.8 2023:+6.2 2024:+2.3 2025:+6.7 2026:+6.4,1.23
Mon AUDJPY + Mon GER40 + Mon USDJPY,0.36 / 0.20 / 0.44,0.48,False,4.5,24.2,-2.2,-1.1,-1.29,38/58,1.39,2022:+5.9 2023:+4.0 2024:+2.6 2025:+2.7 2026:+4.3,2.05
Mon AUDJPY + Mon GER40 + Roll AUDJPY,0.22 / 0.12 / 0.66,0.19,True,3.0,15.5,-1.2,-0.5,-0.69,34/59,1.73,2022:+1.4 2023:+3.5 2024:+1.6 2025:+4.0 2026:+3.1,2.5
Mon AUDJPY + Mon GER40 + Roll CADJPY,0.18 / 0.10 / 0.72,0.19,True,2.7,13.7,-1.2,-0.4,-0.56,37/58,1.89,2022:+0.7 2023:+3.9 2024:+2.2 2025:+3.2 2026:+2.2,2.25
Mon AUDJPY + Mon GER40 + Roll EURJPY,0.16 / 0.09 / 0.75,0.19,True,2.5,13.1,-1.0,-0.4,-0.5,37/59,2.02,2022:+0.9 2023:+3.4 2024:+2.3 2025:+3.2 2026:+2.1,2.5
Mon AUDJPY + Mon GER40 + Roll GBPJPY,0.17 / 0.09 / 0.74,0.19,True,3.1,16.4,-0.9,-0.3,-0.54,41/59,2.34,2022:+1.4 2023:+4.0 2024:+2.8 2025:+3.8 2026:+2.7,3.44
Mon AUDJPY + Mon GER40 + Roll USDJPY,0.20 / 0.11 / 0.68,0.19,True,3.4,17.6,-1.5,-0.4,-0.65,39/59,2.07,2022:+0.7 2023:+4.6 2024:+2.7 2025:+4.8 2026:+2.8,2.27
Mon AUDJPY + Mon GER40 + TSMOM XAUUSD,0.56 / 0.31 / 0.14,0.19,False,6.4,35.7,-4.8,-1.7,-1.76,38/58,1.47,2022:+1.5 2023:+3.1 2024:+5.6 2025:+11.4 2026:+8.2,1.33
Mon AUDJPY + Mon GER40 + v4 AUDUSD,0.39 / 0.21 / 0.40,0.19,False,4.5,24.2,-2.3,-0.7,-1.22,34/58,1.49,2022:+1.7 2023:+6.8 2024:+0.7 2025:+5.2 2026:+5.3,1.96
Mon AUDJPY + Mon NAS100 + Mon NZDJPY,0.40 / 0.19 / 0.42,0.9,False,5.9,32.3,-3.5,-1.3,-1.54,39/58,1.4,2022:+5.4 2023:+9.9 2024:+1.1 2025:+4.8 2026:+4.8,1.69
Mon AUDJPY + Mon NAS100 + Mon US500,0.46 / 0.22 / 0.33,0.93,False,6.2,34.5,-4.5,-2.2,-2.22,40/58,1.26,2022:+5.5 2023:+10.4 2024:+2.2 2025:+6.0 2026:+4.0,1.38
Mon AUDJPY + Mon NAS100 + Mon USDJPY,0.37 / 0.17 / 0.45,0.48,False,5.1,27.9,-3.0,-1.2,-1.55,39/58,1.48,2022:+8.2 2023:+7.2 2024:+2.5 2025:+2.1 2026:+2.4,1.7
Mon AUDJPY + Mon NAS100 + Roll AUDJPY,0.22 / 0.10 / 0.67,0.28,True,3.3,17.4,-1.5,-0.6,-0.66,43/59,1.83,2022:+2.7 2023:+5.4 2024:+1.6 2025:+3.7 2026:+1.9,2.2
Mon AUDJPY + Mon NAS100 + Roll CADJPY,0.18 / 0.08 / 0.74,0.28,True,2.9,15.2,-1.2,-0.7,-0.53,41/58,1.99,2022:+1.7 2023:+5.4 2024:+2.2 2025:+3.0 2026:+1.2,2.42
Mon AUDJPY + Mon NAS100 + Roll EURJPY,0.16 / 0.08 / 0.76,0.28,True,2.8,14.4,-1.0,-0.4,-0.48,41/59,2.12,2022:+1.8 2023:+4.7 2024:+2.2 2025:+2.9 2026:+1.2,2.8
Mon AUDJPY + Mon NAS100 + Roll GBPJPY,0.17 / 0.08 / 0.75,0.28,True,3.4,17.9,-1.0,-0.6,-0.51,45/59,2.43,2022:+2.3 2023:+5.5 2024:+2.8 2025:+3.5 2026:+1.8,3.4
Mon AUDJPY + Mon NAS100 + Roll USDJPY,0.21 / 0.10 / 0.69,0.28,True,3.7,19.4,-1.4,-0.7,-0.62,43/59,2.17,2022:+1.9 2023:+6.4 2024:+2.7 2025:+4.5 2026:+1.7,2.64
Mon AUDJPY + Mon NAS100 + TSMOM XAUUSD,0.58 / 0.27 / 0.14,0.28,False,7.5,42.5,-3.8,-1.2,-1.63,39/58,1.6,2022:+4.9 2023:+8.1 2024:+5.6 2025:+10.9 2026:+5.2,1.97
Mon AUDJPY + Mon NAS100 + v4 AUDUSD,0.40 / 0.19 / 0.41,0.28,False,5.2,28.1,-2.7,-1.6,-1.18,43/58,1.6,2022:+4.0 2023:+10.5 2024:+0.5 2025:+4.6 2026:+3.3,1.93
Mon AUDJPY + Mon NZDJPY + Mon US500,0.36 / 0.38 / 0.26,0.9,False,5.1,28.0,-3.2,-1.3,-1.61,40/58,1.32,2022:+3.5 2023:+9.4 2024:+0.6 2025:+4.6 2026:+4.7,1.59
Mon AUDJPY + Mon NZDJPY + Mon USDJPY,0.31 / 0.32 / 0.37,0.9,False,4.4,23.6,-2.3,-1.3,-1.1,38/58,1.29,2022:+6.0 2023:+7.0 2024:+1.1 2025:+1.6 2026:+3.2,1.91
Mon AUDJPY + Mon NZDJPY + Roll AUDJPY,0.20 / 0.21 / 0.60,0.9,True,3.1,16.0,-1.1,-0.7,-0.6,38/59,1.65,2022:+1.9 2023:+5.4 2024:+0.8 2025:+3.1 2026:+2.5,2.82
Mon AUDJPY + Mon NZDJPY + Roll CADJPY,0.16 / 0.17 / 0.67,0.9,True,2.7,14.3,-1.3,-0.5,-0.5,39/58,1.78,2022:+1.2 2023:+5.4 2024:+1.5 2025:+2.6 2026:+1.8,2.08
Mon AUDJPY + Mon NZDJPY + Roll EURJPY,0.15 / 0.15 / 0.70,0.9,True,2.6,13.7,-0.9,-0.4,-0.45,38/59,1.9,2022:+1.3 2023:+4.8 2024:+1.6 2025:+2.6 2026:+1.7,2.89
Mon AUDJPY + Mon NZDJPY + Roll GBPJPY,0.16 / 0.16 / 0.68,0.9,True,3.2,16.7,-0.9,-0.4,-0.48,44/59,2.16,2022:+1.8 2023:+5.5 2024:+2.0 2025:+3.1 2026:+2.3,3.56
Mon AUDJPY + Mon NZDJPY + Roll USDJPY,0.19 / 0.20 / 0.62,0.9,True,3.4,17.9,-1.2,-0.6,-0.57,41/59,1.94,2022:+1.3 2023:+6.3 2024:+1.8 2025:+3.9 2026:+2.3,2.83
Mon AUDJPY + Mon NZDJPY + TSMOM XAUUSD,0.43 / 0.46 / 0.11,0.9,False,5.8,32.2,-3.4,-1.2,-1.42,39/58,1.43,2022:+2.7 2023:+7.5 2024:+2.7 2025:+7.8 2026:+5.7,1.71
Mon AUDJPY + Mon NZDJPY + v4 AUDUSD,0.32 / 0.34 / 0.34,0.9,False,4.4,23.5,-2.6,-1.3,-1.3,38/58,1.45,2022:+2.5 2023:+9.6 2024:-0.6 2025:+3.6 2026:+4.0,1.69
Mon AUDJPY + Mon US500 + Mon USDJPY,0.34 / 0.24 / 0.42,0.48,False,4.5,24.3,-2.7,-1.2,-1.43,42/58,1.4,2022:+6.1 2023:+7.0 2024:+2.0 2025:+2.2 2026:+2.5,1.67
Mon AUDJPY + Mon US500 + Roll AUDJPY,0.21 / 0.15 / 0.64,0.35,True,3.0,15.8,-1.4,-0.6,-0.63,43/59,1.74,2022:+1.7 2023:+5.3 2024:+1.3 2025:+3.6 2026:+2.0,2.14
Mon AUDJPY + Mon US500 + Roll CADJPY,0.17 / 0.12 / 0.71,0.35,True,2.7,14.0,-1.2,-0.8,-0.51,42/58,1.89,2022:+1.0 2023:+5.3 2024:+1.9 2025:+3.0 2026:+1.3,2.25
Mon AUDJPY + Mon US500 + Roll EURJPY,0.15 / 0.11 / 0.74,0.35,True,2.6,13.4,-1.0,-0.5,-0.46,42/59,2.02,2022:+1.1 2023:+4.7 2024:+2.0 2025:+3.0 2026:+1.3,2.6
Mon AUDJPY + Mon US500 + Roll GBPJPY,0.16 / 0.12 / 0.72,0.35,True,3.2,16.6,-1.0,-0.6,-0.49,46/59,2.32,2022:+1.6 2023:+5.4 2024:+2.5 2025:+3.5 2026:+1.8,3.2
Mon AUDJPY + Mon US500 + Roll USDJPY,0.20 / 0.14 / 0.66,0.35,True,3.4,17.8,-1.6,-0.8,-0.59,44/59,2.06,2022:+1.0 2023:+6.3 2024:+2.3 2025:+4.4 2026:+1.8,2.12
Mon AUDJPY + Mon US500 + TSMOM XAUUSD,0.51 / 0.36 / 0.13,0.35,False,6.3,34.8,-3.4,-1.2,-1.43,39/58,1.51,2022:+2.3 2023:+7.5 2024:+4.3 2025:+9.9 2026:+5.0,1.85
Mon AUDJPY + Mon US500 + v4 AUDUSD,0.36 / 0.26 / 0.38,0.35,False,4.5,24.2,-2.7,-1.6,-1.25,43/58,1.5,2022:+2.2 2023:+9.9 2024:+0.1 2025:+4.5 2026:+3.3,1.67
Mon AUDJPY + Mon USDJPY + Roll AUDJPY,0.19 / 0.23 / 0.58,0.48,True,2.8,14.4,-1.0,-0.6,-0.46,38/59,1.7,2022:+3.4 2023:+4.3 2024:+1.5 2025:+1.8 2026:+1.3,2.8
Mon AUDJPY + Mon USDJPY + Roll CADJPY,0.16 / 0.19 / 0.65,0.48,True,2.5,13.0,-1.1,-0.4,-0.38,38/58,1.85,2022:+2.4 2023:+4.4 2024:+2.1 2025:+1.5 2026:+0.9,2.27
Mon AUDJPY + Mon USDJPY + Roll EURJPY,0.14 / 0.18 / 0.68,0.48,True,2.4,12.6,-0.7,-0.3,-0.35,41/59,1.97,2022:+2.4 2023:+4.0 2024:+2.1 2025:+1.7 2026:+0.9,3.43
Mon AUDJPY + Mon USDJPY + Roll GBPJPY,0.15 / 0.19 / 0.66,0.48,True,3.0,15.4,-0.7,-0.3,-0.37,43/59,2.26,2022:+3.0 2023:+4.6 2024:+2.6 2025:+2.0 2026:+1.3,4.29
Mon AUDJPY + Mon USDJPY + Roll USDJPY,0.18 / 0.22 / 0.60,0.48,True,3.1,16.3,-0.8,-0.4,-0.43,41/59,2.02,2022:+2.7 2023:+5.1 2024:+2.5 2025:+2.6 2026:+1.2,3.88
Mon AUDJPY + Mon USDJPY + TSMOM XAUUSD,0.41 / 0.50 / 0.10,0.48,False,5.0,27.3,-2.8,-1.2,-1.13,41/58,1.47,2022:+5.8 2023:+4.8 2024:+4.2 2025:+4.6 2026:+3.0,1.79
Mon AUDJPY + Mon USDJPY + v4 AUDUSD,0.31 / 0.37 / 0.32,0.48,False,3.9,20.5,-2.1,-0.8,-0.92,37/58,1.47,2022:+4.9 2023:+7.4 2024:+0.7 2025:+1.5 2026:+2.0,1.86
Mon AUDJPY + Roll AUDJPY + Roll CADJPY,0.12 / 0.37 / 0.50,0.77,True,2.1,10.7,-0.8,-0.4,-0.45,41/59,1.86,2022:+0.7 2023:+4.0 2024:+1.6 2025:+2.5 2026:+0.9,2.62
Mon AUDJPY + Roll AUDJPY + Roll EURJPY,0.11 / 0.35 / 0.54,0.83,True,2.1,10.5,-0.8,-0.3,-0.32,39/59,1.95,2022:+0.8 2023:+3.7 2024:+1.7 2025:+2.5 2026:+0.9,2.62
Mon AUDJPY + Roll AUDJPY + Roll GBPJPY,0.12 / 0.36 / 0.52,0.81,True,2.5,12.7,-0.7,-0.3,-0.36,43/59,2.22,2022:+1.2 2023:+4.2 2024:+2.1 2025:+2.9 2026:+1.3,3.57
Mon AUDJPY + Roll AUDJPY + Roll USDJPY,0.14 / 0.41 / 0.45,0.73,True,2.5,12.9,-0.9,-0.4,-0.5,43/59,2.03,2022:+0.7 2023:+4.5 2024:+1.9 2025:+3.5 2026:+1.2,2.78
Mon AUDJPY + Roll AUDJPY + TSMOM XAUUSD,0.23 / 0.71 / 0.06,0.02,True,3.2,16.5,-1.3,-0.4,-0.65,39/59,1.81,2022:+1.1 2023:+3.9 2024:+2.5 2025:+5.2 2026:+2.2,2.46
Mon AUDJPY + Roll AUDJPY + v4 AUDUSD,0.20 / 0.60 / 0.20,0.01,True,2.7,14.0,-1.1,-0.4,-0.52,36/59,1.85,2022:+1.2 2023:+5.7 2024:+0.5 2025:+3.1 2026:+1.7,2.45
Mon AUDJPY + Roll CADJPY + Roll EURJPY,0.10 / 0.42 / 0.48,0.81,True,2.0,10.1,-0.6,-0.3,-0.26,42/59,2.09,2022:+0.5 2023:+3.9 2024:+2.1 2025:+2.3 2026:+0.7,3.33
Mon AUDJPY + Roll CADJPY + Roll GBPJPY,0.11 / 0.43 / 0.46,0.86,True,2.3,11.9,-0.6,-0.3,-0.35,48/59,2.34,2022:+0.8 2023:+4.3 2024:+2.4 2025:+2.6 2026:+1.0,3.83
Mon AUDJPY + Roll CADJPY + Roll USDJPY,0.12 / 0.48 / 0.40,0.85,True,2.3,12.1,-0.8,-0.4,-0.46,44/59,2.11,2022:+0.3 2023:+4.6 2024:+2.3 2025:+3.0 2026:+0.8,2.87
Mon AUDJPY + Roll CADJPY + TSMOM XAUUSD,0.19 / 0.77 / 0.05,0.03,True,2.8,14.4,-1.4,-0.4,-0.52,42/58,1.98,2022:+0.4 2023:+4.2 2024:+3.0 2025:+4.2 2026:+1.5,2.0
Mon AUDJPY + Roll CADJPY + v4 AUDUSD,0.16 / 0.67 / 0.17,0.01,True,2.5,12.7,-1.3,-0.6,-0.43,41/58,2.02,2022:+0.6 2023:+5.6 2024:+1.2 2025:+2.5 2026:+1.2,1.92
Mon AUDJPY + Roll EURJPY + Roll GBPJPY,0.10 / 0.47 / 0.43,0.88,True,2.3,11.7,-0.6,-0.3,-0.27,46/59,2.44,2022:+0.9 2023:+4.0 2024:+2.4 2025:+2.6 2026:+1.0,3.83
Mon AUDJPY + Roll EURJPY + Roll USDJPY,0.11 / 0.52 / 0.37,0.81,True,2.3,11.8,-0.7,-0.3,-0.24,41/59,2.25,2022:+0.5 2023:+4.3 2024:+2.3 2025:+3.0 2026:+0.8,3.29
Mon AUDJPY + Roll EURJPY + TSMOM XAUUSD,0.17 / 0.79 / 0.04,0.01,True,2.7,13.7,-0.9,-0.3,-0.47,40/59,2.13,2022:+0.6 2023:+3.7 2024:+2.9 2025:+4.0 2026:+1.4,3.0
Mon AUDJPY + Roll EURJPY + v4 AUDUSD,0.15 / 0.70 / 0.15,0.01,True,2.4,12.2,-0.8,-0.3,-0.39,40/59,2.17,2022:+0.7 2023:+5.0 2024:+1.4 2025:+2.6 2026:+1.1,3.0
Mon AUDJPY + Roll GBPJPY + Roll USDJPY,0.11 / 0.50 / 0.38,0.85,True,2.7,13.9,-0.6,-0.3,-0.38,48/59,2.49,2022:+0.8 2023:+4.7 2024:+2.7 2025:+3.4 2026:+1.2,4.5
Mon AUDJPY + Roll GBPJPY + TSMOM XAUUSD,0.18 / 0.78 / 0.04,0.01,True,3.3,17.2,-0.9,-0.3,-0.5,45/59,2.46,2022:+1.1 2023:+4.3 2024:+3.6 2025:+4.7 2026:+2.0,3.67
Mon AUDJPY + Roll GBPJPY + v4 AUDUSD,0.16 / 0.68 / 0.16,0.02,True,2.9,15.1,-0.8,-0.5,-0.41,45/59,2.49,2022:+1.2 2023:+5.7 2024:+1.8 2025:+3.0 2026:+1.7,3.62
Mon AUDJPY + Roll USDJPY + TSMOM XAUUSD,0.22 / 0.73 / 0.05,0.04,True,3.6,18.7,-1.2,-0.5,-0.61,43/59,2.16,2022:+0.4 2023:+5.0 2024:+3.6 2025:+6.0 2026:+2.0,3.0
Mon AUDJPY + Roll USDJPY + v4 AUDUSD,0.19 / 0.62 / 0.19,0.01,True,3.1,16.0,-1.5,-0.6,-0.49,46/59,2.22,2022:+0.6 2023:+6.5 2024:+1.6 2025:+3.8 2026:+1.6,2.07
