legs,w,maxcorr,roll,cagr,cum,dd,wm,wd,pos,sh,yrs,calmar
Hold JP225 + Mon CADJPY + Roll AUDJPY,0.04 / 0.26 / 0.70,-0.0,True,2.7,14.2,-1.3,-0.5,-0.43,36/59,1.6,2022:+2.0 2023:+4.7 2024:+2.0 2025:+3.0 2026:+1.3,2.08
Hold JP225 + Mon CADJPY + Roll CADJPY,0.03 / 0.21 / 0.76,0.02,True,2.4,12.6,-1.0,-0.7,-0.36,40/58,1.76,2022:+1.2 2023:+4.8 2024:+2.5 2025:+2.4 2026:+0.8,2.4
Hold JP225 + Mon CADJPY + Roll EURJPY,0.03 / 0.18 / 0.78,-0.0,True,2.4,12.1,-0.8,-0.4,-0.31,41/59,1.91,2022:+1.3 2023:+4.2 2024:+2.6 2025:+2.5 2026:+0.8,3.0
Hold JP225 + Mon CADJPY + Roll GBPJPY,0.03 / 0.20 / 0.77,0.01,True,3.0,15.4,-0.9,-0.4,-0.33,43/59,2.24,2022:+1.8 2023:+4.9 2024:+3.1 2025:+3.0 2026:+1.3,3.33
Hold JP225 + Mon CADJPY + Roll USDJPY,0.04 / 0.24 / 0.72,0.01,True,3.2,16.5,-1.3,-0.9,-0.42,42/59,1.96,2022:+1.2 2023:+5.7 2024:+3.1 2025:+3.9 2026:+1.1,2.46
Hold JP225 + Mon CADJPY + TSMOM XAUUSD,0.12 / 0.72 / 0.16,0.09,False,6.3,34.8,-4.8,-4.1,-1.81,41/58,1.28,2022:+3.2 2023:+6.3 2024:+7.2 2025:+9.7 2026:+3.8,1.31
Hold JP225 + Mon CADJPY + v4 AUDUSD,0.08 / 0.48 / 0.44,0.08,False,4.2,22.5,-3.1,-1.6,-1.14,36/58,1.31,2022:+2.8 2023:+9.4 2024:+1.2 2025:+3.5 2026:+2.3,1.35
Hold JP225 + Mon CHFJPY + Mon EURJPY,0.07 / 0.47 / 0.46,0.79,False,4.8,25.8,-2.9,-1.6,-1.31,38/58,1.39,2022:+5.8 2023:+8.7 2024:+2.2 2025:+2.9 2026:+2.5,1.66
Hold JP225 + Mon CHFJPY + Mon GBPJPY,0.07 / 0.48 / 0.45,0.66,False,5.7,31.6,-2.5,-1.3,-1.45,42/58,1.67,2022:+5.7 2023:+9.0 2024:+3.6 2025:+4.2 2026:+4.0,2.28
Hold JP225 + Mon CHFJPY + Mon GBPUSD,0.07 / 0.46 / 0.47,0.09,False,4.0,21.3,-2.7,-1.4,-1.27,41/58,1.4,2022:+1.2 2023:+6.9 2024:+1.8 2025:+5.2 2026:+4.0,1.48
Hold JP225 + Mon CHFJPY + Mon GER40,0.09 / 0.64 / 0.27,0.05,False,5.3,28.7,-3.6,-1.9,-1.43,38/58,1.43,2022:+3.0 2023:+6.2 2024:+4.2 2025:+5.8 2026:+5.4,1.47
Hold JP225 + Mon CHFJPY + Mon NAS100,0.10 / 0.66 / 0.24,0.07,False,6.2,34.1,-3.3,-2.1,-1.37,43/58,1.6,2022:+6.1 2023:+10.8 2024:+4.1 2025:+5.1 2026:+2.7,1.88
Hold JP225 + Mon CHFJPY + Mon NZDJPY,0.07 / 0.51 / 0.42,0.62,False,5.0,27.0,-3.1,-1.5,-1.42,38/58,1.39,2022:+3.8 2023:+9.6 2024:+1.9 2025:+3.7 2026:+3.7,1.61
Hold JP225 + Mon CHFJPY + Mon US500,0.08 / 0.59 / 0.32,0.11,False,5.2,28.4,-3.1,-1.8,-1.59,42/58,1.48,2022:+3.6 2023:+10.0 2024:+3.2 2025:+4.9 2026:+2.8,1.68
Hold JP225 + Mon CHFJPY + Mon USDJPY,0.07 / 0.48 / 0.45,0.59,False,4.3,23.0,-2.8,-2.0,-1.12,39/58,1.3,2022:+6.6 2023:+7.0 2024:+3.3 2025:+1.1 2026:+1.4,1.54
Hold JP225 + Mon CHFJPY + Roll AUDJPY,0.04 / 0.29 / 0.67,0.05,True,2.8,14.7,-1.3,-0.6,-0.46,38/59,1.68,2022:+1.7 2023:+5.3 2024:+2.1 2025:+3.1 2026:+1.3,2.15
Hold JP225 + Mon CHFJPY + Roll CADJPY,0.03 / 0.23 / 0.73,0.05,True,2.5,13.0,-1.3,-0.8,-0.37,41/58,1.83,2022:+1.0 2023:+5.3 2024:+2.6 2025:+2.5 2026:+0.8,1.92
Hold JP225 + Mon CHFJPY + Roll EURJPY,0.03 / 0.21 / 0.76,0.05,True,2.4,12.5,-0.9,-0.5,-0.33,39/59,1.99,2022:+1.1 2023:+4.6 2024:+2.6 2025:+2.5 2026:+0.8,2.67
Hold JP225 + Mon CHFJPY + Roll GBPJPY,0.03 / 0.22 / 0.75,0.05,True,3.0,15.8,-0.9,-0.5,-0.36,45/59,2.31,2022:+1.6 2023:+5.4 2024:+3.2 2025:+3.0 2026:+1.3,3.33
Hold JP225 + Mon CHFJPY + Roll USDJPY,0.04 / 0.27 / 0.69,0.05,True,3.2,16.8,-1.6,-1.0,-0.43,45/59,2.03,2022:+1.0 2023:+6.2 2024:+3.1 2025:+3.9 2026:+1.1,2.0
Hold JP225 + Mon CHFJPY + TSMOM XAUUSD,0.11 / 0.75 / 0.14,0.09,False,6.1,34.0,-4.5,-4.0,-1.63,40/58,1.34,2022:+2.4 2023:+7.6 2024:+6.9 2025:+9.2 2026:+3.6,1.36
Hold JP225 + Mon CHFJPY + v4 AUDUSD,0.07 / 0.51 / 0.41,0.08,False,4.3,22.8,-3.2,-1.7,-1.0,38/58,1.38,2022:+2.3 2023:+10.2 2024:+1.4 2025:+3.5 2026:+2.2,1.34
Hold JP225 + Mon EURJPY + Mon GBPJPY,0.07 / 0.48 / 0.45,0.81,False,6.1,33.6,-3.0,-1.1,-1.51,40/58,1.69,2022:+6.8 2023:+8.5 2024:+3.2 2025:+4.7 2026:+5.0,2.03
Hold JP225 + Mon EURJPY + Mon GBPUSD,0.07 / 0.46 / 0.48,0.24,False,4.3,23.0,-3.0,-1.3,-1.26,40/58,1.44,2022:+2.2 2023:+6.5 2024:+1.4 2025:+5.7 2026:+5.0,1.43
Hold JP225 + Mon EURJPY + Mon GER40,0.09 / 0.63 / 0.28,0.17,False,5.7,31.2,-4.0,-2.3,-1.84,41/58,1.47,2022:+4.4 2023:+5.5 2024:+3.6 2025:+6.5 2026:+6.7,1.42
Hold JP225 + Mon EURJPY + Mon NAS100,0.10 / 0.66 / 0.25,0.14,False,6.6,37.0,-3.5,-1.8,-1.26,43/58,1.66,2022:+7.6 2023:+10.2 2024:+3.6 2025:+5.8 2026:+4.0,1.89
Hold JP225 + Mon EURJPY + Mon NZDJPY,0.07 / 0.50 / 0.42,0.67,False,5.3,29.0,-3.6,-1.2,-1.41,36/58,1.45,2022:+4.9 2023:+9.1 2024:+1.5 2025:+4.2 2026:+4.7,1.47
Hold JP225 + Mon EURJPY + Mon US500,0.09 / 0.58 / 0.33,0.21,False,5.6,30.8,-3.1,-1.6,-1.59,42/58,1.53,2022:+4.9 2023:+9.5 2024:+2.7 2025:+5.5 2026:+3.9,1.81
Hold JP225 + Mon EURJPY + Mon USDJPY,0.07 / 0.47 / 0.46,0.62,False,4.6,24.7,-2.9,-1.4,-1.19,39/58,1.37,2022:+7.7 2023:+6.5 2024:+2.9 2025:+1.6 2026:+2.3,1.59
Hold JP225 + Mon EURJPY + Roll AUDJPY,0.04 / 0.28 / 0.68,0.02,True,3.0,15.6,-1.5,-0.5,-0.68,41/59,1.78,2022:+2.3 2023:+5.0 2024:+1.8 2025:+3.3 2026:+1.8,2.0
Hold JP225 + Mon EURJPY + Roll CADJPY,0.03 / 0.23 / 0.74,0.02,True,2.7,13.7,-1.2,-0.6,-0.55,42/58,1.94,2022:+1.4 2023:+5.0 2024:+2.4 2025:+2.7 2026:+1.2,2.25
Hold JP225 + Mon EURJPY + Roll EURJPY,0.03 / 0.20 / 0.77,0.02,True,2.5,13.2,-1.1,-0.3,-0.5,43/59,2.09,2022:+1.5 2023:+4.4 2024:+2.4 2025:+2.7 2026:+1.2,2.27
Hold JP225 + Mon EURJPY + Roll GBPJPY,0.03 / 0.22 / 0.75,0.02,True,3.2,16.5,-1.1,-0.4,-0.53,46/59,2.42,2022:+2.1 2023:+5.1 2024:+3.0 2025:+3.2 2026:+1.7,2.91
Hold JP225 + Mon EURJPY + Roll USDJPY,0.04 / 0.26 / 0.70,0.02,True,3.4,17.7,-1.4,-0.6,-0.64,42/59,2.14,2022:+1.6 2023:+6.0 2024:+2.9 2025:+4.2 2026:+1.6,2.43
Hold JP225 + Mon EURJPY + TSMOM XAUUSD,0.11 / 0.74 / 0.15,0.09,False,6.7,37.3,-4.3,-3.2,-1.96,42/58,1.44,2022:+4.0 2023:+6.9 2024:+6.3 2025:+10.1 2026:+5.1,1.56
Hold JP225 + Mon EURJPY + v4 AUDUSD,0.07 / 0.51 / 0.42,0.08,False,4.6,24.7,-3.4,-1.1,-1.44,39/58,1.48,2022:+3.4 2023:+9.7 2024:+0.9 2025:+4.1 2026:+3.2,1.35
Hold JP225 + Mon GBPJPY + Mon GBPUSD,0.07 / 0.44 / 0.49,0.47,False,5.2,28.5,-3.5,-1.1,-1.42,39/58,1.6,2022:+2.0 2023:+6.7 2024:+2.8 2025:+7.1 2026:+6.6,1.49
Hold JP225 + Mon GBPJPY + Mon GER40,0.10 / 0.62 / 0.29,0.18,False,7.1,39.8,-4.5,-1.9,-1.83,42/58,1.75,2022:+4.3 2023:+5.9 2024:+5.6 2025:+8.5 2026:+9.0,1.58
Hold JP225 + Mon GBPJPY + Mon NAS100,0.10 / 0.65 / 0.25,0.12,False,8.1,46.7,-3.6,-1.8,-1.56,43/58,1.97,2022:+7.6 2023:+10.7 2024:+5.7 2025:+7.9 2026:+6.3,2.25
Hold JP225 + Mon GBPJPY + Mon NZDJPY,0.08 / 0.49 / 0.43,0.71,False,6.4,35.6,-3.2,-1.1,-1.59,40/58,1.68,2022:+4.8 2023:+9.5 2024:+3.0 2025:+5.7 2026:+6.5,2.0
Hold JP225 + Mon GBPJPY + Mon US500,0.09 / 0.57 / 0.34,0.22,False,6.9,38.7,-3.1,-1.5,-1.8,41/58,1.81,2022:+4.8 2023:+9.9 2024:+4.5 2025:+7.3 2026:+6.0,2.23
Hold JP225 + Mon GBPJPY + Mon USDJPY,0.07 / 0.46 / 0.47,0.57,False,5.6,30.6,-2.5,-1.1,-1.12,39/58,1.64,2022:+7.7 2023:+6.7 2024:+4.4 2025:+2.9 2026:+3.8,2.24
Hold JP225 + Mon GBPJPY + Roll AUDJPY,0.04 / 0.27 / 0.69,0.02,True,3.5,18.6,-1.2,-0.5,-0.53,42/59,2.08,2022:+2.3 2023:+5.1 2024:+2.6 2025:+4.1 2026:+2.8,2.92
Hold JP225 + Mon GBPJPY + Roll CADJPY,0.03 / 0.22 / 0.75,0.02,True,3.1,16.1,-1.0,-0.4,-0.43,44/58,2.23,2022:+1.4 2023:+5.1 2024:+3.1 2025:+3.3 2026:+1.9,3.1
Hold JP225 + Mon GBPJPY + Roll EURJPY,0.03 / 0.20 / 0.77,0.02,True,2.9,15.3,-0.8,-0.3,-0.39,43/59,2.39,2022:+1.4 2023:+4.5 2024:+3.0 2025:+3.3 2026:+1.8,3.62
Hold JP225 + Mon GBPJPY + Roll GBPJPY,0.03 / 0.21 / 0.76,0.02,True,3.6,18.9,-0.9,-0.3,-0.41,47/59,2.71,2022:+2.0 2023:+5.3 2024:+3.6 2025:+3.9 2026:+2.4,4.0
Hold JP225 + Mon GBPJPY + Roll USDJPY,0.04 / 0.25 / 0.71,0.02,True,3.9,20.7,-1.1,-0.4,-0.5,45/59,2.43,2022:+1.5 2023:+6.1 2024:+3.7 2025:+5.0 2026:+2.5,3.55
Hold JP225 + Mon GBPJPY + TSMOM XAUUSD,0.11 / 0.74 / 0.15,0.09,False,8.3,48.3,-4.4,-2.8,-1.72,41/58,1.73,2022:+3.9 2023:+7.3 2024:+8.8 2025:+12.7 2026:+7.8,1.89
Hold JP225 + Mon GBPJPY + v4 AUDUSD,0.08 / 0.49 / 0.43,0.08,False,5.7,31.0,-3.0,-0.9,-1.1,45/58,1.78,2022:+3.3 2023:+10.0 2024:+2.4 2025:+5.6 2026:+4.9,1.9
Hold JP225 + Mon GBPUSD + Mon GER40,0.09 / 0.64 / 0.27,0.2,False,4.6,24.7,-5.9,-1.7,-1.53,35/58,1.2,2022:-1.7 2023:+3.3 2024:+3.1 2025:+9.6 2026:+8.8,0.78
Hold JP225 + Mon GBPUSD + Mon NAS100,0.09 / 0.67 / 0.24,0.08,False,5.4,29.8,-3.5,-2.0,-1.74,37/58,1.43,2022:+1.0 2023:+7.6 2024:+3.0 2025:+9.1 2026:+6.2,1.54
Hold JP225 + Mon GBPUSD + Mon NZDJPY,0.07 / 0.51 / 0.41,0.29,False,4.5,23.9,-4.0,-1.2,-1.38,38/58,1.36,2022:-0.0 2023:+7.2 2024:+1.1 2025:+6.7 2026:+6.4,1.12
Hold JP225 + Mon GBPUSD + Mon US500,0.08 / 0.59 / 0.32,0.2,False,4.6,24.7,-4.1,-1.8,-1.63,32/58,1.28,2022:-0.8 2023:+7.2 2024:+2.2 2025:+8.4 2026:+5.9,1.12
Hold JP225 + Mon GBPUSD + Mon USDJPY,0.07 / 0.48 / 0.45,0.04,False,3.8,20.3,-2.2,-0.8,-0.94,40/58,1.63,2022:+2.9 2023:+4.8 2024:+2.5 2025:+3.9 2026:+3.9,1.73
Hold JP225 + Mon GBPUSD + Roll AUDJPY,0.04 / 0.29 / 0.67,0.04,True,2.5,13.1,-2.0,-0.6,-0.71,37/59,1.52,2022:-0.4 2023:+4.0 2024:+1.6 2025:+4.7 2026:+2.8,1.25
Hold JP225 + Mon GBPUSD + Roll CADJPY,0.03 / 0.23 / 0.73,0.04,True,2.3,11.8,-1.9,-0.6,-0.58,38/58,1.68,2022:-0.7 2023:+4.2 2024:+2.2 2025:+3.8 2026:+2.0,1.21
Hold JP225 + Mon GBPUSD + Roll EURJPY,0.03 / 0.21 / 0.76,0.04,True,2.2,11.4,-1.4,-0.5,-0.52,38/59,1.83,2022:-0.4 2023:+3.7 2024:+2.3 2025:+3.7 2026:+1.9,1.57
Hold JP225 + Mon GBPUSD + Roll GBPJPY,0.03 / 0.22 / 0.74,0.04,True,2.8,14.5,-1.4,-0.5,-0.55,42/59,2.15,2022:-0.0 2023:+4.4 2024:+2.8 2025:+4.3 2026:+2.5,2.0
Hold JP225 + Mon GBPUSD + Roll USDJPY,0.04 / 0.27 / 0.69,0.04,True,2.9,15.3,-2.0,-0.6,-0.67,38/59,1.87,2022:-0.9 2023:+5.0 2024:+2.7 2025:+5.5 2026:+2.5,1.45
Hold JP225 + Mon GBPUSD + TSMOM XAUUSD,0.11 / 0.75 / 0.14,0.09,False,5.3,29.0,-6.7,-1.9,-2.14,35/58,1.17,2022:-3.0 2023:+4.2 2024:+5.5 2025:+13.8 2026:+7.6,0.79
Hold JP225 + Mon GBPUSD + v4 AUDUSD,0.07 / 0.52 / 0.41,0.08,False,3.7,19.8,-2.6,-1.2,-1.27,37/58,1.24,2022:-1.4 2023:+7.7 2024:+0.6 2025:+6.6 2026:+4.9,1.42
Hold JP225 + Mon GER40 + Mon NAS100,0.15 / 0.46 / 0.39,0.39,False,8.4,48.9,-5.3,-2.8,-2.61,42/58,1.29,2022:+3.8 2023:+6.8 2024:+7.8 2025:+12.6 2026:+9.8,1.58
Hold JP225 + Mon GER40 + Mon NZDJPY,0.10 / 0.31 / 0.59,0.2,False,6.1,33.6,-4.8,-1.8,-1.9,36/58,1.4,2022:+1.5 2023:+6.5 2024:+3.4 2025:+8.1 2026:+9.0,1.27
Hold JP225 + Mon GER40 + Mon US500,0.13 / 0.38 / 0.49,0.45,False,6.6,37.2,-6.9,-2.4,-2.18,38/58,1.19,2022:+0.6 2023:+6.3 2024:+5.7 2025:+11.0 2026:+8.8,0.96
Hold JP225 + Mon GER40 + Mon USDJPY,0.09 / 0.28 / 0.62,-0.01,False,5.0,27.3,-3.9,-2.0,-1.82,38/58,1.38,2022:+5.5 2023:+3.2 2024:+5.2 2025:+4.1 2026:+5.2,1.28
Hold JP225 + Mon GER40 + Roll AUDJPY,0.05 / 0.15 / 0.80,-0.0,True,2.9,15.1,-1.8,-1.0,-0.83,40/59,1.53,2022:+0.3 2023:+3.0 2024:+2.8 2025:+5.0 2026:+3.3,1.61
Hold JP225 + Mon GER40 + Roll CADJPY,0.04 / 0.11 / 0.85,0.02,True,2.5,13.1,-1.7,-0.6,-0.65,41/58,1.69,2022:-0.3 2023:+3.5 2024:+3.2 2025:+3.9 2026:+2.2,1.47
Hold JP225 + Mon GER40 + Roll EURJPY,0.03 / 0.10 / 0.87,-0.0,True,2.4,12.5,-1.3,-0.7,-0.57,43/59,1.86,2022:-0.0 2023:+3.0 2024:+3.2 2025:+3.8 2026:+2.0,1.85
Hold JP225 + Mon GER40 + Roll GBPJPY,0.04 / 0.11 / 0.85,0.01,True,3.1,16.3,-1.4,-0.6,-0.62,45/59,2.19,2022:+0.5 2023:+3.7 2024:+3.9 2025:+4.5 2026:+2.8,2.21
Hold JP225 + Mon GER40 + Roll USDJPY,0.05 / 0.14 / 0.82,0.01,True,3.4,17.7,-2.3,-0.7,-0.77,43/59,1.9,2022:-0.4 2023:+4.3 2024:+4.0 2025:+5.9 2026:+2.9,1.48
Hold JP225 + Mon GER40 + TSMOM XAUUSD,0.19 / 0.56 / 0.25,0.09,False,8.9,52.3,-9.3,-4.2,-3.2,42/58,1.2,2022:-2.7 2023:+0.7 2024:+13.6 2025:+22.3 2026:+13.2,0.96
Hold JP225 + Mon GER40 + v4 AUDUSD,0.10 / 0.31 / 0.58,0.08,False,5.0,27.3,-4.0,-1.5,-1.78,40/58,1.23,2022:-0.6 2023:+7.2 2024:+2.6 2025:+7.9 2026:+6.8,1.25
Hold JP225 + Mon NAS100 + Mon NZDJPY,0.11 / 0.27 / 0.62,0.26,False,7.1,40.3,-4.3,-2.0,-1.52,40/58,1.54,2022:+4.8 2023:+11.8 2024:+3.3 2025:+7.4 2026:+6.0,1.65
Hold JP225 + Mon NAS100 + Mon US500,0.14 / 0.34 / 0.52,0.93,False,8.0,45.7,-7.4,-3.5,-3.28,39/58,1.2,2022:+4.6 2023:+13.0 2024:+5.7 2025:+10.2 2026:+5.0,1.08
Hold JP225 + Mon NAS100 + Mon USDJPY,0.10 / 0.25 / 0.65,0.05,False,5.9,32.8,-4.2,-1.6,-1.47,40/58,1.54,2022:+8.8 2023:+7.7 2024:+5.3 2025:+3.3 2026:+2.4,1.4
Hold JP225 + Mon NAS100 + Roll AUDJPY,0.05 / 0.13 / 0.82,-0.0,True,3.3,17.4,-1.6,-0.9,-0.65,41/59,1.72,2022:+1.8 2023:+5.3 2024:+2.7 2025:+4.6 2026:+1.8,2.06
Hold JP225 + Mon NAS100 + Roll CADJPY,0.04 / 0.10 / 0.86,0.02,True,2.9,14.8,-1.7,-0.9,-0.51,39/58,1.89,2022:+0.9 2023:+5.3 2024:+3.2 2025:+3.6 2026:+1.1,1.71
Hold JP225 + Mon NAS100 + Roll EURJPY,0.03 / 0.09 / 0.88,-0.0,True,2.7,14.0,-1.0,-0.6,-0.45,40/59,2.05,2022:+1.0 2023:+4.5 2024:+3.1 2025:+3.5 2026:+1.0,2.7
Hold JP225 + Mon NAS100 + Roll GBPJPY,0.04 / 0.09 / 0.87,0.01,True,3.4,18.0,-1.0,-0.7,-0.48,44/59,2.4,2022:+1.6 2023:+5.4 2024:+3.9 2025:+4.2 2026:+1.7,3.4
Hold JP225 + Mon NAS100 + Roll USDJPY,0.05 / 0.12 / 0.84,0.01,True,3.8,19.9,-2.5,-0.9,-0.61,42/59,2.1,2022:+0.9 2023:+6.4 2024:+4.0 2025:+5.6 2026:+1.6,1.52
Hold JP225 + Mon NAS100 + TSMOM XAUUSD,0.21 / 0.52 / 0.27,0.09,False,11.3,69.1,-6.1,-5.0,-3.11,41/58,1.4,2022:+3.0 2023:+9.8 2024:+14.5 2025:+22.2 2026:+7.7,1.85
Hold JP225 + Mon NAS100 + v4 AUDUSD,0.11 / 0.28 / 0.61,0.08,False,6.1,33.5,-5.0,-2.3,-1.43,41/58,1.41,2022:+2.6 2023:+12.6 2024:+2.5 2025:+7.2 2026:+3.7,1.22
Hold JP225 + Mon NZDJPY + Mon US500,0.10 / 0.54 / 0.36,0.33,False,6.0,32.9,-3.9,-1.9,-1.78,38/58,1.42,2022:+2.2 2023:+10.8 2024:+2.4 2025:+6.9 2026:+5.7,1.54
Hold JP225 + Mon NZDJPY + Mon USDJPY,0.08 / 0.43 / 0.50,0.47,False,4.8,25.9,-3.1,-1.2,-1.06,37/58,1.37,2022:+5.7 2023:+7.3 2024:+2.7 2025:+2.3 2026:+3.6,1.55
Hold JP225 + Mon NZDJPY + Roll AUDJPY,0.04 / 0.25 / 0.71,0.01,True,3.0,15.8,-1.5,-0.5,-0.5,37/59,1.72,2022:+1.0 2023:+5.3 2024:+1.6 2025:+3.9 2026:+2.6,2.0
Hold JP225 + Mon NZDJPY + Roll CADJPY,0.03 / 0.20 / 0.77,0.02,True,2.7,13.8,-1.2,-0.6,-0.4,39/58,1.88,2022:+0.4 2023:+5.3 2024:+2.3 2025:+3.1 2026:+1.7,2.25
Hold JP225 + Mon NZDJPY + Roll EURJPY,0.03 / 0.18 / 0.79,0.01,True,2.6,13.2,-1.0,-0.3,-0.36,37/59,2.04,2022:+0.6 2023:+4.7 2024:+2.3 2025:+3.1 2026:+1.6,2.6
Hold JP225 + Mon NZDJPY + Roll GBPJPY,0.03 / 0.19 / 0.78,0.01,True,3.2,16.7,-1.0,-0.4,-0.38,43/59,2.36,2022:+1.1 2023:+5.4 2024:+2.9 2025:+3.6 2026:+2.3,3.2
Hold JP225 + Mon NZDJPY + Roll USDJPY,0.04 / 0.23 / 0.73,0.01,True,3.4,18.0,-1.7,-0.8,-0.47,41/59,2.08,2022:+0.3 2023:+6.3 2024:+2.8 2025:+4.7 2026:+2.3,2.0
Hold JP225 + Mon NZDJPY + TSMOM XAUUSD,0.13 / 0.71 / 0.17,0.09,False,7.3,41.1,-5.4,-2.7,-1.89,38/58,1.4,2022:+0.5 2023:+8.2 2024:+6.3 2025:+12.7 2026:+7.6,1.35
Hold JP225 + Mon NZDJPY + v4 AUDUSD,0.08 / 0.46 / 0.46,0.08,False,4.8,25.9,-3.7,-1.2,-1.3,36/58,1.43,2022:+1.0 2023:+10.8 2024:+0.5 2025:+5.1 2026:+4.7,1.3
Hold JP225 + Mon US500 + Mon USDJPY,0.09 / 0.33 / 0.58,0.04,False,5.0,27.2,-3.6,-1.3,-1.31,40/58,1.44,2022:+5.9 2023:+7.3 2024:+4.1 2025:+3.3 2026:+2.5,1.39
Hold JP225 + Mon US500 + Roll AUDJPY,0.05 / 0.18 / 0.77,-0.0,True,3.0,15.5,-1.5,-0.7,-0.66,37/59,1.62,2022:+0.7 2023:+5.2 2024:+2.3 2025:+4.5 2026:+1.9,2.0
Hold JP225 + Mon US500 + Roll CADJPY,0.04 / 0.14 / 0.82,0.02,True,2.6,13.5,-1.9,-0.9,-0.52,36/58,1.78,2022:+0.1 2023:+5.2 2024:+2.8 2025:+3.5 2026:+1.2,1.37
Hold JP225 + Mon US500 + Roll EURJPY,0.03 / 0.13 / 0.84,-0.0,True,2.5,12.9,-1.1,-0.6,-0.46,39/59,1.94,2022:+0.3 2023:+4.5 2024:+2.8 2025:+3.5 2026:+1.1,2.27
Hold JP225 + Mon US500 + Roll GBPJPY,0.04 / 0.14 / 0.83,0.01,True,3.2,16.5,-1.1,-0.7,-0.5,41/59,2.28,2022:+0.8 2023:+5.3 2024:+3.5 2025:+4.1 2026:+1.8,2.91
Hold JP225 + Mon US500 + Roll USDJPY,0.04 / 0.17 / 0.79,0.01,True,3.4,18.0,-2.6,-0.9,-0.61,39/59,1.99,2022:-0.0 2023:+6.3 2024:+3.5 2025:+5.4 2026:+1.7,1.31
Hold JP225 + Mon US500 + TSMOM XAUUSD,0.16 / 0.62 / 0.22,0.09,False,8.4,48.5,-5.1,-3.9,-2.46,39/58,1.3,2022:-0.9 2023:+8.6 2024:+10.3 2025:+18.0 2026:+6.9,1.65
Hold JP225 + Mon US500 + v4 AUDUSD,0.10 / 0.37 / 0.54,0.08,False,5.0,27.2,-4.8,-2.2,-1.35,41/58,1.31,2022:+0.3 2023:+11.5 2024:+1.7 2025:+6.7 2026:+3.7,1.04
Hold JP225 + Mon USDJPY + Roll AUDJPY,0.04 / 0.27 / 0.68,-0.0,True,2.7,13.9,-1.2,-0.5,-0.48,36/59,1.61,2022:+2.8 2023:+3.9 2024:+2.5 2025:+2.3 2026:+1.2,2.25
Hold JP225 + Mon USDJPY + Roll CADJPY,0.03 / 0.22 / 0.74,0.02,True,2.4,12.4,-0.9,-0.7,-0.39,38/58,1.77,2022:+1.8 2023:+4.2 2024:+2.9 2025:+1.8 2026:+0.7,2.67
Hold JP225 + Mon USDJPY + Roll EURJPY,0.03 / 0.20 / 0.77,-0.0,True,2.3,12.0,-0.8,-0.4,-0.35,40/59,1.93,2022:+1.8 2023:+3.7 2024:+2.9 2025:+1.9 2026:+0.7,2.87
Hold JP225 + Mon USDJPY + Roll GBPJPY,0.03 / 0.21 / 0.76,0.01,True,2.9,15.2,-0.9,-0.4,-0.37,44/59,2.25,2022:+2.4 2023:+4.3 2024:+3.5 2025:+2.4 2026:+1.2,3.22
Hold JP225 + Mon USDJPY + Roll USDJPY,0.04 / 0.26 / 0.70,0.01,True,3.1,16.2,-1.1,-0.8,-0.45,41/59,1.97,2022:+2.0 2023:+5.0 2024:+3.6 2025:+3.2 2026:+1.0,2.82
Hold JP225 + Mon USDJPY + TSMOM XAUUSD,0.11 / 0.74 / 0.15,0.09,False,5.9,32.5,-4.6,-3.8,-1.7,39/58,1.29,2022:+5.3 2023:+4.1 2024:+8.3 2025:+7.2 2026:+3.3,1.28
Hold JP225 + Mon USDJPY + v4 AUDUSD,0.08 / 0.50 / 0.43,0.08,False,4.1,21.6,-2.9,-1.5,-1.09,34/58,1.3,2022:+4.2 2023:+7.8 2024:+2.1 2025:+2.1 2026:+2.0,1.41
Hold JP225 + Roll AUDJPY + Roll CADJPY,0.03 / 0.42 / 0.56,0.77,True,2.0,10.0,-0.7,-0.4,-0.5,39/59,1.56,2022:+0.0 2023:+3.8 2024:+2.2 2025:+2.8 2026:+0.8,2.86
Hold JP225 + Roll AUDJPY + Roll EURJPY,0.02 / 0.38 / 0.59,0.83,True,1.9,9.9,-0.6,-0.4,-0.34,41/59,1.66,2022:+0.2 2023:+3.5 2024:+2.3 2025:+2.8 2026:+0.8,3.17
Hold JP225 + Roll AUDJPY + Roll GBPJPY,0.02 / 0.40 / 0.57,0.81,True,2.4,12.2,-0.6,-0.3,-0.4,43/59,1.93,2022:+0.6 2023:+4.0 2024:+2.7 2025:+3.3 2026:+1.2,4.0
Hold JP225 + Roll AUDJPY + Roll USDJPY,0.03 / 0.46 / 0.51,0.73,True,2.4,12.4,-0.9,-0.5,-0.56,39/59,1.73,2022:-0.0 2023:+4.4 2024:+2.6 2025:+4.0 2026:+1.1,2.67
Hold JP225 + Roll AUDJPY + TSMOM XAUUSD,0.05 / 0.88 / 0.07,0.09,True,3.1,16.3,-1.7,-1.1,-0.81,37/59,1.4,2022:-0.2 2023:+3.4 2024:+4.0 2025:+6.6 2026:+2.2,1.82
Hold JP225 + Roll AUDJPY + v4 AUDUSD,0.04 / 0.71 / 0.24,0.08,True,2.6,13.4,-1.4,-0.5,-0.66,39/59,1.44,2022:+0.2 2023:+5.6 2024:+1.3 2025:+3.8 2026:+1.7,1.86
